,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
32,18,41,23,38,9,23,20,35,22,30,14,25,26,37,25,27,-13,-10,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,-11,0,-20,-13,-13,35,24,30,30,20,5,28,24,46,9,12,0,2,-5,0,-31.0,-8.0,-5.0,12.0,0.0,12.0,-13.0,-12.0,-7.0,0.0,-1.0,-1.0,0.0,8.0,5.0,10.0,2.0,-18.0,-16.0,-21.0,-19.0,-18.0,-18.0,-15.0,-21.0,-17.0,-42.0,-15.0,-35.0,-38.0,-28.0,-26.0,-33.0,-30.0,-31.0,0.0,-22.0,-3.0,-7.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,30,55,56,55,30,39,30,62,55,86,28,49,40,52,30,32,23,18,23,26,5.0,17.0,0.0,-6.0,-4.0,8.0,6.0,37.0,-27.0,-2.0,-6.0,-14.0,-21.0,26.0,-49.0,-37.0,3.0,45.0,37.0,43.0,13.0,42.0,48.0,44.0,74.0,83.0,64.0,46.0,69.0,83.0,66.0,87.0,104.0,90.0,35.0,75.0,24.0,21.0,30.0,87.0,47.0,61.0,41.0,120.0,89.0,78.0,104.0,100.0,109.0,113.0,83.0,99.0,1.0,31.0,0.0,1.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,38,48,36,47,36,42,36,17,15,26,38,32,-39,-8,-21,28,23,11,20,53,42.0,72.0,48.0,83.0,65.0,77.0,74.0,78.0,28.0,49.0,40.0,48.0,48.0,48.0,21.0,27.0,13.0,27.0,1.0,-6.0,5.0,0.0,0.0,0.0,0.0,0.0,-2.0,7.0,0.0,0.0,-14.0,-3.0,-7.0,-4.0,-4.0,-6.0,-4.0,-4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,28,56,18,76,65,60,53,71,30,67,38,75,72,83,87,91,59,80,42,82,43.0,68.0,65.0,70.0,64.0,96.0,52.0,117.0,90.0,116.0,95.0,172.0,86.0,75.0,77.0,97.0,74.0,148.0,117.0,162.0,144.0,322.0,180.0,241.0,235.0,327.0,291.0,317.0,319.0,364.0,374.0,415.0,384.0,406.0,382.0,410.0,371.0,443.0,425.0,610.0,624.0,698.0,698.0,662.0,691.0,741.0,769.0,767.0,827.0,781.0,989.0,1009.0,899.0,932.0,956.0,960.0,979.0,953.0,984.0,1011.0,1042.0,1152.0,1019.0,1257.0,1891.0,1941.0,1234.0,1257.0,1270.0,1316.0,1474.0,9992.0,2159.0,9995.0,9996.0,9996.0,1447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,21,31,12,27,23,37,12,40,28,38,38,89,65,65,59,69,64,62,36,60,54.0,87.0,65.0,163.0,155.0,162.0,129.0,187.0,186.0,265.0,247.0,273.0,240.0,339.0,245.0,288.0,208.0,240.0,192.0,192.0,146.0,164.0,177.0,179.0,162.0,203.0,183.0,164.0,131.0,187.0,151.0,153.0,148.0,150.0,8.0,0.0,-29.0,-18.0,-15.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,-20,2,-2,7,-62,0,-24,58,63,103,37,55,12,74,25,37,28,28,0,10,-37.0,19.0,-39.0,0.0,-134.0,-67.0,-88.0,82.0,-79.0,-76.0,-99.0,-2.0,-17.0,-28.0,-26.0,-17.0,-11.0,19.0,-75.0,37.0,27.0,525.0,535.0,526.0,489.0,521.0,462.0,558.0,497.0,556.0,634.0,666.0,610.0,800.0,789.0,784.0,797.0,803.0,812.0,1003.0,973.0,973.0,1001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,-22,14,-4,11,0,18,0,7,6,4,0,31,4,68,37,52,45,48,11,12,0.0,5.0,-68.0,-36.0,-242.0,-235.0,-349.0,-247.0,-305.0,-224.0,-261.0,-211.0,-227.0,-125.0,-325.0,-175.0,-215.0,-199.0,-775.0,-745.0,-829.0,-735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,19,50,12,22,10,50,28,36,17,42,0,7,9,9,0,26,5,25,10,15,5.0,14.0,12.0,11.0,-4.0,2.0,-4.0,31.0,0.0,-5.0,-46.0,-20.0,-67.0,-52.0,-61.0,-4.0,-69.0,-53.0,-179.0,-149.0,-147.0,-129.0,-143.0,-202.0,-217.0,-181.0,-232.0,-244.0,-262.0,-233.0,-299.0,-284.0,-326.0,-256.0,-297.0,-239.0,-315.0,-249.0,-294.0,-204.0,-208.0,-193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,-2,2,-3,5,-5,-9,-28,11,-21,-17,-16,-7,-61,-55,-58,-38,-59,-40,-33,-11,-65.0,-75.0,-180.0,-182.0,-147.0,-138.0,-203.0,-200.0,-460.0,-526.0,-488.0,-496.0,-662.0,-612.0,-656.0,-652.0,-715.0,-727.0,-706.0,-728.0,-822.0,-782.0,-795.0,-765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,34,92,84,112,113,101,82,96,90,98,91,112,99,100,68,75,52,82,77,104,93.0,112.0,93.0,118.0,87.0,98.0,74.0,107.0,60.0,207.0,125.0,137.0,52.0,140.0,76.0,159.0,25.0,112.0,113.0,628.0,71.0,647.0,87.0,688.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,-23,-4,-2,9,23,38,15,12,10,11,-3,27,-1,0,-22,28,10,48,-12,58,0.0,43.0,37.0,82.0,101.0,112.0,98.0,133.0,123.0,108.0,105.0,99.0,104.0,111.0,121.0,135.0,131.0,165.0,167.0,217.0,174.0,223.0,189.0,302.0,261.0,302.0,316.0,456.0,436.0,536.0,509.0,533.0,524.0,608.0,540.0,617.0,570.0,603.0,587.0,735.0,751.0,780.0,687.0,825.0,799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,25,100,99,106,102,100,94,95,80,128,90,100,87,114,74,72,82,89,48,79,50.0,67.0,71.0,75.0,61.0,128.0,82.0,73.0,60.0,86.0,47.0,80.0,43.0,42.0,54.0,54.0,40.0,38.0,13.0,44.0,36.0,54.0,31.0,37.0,17.0,24.0,-37.0,-45.0,-260.0,-244.0,-322.0,-302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,25,56,29,100,77,56,46,45,49,64,32,35,34,38,23,48,-1,-2,4,4,5.0,13.0,14.0,27.0,17.0,25.0,0.0,19.0,9.0,15.0,2.0,6.0,4.0,22.0,1.0,24.0,-9.0,17.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,15,46,13,18,14,58,4,47,0,3,-30,39,-5,18,-8,-1,-30,-14,-52,-52,-48.0,-9.0,-12.0,25.0,-27.0,43.0,4.0,22.0,13.0,13.0,-31.0,-31.0,-31.0,21.0,-40.0,-41.0,-64.0,-38.0,-92.0,-15.0,-101.0,-100.0,-81.0,-85.0,-87.0,-46.0,-102.0,-99.0,-99.0,-68.0,-75.0,-28.0,-122.0,-40.0,-114.0,-46.0,-188.0,-69.0,-165.0,-9.0,-22.0,-9.0,-64.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,-9.0,27.0,4.0,22.0,4.0,27.0,19.0,36.0,19.0,25.0,36.0,33.0,10.0,25.0,31.0,30.0,30.0,40.0,35.0,35.0,19.0,17.0,26.0,26.0,18.0,30.0,16.0,16.0,22.0,21.0,27.0,21.0,19.0,16.0,24.0,31.0,19.0,12.0,12.0,21.0,27.0,24.0,23.0,20.0,20.0,20.0,16.0,17.0,9.0,26.0,12.0,0.0,0.0,0.0,-40.0,0.0,0.0,0.0,0.0,30.0,0.0,21.0,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,15,60,32,45,39,53,13,39,36,45,30,55,37,47,28,57,34,52,18,25,-5.0,16.0,11.0,31.0,-28.0,-7.0,-20.0,18.0,6.0,24.0,-16.0,1.0,-2.0,5.0,-39.0,-17.0,-29.0,14.0,-116.0,43.0,-107.0,-87.0,-298.0,-325.0,-324.0,-387.0,-377.0,-431.0,-438.0,-434.0,-462.0,-501.0,-553.0,-384.0,-577.0,-636.0,-643.0,-444.0,-518.0,-480.0,-537.0,-339.0,-362.0,-278.0,-309.0,-239.0,-518.0,-440.0,-496.0,-418.0,-500.0,-497.0,-552.0,-459.0,-461.0,-383.0,-626.0,-623.0,-631.0,-637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,19,38,36,47,51,72,61,63,63,71,61,50,53,47,8,41,16,72,-25,-8,-36.0,-24.0,-15.0,-10.0,0.0,-7.0,-42.0,-43.0,-95.0,0.0,0.0,5.0,0.0,60.0,29.0,33.0,21.0,27.0,12.0,19.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,20,34,28,35,17,43,4,24,25,37,-28,-16,-27,64,-31,-11,-11,0,-37,-44,-61.0,4.0,-5.0,50.0,-62.0,-50.0,-161.0,-179.0,-166.0,-184.0,-165.0,-174.0,-192.0,-162.0,-171.0,-196.0,-225.0,-221.0,-228.0,-212.0,-214.0,-226.0,-241.0,-239.0,-377.0,-393.0,-447.0,-427.0,-508.0,-225.0,-227.0,-207.0,-222.0,-257.0,-237.0,-239.0,-377.0,-349.0,-462.0,-427.0,-431.0,-452.0,-485.0,-360.0,-420.0,-364.0,-681.0,-352.0,-366.0,-298.0,-289.0,-347.0,-374.0,-123.0,-139.0,-96.0,-121.0,-97.0,-97.0,-99.0,-186.0,-159.0,-281.0,-76.0,-89.0,-52.0,-37.0,-9.0,-10.0,-12.0,-10.0,-17.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,25.0,19.0,18.0,0.0,23.0,20.0,19.0,0.0,0.0,0.0,22.0,16.0,23.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,24,54,25,36,13,15,5,27,9,21,23,36,32,59,18,25,0,30,35,38,10.0,41.0,1.0,23.0,14.0,25.0,-17.0,38.0,22.0,19.0,0.0,61.0,32.0,60.0,30.0,37.0,-5.0,9.0,-4.0,8.0,21.0,39.0,17.0,54.0,28.0,32.0,25.0,24.0,26.0,60.0,52.0,51.0,3.0,38.0,50.0,42.0,26.0,41.0,32.0,62.0,14.0,93.0,50.0,93.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,34,42,29,37,37,27,29,42,37,57,40,67,40,56,56,60,40,56,47,53,12.0,21.0,28.0,31.0,29.0,25.0,12.0,6.0,-14.0,34.0,6.0,40.0,37.0,41.0,37.0,41.0,31.0,39.0,17.0,29.0,37.0,38.0,12.0,35.0,19.0,29.0,20.0,20.0,24.0,29.0,27.0,27.0,28.0,40.0,30.0,34.0,0.0,17.0,27.0,14.0,20.0,20.0,12.0,12.0,10.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,27,32,44,44,7,34,12,13,22,49,35,100,32,47,32,39,22,29,-7,-56,-94.0,-73.0,-96.0,-78.0,-87.0,-68.0,-63.0,-58.0,-55.0,-30.0,-58.0,-54.0,-118.0,-16.0,-75.0,-42.0,-75.0,-50.0,-100.0,-71.0,-82.0,-83.0,-134.0,-165.0,-188.0,-124.0,-211.0,-132.0,-211.0,-175.0,-188.0,-131.0,-158.0,-119.0,-162.0,-169.0,-227.0,-208.0,-238.0,-214.0,-275.0,-39.0,-300.0,-271.0,-390.0,-408.0,-446.0,-385.0,-599.0,-587.0,-599.0,-587.0,-982.0,-1020.0,-995.0,-1011.0,-9994.0,-1371.0,-1472.0,-1718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,18,44,24,59,7,22,-29,12,5,11,1,0,-7,12,2,21,14,27,-9,-17,-8.0,10.0,0.0,0.0,-16.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,21,38,29,19,23,27,21,42,31,39,24,30,21,32,4,53,0,19,12,16,10.0,13.0,-37.0,0.0,0.0,-1.0,0.0,4.0,-3.0,0.0,0.0,0.0,-21.0,29.0,2.0,46.0,-6.0,-6.0,8.0,21.0,10.0,0.0,-16.0,28.0,4.0,34.0,24.0,32.0,-8.0,6.0,6.0,33.0,12.0,126.0,10.0,-4.0,3.0,0.0,12.0,51.0,40.0,45.0,56.0,93.0,68.0,76.0,64.0,72.0,72.0,80.0,57.0,54.0,42.0,60.0,38.0,68.0,104.0,91.0,83.0,83.0,75.0,94.0,55.0,72.0,66.0,122.0,81.0,94.0,87.0,119.0,133.0,124.0,86.0,170.0,178.0,312.0,261.0,271.0,151.0,146.0,83.0,100.0,110.0,211.0,33.0,64.0,59.0,57.0,42.0,108.0,98.0,100.0,6.0,273.0,289.0,337.0,317.0,375.0,296.0,297.0,517.0,564.0,553.0,687.0,711.0,747.0,749.0,749.0,762.0,768.0,770.0,767.0,732.0,745.0,744.0,744.0,744.0,741.0,727.0,723.0,750.0,742.0,743.0,742.0,742.0,747.0,748.0,750.0,744.0,742.0,737.0,738.0,734.0,1267.0,1256.0,1243.0,1262.0,,,,,,,,
55,28,50,33,49,52,56,-2,20,11,27,14,7,-12,-11,-16,-8,-14,-6,-5,4,8.0,16.0,18.0,17.0,0.0,29.0,25.0,60.0,0.0,0.0,-20.0,51.0,-13.0,-16.0,-49.0,-57.0,-24.0,-11.0,-20.0,-14.0,-14.0,12.0,-7.0,32.0,0.0,6.0,0.0,41.0,5.0,45.0,41.0,66.0,53.0,110.0,84.0,456.0,113.0,126.0,90.0,94.0,81.0,88.0,33.0,38.0,35.0,89.0,79.0,90.0,-84.0,-42.0,-55.0,-44.0,-51.0,-34.0,-53.0,-15.0,-46.0,-50.0,-94.0,-57.0,-65.0,-62.0,-48.0,-77.0,-66.0,-62.0,-53.0,-65.0,-50.0,-23.0,-94.0,-94.0,-72.0,-69.0,-68.0,-74.0,-83.0,-83.0,-65.0,-51.0,-53.0,-60.0,-55.0,-55.0,-60.0,-55.0,-55.0,-74.0,-59.0,-58.0,-58.0,-58.0,-59.0,-56.0,-56.0,-55.0,-57.0,-55.0,-55.0,-55.0,-55.0,-55.0,-59.0,-63.0,-59.0,0.0,-58.0,-64.0,-62.0,-57.0,-58.0,-38.0,-42.0,-42.0,-42.0,-41.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,38.0,38.0,35.0,,,,,,,,,,,
56,25,30,6,43,35,58,47,66,42,61,51,67,42,46,42,54,12,48,25,46,9.0,0.0,12.0,1.0,-12.0,13.0,-3.0,-6.0,-64.0,-50.0,-62.0,-77.0,-46.0,-63.0,-60.0,-42.0,-82.0,-60.0,-105.0,-110.0,-125.0,-40.0,-49.0,-40.0,-48.0,25.0,25.0,27.0,36.0,32.0,45.0,121.0,82.0,143.0,97.0,23.0,33.0,71.0,47.0,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,28,56,51,45,50,65,33,42,19,43,7,3,10,14,9,20,0,18,18,28,21.0,24.0,12.0,30.0,-5.0,55.0,38.0,71.0,51.0,61.0,59.0,72.0,56.0,64.0,57.0,95.0,84.0,96.0,44.0,70.0,33.0,48.0,35.0,22.0,-4.0,0.0,19.0,0.0,0.0,5.0,5.0,-5.0,-6.0,12.0,0.0,0.0,0.0,0.0,-33.0,3.0,0.0,5.0,4.0,5.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,24,50,17,31,34,27,19,17,5,40,25,27,30,26,-9,11,0,0,5,46,32.0,42.0,-14.0,12.0,-15.0,6.0,-30.0,-28.0,-23.0,-27.0,-43.0,-41.0,-40.0,-32.0,-56.0,-31.0,-35.0,-43.0,-37.0,-37.0,-63.0,-56.0,-43.0,-36.0,-23.0,-21.0,-31.0,-29.0,-55.0,-32.0,-36.0,-44.0,-56.0,-45.0,-46.0,-34.0,-30.0,-35.0,-27.0,-31.0,-282.0,-297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,11,39,19,26,21,32,32,43,34,24,49,39,23,36,24,55,33,33,30,57,-17.0,7.0,-52.0,-21.0,-27.0,-21.0,-70.0,-58.0,-73.0,-48.0,-41.0,-31.0,-58.0,-23.0,-41.0,5.0,-18.0,-15.0,-22.0,-8.0,-24.0,-11.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,24,38,30,38,49,59,31,50,50,75,75,81,24,45,-1,32,21,20,7,9,-29.0,-59.0,-71.0,-75.0,-81.0,-66.0,-63.0,-62.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-2.0,0.0,0.0,0.0,-6.0,-3.0,-5.0,-1.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,22,42,43,58,49,63,44,57,13,64,-5,0,0,11,-19,0,0,0,0,36,35.0,35.0,16.0,72.0,35.0,118.0,88.0,102.0,94.0,113.0,81.0,100.0,80.0,95.0,101.0,90.0,84.0,100.0,80.0,91.0,17.0,49.0,29.0,49.0,46.0,34.0,26.0,41.0,14.0,35.0,10.0,64.0,58.0,106.0,88.0,93.0,103.0,102.0,104.0,121.0,89.0,100.0,60.0,121.0,74.0,99.0,70.0,114.0,62.0,77.0,29.0,42.0,25.0,40.0,28.0,14.0,31.0,35.0,20.0,70.0,17.0,183.0,149.0,177.0,151.0,208.0,123.0,163.0,149.0,164.0,109.0,155.0,116.0,187.0,126.0,156.0,142.0,137.0,138.0,151.0,134.0,150.0,106.0,153.0,134.0,195.0,206.0,204.0,220.0,255.0,279.0,283.0,256.0,251.0,296.0,281.0,327.0,336.0,311.0,327.0,334.0,357.0,348.0,357.0,359.0,419.0,395.0,387.0,373.0,371.0,113.0,235.0,101.0,91.0,110.0,119.0,30.0,231.0,55.0,460.0,397.0,395.0,419.0,415.0,457.0,622.0,656.0,706.0,748.0,862.0,862.0,959.0,962.0,989.0,1055.0,1137.0,748.0,1016.0,1061.0,1165.0,815.0,964.0,1027.0,1222.0,1320.0
62,12,21,34,46,7,5,2,0,-12,46,12,23,18,60,60,86,46,57,48,35,18.0,39.0,36.0,47.0,65.0,68.0,55.0,52.0,60.0,60.0,86.0,41.0,32.0,74.0,42.0,132.0,93.0,165.0,142.0,172.0,178.0,183.0,166.0,181.0,129.0,468.0,462.0,513.0,497.0,516.0,496.0,477.0,535.0,638.0,603.0,622.0,622.0,717.0,763.0,735.0,655.0,656.0,635.0,786.0,748.0,802.0,649.0,674.0,687.0,890.0,1003.0,1294.0,1322.0,1364.0,1364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,20,74,36,63,62,83,62,78,75,100,71,112,46,49,15,38,33,35,34,32,11.0,22.0,-46.0,-7.0,-55.0,-56.0,-27.0,91.0,73.0,82.0,85.0,163.0,81.0,77.0,65.0,149.0,137.0,72.0,0.0,77.0,50.0,88.0,59.0,74.0,14.0,13.0,9.0,41.0,-17.0,-12.0,-10.0,0.0,-90.0,10.0,-71.0,-55.0,-126.0,-90.0,-107.0,33.0,-100.0,-91.0,-218.0,-216.0,-242.0,-188.0,-234.0,-214.0,-237.0,-232.0,-286.0,-249.0,-606.0,-597.0,-631.0,-529.0,-1137.0,-592.0,-1287.0,-716.0,-716.0,-732.0,-794.0,-825.0,-808.0,-825.0,-830.0,-934.0,-961.0,-785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,32,50,50,50,54,54,64,63,54,64,74,73,40,132,22,56,17,72,23,51,15.0,32.0,-3.0,24.0,0.0,52.0,0.0,94.0,77.0,85.0,85.0,128.0,102.0,231.0,200.0,294.0,249.0,248.0,225.0,335.0,331.0,332.0,298.0,301.0,294.0,365.0,398.0,400.0,414.0,496.0,437.0,535.0,500.0,542.0,499.0,524.0,583.0,581.0,477.0,524.0,495.0,622.0,501.0,538.0,558.0,596.0,571.0,626.0,599.0,628.0,648.0,698.0,683.0,777.0,691.0,795.0,731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,23,50,28,33,26,42,20,26,29,31,23,42,36,35,27,50,52,48,34,59,31.0,34.0,17.0,51.0,30.0,34.0,2.0,16.0,14.0,5.0,-6.0,21.0,0.0,0.0,0.0,76.0,-10.0,11.0,9.0,10.0,9.0,26.0,48.0,63.0,-10.0,0.0,-17.0,45.0,-59.0,-17.0,-32.0,-25.0,-14.0,0.0,-12.0,-1.0,-1.0,-4.0,-9.0,-25.0,-31.0,-21.0,-30.0,-16.0,-14.0,-16.0,-43.0,-40.0,-22.0,-22.0,-35.0,-35.0,-51.0,-45.0,-30.0,-36.0,-37.0,-22.0,-41.0,-48.0,-46.0,-38.0,-23.0,-28.0,-12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,26,29,33,57,50,67,70,62,28,46,31,35,35,36,2,5,40,14,8,25,29.0,33.0,25.0,26.0,17.0,34.0,28.0,25.0,17.0,33.0,-4.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,-12.0,-4.0,-17.0,-11.0,-5.0,-8.0,-13.0,-4.0,-4.0,-7.0,-4.0,0.0,0.0,-4.0,0.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,29,54,39,63,46,87,49,63,49,61,38,102,75,101,87,85,71,85,44,54,56.0,89.0,55.0,78.0,75.0,128.0,112.0,75.0,79.0,89.0,34.0,82.0,74.0,148.0,111.0,125.0,143.0,126.0,120.0,133.0,121.0,117.0,84.0,102.0,90.0,92.0,31.0,49.0,36.0,87.0,74.0,178.0,177.0,200.0,166.0,185.0,177.0,319.0,324.0,335.0,298.0,300.0,296.0,293.0,289.0,289.0,198.0,283.0,317.0,335.0,183.0,189.0,206.0,203.0,191.0,361.0,333.0,447.0,444.0,452.0,385.0,473.0,523.0,579.0,579.0,591.0,636.0,664.0,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,30,41,29,52,16,23,17,31,-2,19,6,40,5,26,4,34,4,21,18,40,33.0,49.0,81.0,56.0,-5.0,60.0,0.0,7.0,0.0,24.0,23.0,22.0,31.0,43.0,22.0,50.0,45.0,24.0,48.0,44.0,-53.0,-44.0,-57.0,-37.0,-27.0,-20.0,-31.0,-42.0,-40.0,-46.0,-50.0,-46.0,-39.0,-31.0,-78.0,0.0,-11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
