,Std_CP
0,
1,43.21495410230718
2,45.28720981192172
3,17.647488628910896
4,42.33960374701853
5,28.414579632718922
6,28.530900327964673
7,53.619289680174354
8,78.33406340919689
9,257.0767518232361
10,33.27738895082688
11,164.52581240862466
12,26.656094021533768
13,70.83515403822489
14,29.988797306953238
15,32.17076830498975
16,14.866411943762104
17,24.832049942867773
18,21.77275222325648
19,79.20712866130945
20,41.845598545690066
21,26.071711060976778
22,38.45818985794519
23,15.63281881666225
24,28.696214511198637
25,54.43992501297081
26,22.982812114857573
27,54.28297074664991
28,46.41886589643387
29,39.29963789224448
30,63.415448873631355
31,25.907803567926898
32,29.861337413058564
33,42.177693261459986
34,11.763424710497377
35,26.78075971493509
36,76.6107715498305
37,43.526451231580026
38,13.805531196665468
39,38.157053270473
40,36.114970189223634
41,41.74532454738297
42,47.919956240545446
43,12.392719119688268
44,35.33709396951326
45,52.15748155543472
46,42.2131291882285
47,62.467120603262856
48,63.31920097506927
49,34.66713284327473
50,45.76730742103396
51,24.637162903190923
52,40.41359416504376
53,16.362288647860918
54,66.62065819389802
55,15.509707066138569
56,21.29802950054442
57,12.579903348355591
58,48.73906908575411
59,29.452926496819526
60,49.40432472554707
61,31.720008467812036
62,19.519690803666915
63,33.52354941506963
64,51.846166685686605
65,47.98291270240295
66,20.462382337086037
67,20.054423307088495
68,41.90433119586773
69,72.6930147279909
70,13.110809789381179
71,21.900950284784976
72,45.306569345793825
73,38.06995440726753
74,40.96472501619136
75,50.836773609469034
76,18.665476152512156
77,79.03352991341532
78,53.1301587159514
79,10.338189441074306
80,9.62708943886104
81,56.403083086381415
82,47.139479078633
83,41.52623955318578
84,21.15724337829532
85,48.539587780168056
86,34.34454579823348
87,41.97334431103937
88,35.191350108357305
89,77.50431949401198
90,48.02429335881206
91,110.17413600252303
92,30.642554941804736
93,25.346219844463263
94,56.59668441982586
95,23.486382116612518
96,30.272885238198906
97,50.59045248509536
98,88.15303594589854
99,16.037312262825857
100,20.600588255028107
101,13.503791354741116
102,32.15759006950521
103,15.873174602380962
104,13.421908174608374
105,46.591807055922985
106,51.87036614215221
107,78.8631736641693
108,71.24176233477786
109,74.44471626815076
110,16.294584746580444
111,80.30342038694678
112,40.20660550690837
113,7.898857766980522
114,31.839673351878698
115,57.46253825660622
116,50.90878952562462
117,22.702794610287153
118,49.84300605426254
119,41.41463631917195
120,63.18474544332349
121,27.836564847153333
122,40.49364384243076
123,18.944232384047204
124,44.044339547254495
125,43.10079548486978
126,53.21848434167208
127,27.412663553778568
128,13.938464075384372
129,15.94023629074946
130,54.425073161077044
131,36.071322769484446
132,50.47292134871613
133,43.8319048228419
134,24.767823395639272
135,22.27511737330447
136,24.623151866549026
137,21.291536944395194
138,48.53000402145646
139,33.16081537166058
140,51.07024188813762
141,19.343593336673596
142,26.04161700675537
143,54.679448655442364
144,125.05233820612327
145,24.674524755162924
146,26.061582790785682
147,17.81328599373897
148,15.679593681047221
149,29.92278099207444
150,29.215189075672143
151,44.775834828793364
152,13.337958538700194
153,27.35420190159849
154,46.06848644733607
155,154.20058390212915
156,28.355652509859418
157,29.55771652165295
158,23.21407618953064
159,20.260047191335016
160,26.97329458352567
161,48.622858838784005
162,24.443563669768967
163,27.341265760749664
164,20.51030018778622
165,21.846811723996947
166,26.316814257118548
167,13.59289514485315
168,10.60608367820144
169,39.549512442332706
170,29.854246232312537
171,73.4125635513397
172,65.11773280515119
173,72.61902001103797
174,20.417301084493978
175,41.0493912896711
176,14.540868784971908
177,30.933713382908195
178,91.36636841221258
179,32.44873669067122
180,19.502642841843066
181,42.325994747308734
182,73.73481530800593
183,22.744249070938036
184,17.963949687418218
185,62.78574957464749
186,22.166684568557038
187,22.318132399831878
188,
189,11.625116486871578
190,33.405253712698496
191,49.228279773030515
192,35.89302218865608
193,48.285727450353654
194,28.599087422825914
195,32.8856753289935
196,22.73317918588238
197,20.915414063664755
198,68.11481179748569
199,16.92147104527802
200,16.986921346399193
201,61.62297951259761
202,21.73352603343861
203,51.828444020489734
204,39.42550741487844
205,20.497089593846773
206,18.638451736045106
207,25.78672007008237
208,16.911609947619063
209,20.99971211615991
210,12.898707945630315
211,23.243910405799223
212,54.44346040205088
213,25.47472459462751
214,27.943040753827216
215,45.61588243319129
216,14.681831894103476
217,12.75545132331814
218,66.60174815380492
219,24.51147790361911
220,19.079379635426495
221,84.59632273635079
222,36.624260622781364
223,45.42792164659199
224,13.426370519245205
225,39.16917780341985
226,12.809251464348845
227,16.676715059218466
228,31.680113356294825
229,58.16505967635305
230,32.31561789079493
231,16.703151983840836
232,32.413479196680406
233,36.8768788782917
234,12.20860352374505
235,39.082570435271485
236,41.24980967264645
237,44.73260879166536
238,29.224227315446235
239,71.5745374725846
240,133.01505339501557
241,45.8548775976858
242,31.71195293865823
243,14.361670367947308
244,15.321191737464735
245,54.00825496171882
246,47.345470083366635
247,15.30148595302974
248,38.277946669083505
249,29.113119677797112
250,26.96816717569674
251,17.227327044595434
252,35.51027735712293
253,36.6949218180669
254,36.87605502685224
255,10.591429177626784
256,44.31462914687623
257,9.250100962481003
258,33.306063756900535
259,39.41473406414595
260,75.92300956655045
261,47.73903977215449
262,19.26369876451794
263,16.107558514422553
264,
265,63.75975087896703
266,31.702688906005555
267,36.525066568110155
268,36.320792942886044
269,48.41552051008671
270,38.013382504287215
271,20.60620407203868
272,46.142862315747806
273,30.7252427254943
274,22.50629541557946
275,57.03177316291076
276,21.466676077543575
277,23.671387275978542
278,30.15213804312107
279,68.91665932271667
