,Std_CP
0,12.790890667110366
1,12.439722459542208
2,25.33161021708798
3,14.009233408350909
4,29.475171149387997
5,33.65309216468671
6,23.02400085529479
7,11.346382608260214
8,13.352213644014325
9,20.645419185217172
10,14.273990543624757
11,12.155606636578325
12,16.658614407034705
13,29.512823709110318
14,12.50373144748167
15,13.73175063893006
16,14.727684616661644
17,23.296995514443484
18,13.099990690743295
19,17.12237354094565
20,24.593422620087118
21,29.809504597776815
22,14.583338399188582
23,14.64086329588459
24,51.18169107371797
25,52.909762500741095
26,14.040757000349274
27,101.79704978172155
28,19.91806511315694
29,18.063831108100914
30,21.633915868133393
31,25.20468769993554
32,32.61098266652188
33,22.64377185983828
34,42.623343225926114
35,47.61286785297842
36,37.48737684550236
37,11.099971153381947
38,110.11037072460307
39,16.97446834977684
40,24.154803775947876
41,17.4071753394659
42,16.226159906340207
43,15.642694858592128
44,23.7802197335246
45,18.790377127790393
46,45.81170457661265
47,76.88275093054727
48,39.87967778913179
49,11.467943385376303
50,22.905816101818388
51,12.36524134614392
52,39.32763477686978
53,37.59415869701778
54,15.665403858464055
55,13.451595478104746
56,13.490671849480092
57,12.091059733960298
58,17.615172816910743
59,65.70581429567756
60,104.08432544650022
61,30.84683223320555
62,43.44484486627321
63,40.51008670363135
64,62.67251022110861
65,19.114657461490893
66,12.012383130954843
67,72.00067786457448
68,28.873540925492716
69,46.4708437035108
70,34.09528372213705
71,16.979280994396692
72,40.309794962173555
73,10.277488047347966
74,13.692710563677492
75,66.23578075476709
76,42.63244821759174
77,19.48250025258447
78,86.3473659449656
79,22.15958818400848
80,109.98893769847992
81,31.011555897605067
82,18.22069311264765
83,87.8395649681234
84,51.69325680464375
85,14.479093660371372
86,13.00687687932219
87,28.878043204316054
88,27.059279653838075
89,32.37926507385072
90,17.37640815702602
91,17.88672418193964
92,7.612437608887601
93,20.10186361099191
94,39.88114443967452
95,10.97692442696144
96,16.963631661714835
97,68.87127441121144
98,23.526395067025362
99,70.50331640531533
100,31.83536518073063
101,58.85304011912164
102,32.38787424888357
103,36.35775305071193
104,44.959901091206575
105,28.461722303064054
106,25.436847162550027
107,51.901782974169755
108,9.143911149563468
109,13.060726724902505
110,44.028189623029945
111,80.39296846448123
112,22.971090432780844
113,33.55806130069002
114,52.4947114203377
115,105.93498878434592
116,67.78636474831235
117,30.433171838892633
118,73.14857000414152
119,53.43001338167837
120,47.85909904381626
121,55.470586713484145
122,10.524348187032999
123,60.42202080373219
124,68.57587886998385
125,145.3704009044465
126,15.56254474919985
127,17.51482130988613
128,37.47606643653461
129,12.579272444704234
130,141.68816465974064
131,98.74584311745394
132,110.62175380002391
133,12.508159020493347
134,41.755933508823354
135,22.861769973381094
136,24.61706725018234
137,41.54057784676493
138,24.21897341898265
139,29.296615276626525
140,20.209525598710243
141,65.21369188871381
142,17.82762674509198
143,42.64443245076216
144,26.16350573333139
145,12.228221937988607
146,10.569093959580302
147,20.93075611926473
148,14.83166076066805
149,55.12299297787367
150,10.34252106284942
151,68.23869358330828
152,23.120451188458556
153,47.49365549026477
154,18.928191217446734
155,15.921064523658663
156,31.423707494701368
157,9.154422334361794
158,58.493757824519165
159,13.122796661070085
160,31.55265655609058
161,12.251776546946953
162,17.559045411342147
163,39.79109222436804
164,109.58247925043811
165,18.506582601614323
166,65.30309229460633
167,19.53847214956671
168,14.50974473613138
169,78.5926046858877
170,46.08582086298761
171,13.417976943755638
172,37.74906190060328
173,23.084828109049948
174,25.733802117615102
175,8.760150106308535
176,127.38631760532006
177,156.97701938622933
178,112.62790300104568
179,34.88541211752593
180,23.329609558413974
181,85.52996382931352
182,33.31082850487306
183,100.38091405204936
184,111.48140637906381
185,42.27164140019484
186,79.52424893597657
187,45.60622443481845
188,84.64290314392329
189,20.4600318481132
190,66.97507668854063
191,82.91919727850073
192,41.839349831180456
193,48.46642332605645
194,52.69322166802953
195,39.530766644108816
196,118.34562858372948
197,27.545575509666342
198,49.662083933773474
199,10.774022920547047
200,57.66352246867192
201,25.027726560241014
202,84.76447076385227
203,9.662167006648549
204,58.09295711759444
205,23.617338492363785
206,62.920177459230494
207,17.725375829770023
208,55.549251545987076
209,26.268474800825082
210,10.721125888757236
211,47.43146138810995
212,20.544666785648623
213,24.726999542765405
214,36.850941681780775
215,54.71708270535763
216,10.64807553528064
217,26.610713656360534
218,27.91773629791642
219,31.114851723656994
220,34.03796157649322
221,19.695385237245137
222,80.48747722563917
223,42.30169869072886
224,63.17738975106186
225,31.28453647127
226,23.313248931832213
227,71.93704622046859
228,63.02098178836647
229,58.68799297539929
230,100.80487735878522
231,90.34407533453394
232,13.326174711724198
233,37.426054522345225
234,15.291996641718267
235,11.59370858159494
236,57.939731008855496
237,14.308514249163022
238,47.956872632116685
239,63.59522063106895
240,30.645437786771087
241,18.726626563347274
242,28.142547912422625
243,44.17251359727313
244,41.43221508711154
245,153.07937467044658
246,84.74676698133152
247,14.639450401723288
248,3.0594117081556704
