,Std_CP
0,17.857546136661348
1,59.97004807957608
2,19.15009962870882
3,11.634394689237006
4,22.936019175300583
5,24.386884643235913
6,31.041628961640566
7,45.61209572948999
8,11.86263976618283
9,36.258717314334056
10,33.27019150716176
11,27.54358587415621
12,10.403649875689334
13,14.856627059630084
14,55.783156261512936
15,37.104796960053676
16,11.24551192527661
17,26.735221145325138
18,38.71346024872589
19,22.465387982849816
20,95.57912999232674
21,26.639262823401896
22,97.35524890726703
23,162.0362866126963
24,23.40453118035223
25,48.869100054044026
26,72.58555339443487
27,31.48857710035304
28,26.068690279782487
29,24.549069213718568
30,20.739786905383003
31,11.990143150251908
32,41.23638861855159
33,175.44615866234284
34,50.040556957810296
35,54.199477242251454
36,66.39468747487918
37,97.69186770640209
38,31.962357086601127
39,54.36100767420018
40,13.717450535644769
41,17.414599986302495
42,61.01682835756461
43,25.546190384032897
44,25.98341646193747
45,99.96991971830751
46,45.22974743674222
47,65.3976455991412
48,48.4674197629129
49,45.4714719566539
50,11.907960232895158
51,67.82756511197543
52,43.04991299541331
53,18.90844167737433
54,89.38290231250298
55,15.625002164502018
56,17.7017958481142
57,103.4776802616873
58,5.55337258699136
59,49.24825528449834
60,45.46949745062835
61,41.512212679371665
62,89.54648348388255
63,14.960456909331366
64,24.453333129974343
65,12.955228468229791
66,145.66576117432203
67,64.71173843213526
68,15.146943092831346
69,20.09001173291274
70,54.959378938751975
71,31.209291787850685
72,29.66969581362779
73,70.29075917419969
74,22.601831851208498
75,27.955300938725603
76,119.45307125345941
77,94.6319117116537
78,39.73634034716894
79,64.85959601914891
80,52.42216452354227
81,59.44635707399882
82,105.1436055011325
83,36.18778934338177
84,39.06914792170071
85,31.859966592329755
86,20.75813779943386
87,53.02281507916115
88,44.84360908047343
89,27.760168205101166
90,21.375453211569575
91,16.591749571583883
92,165.82030367009855
93,24.683776026377693
94,5.722425521241308
95,54.75423880090624
96,68.4699149386114
97,8.495512778740162
98,31.26050774713807
99,108.81051085592453
100,62.931187080989986
101,65.78969532700546
102,48.07368870239255
103,80.07918997259317
104,23.73072192581944
105,33.48078257646269
106,94.50587871191459
107,9.264268274756873
108,99.1683108350338
109,116.94137503867543
110,55.90613219136592
111,37.60634655995317
112,20.087036227135247
113,42.67791568457259
114,12.766551941885032
115,125.20783210131941
116,12.554819066054938
117,79.26568109697735
118,56.10516473988392
119,104.93060265027081
120,18.80060871326255
121,16.48741703951594
122,10.992464766833283
123,41.2082333267175
124,101.51372997647842
125,29.93060757554497
126,61.937296853322536
127,27.207926327831906
128,64.10191538133283
129,18.00056021537182
130,17.253419597426998
131,27.680893844996604
132,50.47976645627837
133,58.40550494190421
134,210.78581998028687
135,13.603220907109428
136,21.22471135476342
137,88.14908320320306
138,20.868196117427168
139,20.89407081260019
140,18.271691051392892
141,68.93782882006252
142,148.6323407851492
143,34.63174080615019
144,98.15260420447953
145,27.405728872711318
146,86.96621836813938
147,13.941843493598686
148,54.83672735190045
149,21.665078115624173
150,15.814372822059749
151,20.43676927651576
152,16.705691825627056
