,Mean_CP
0,12.708333333333334
1,10.67741935483871
2,22.238095238095237
3,14.482758620689655
4,25.9
5,21.8
6,16.23076923076923
7,8.552631578947368
8,10.833333333333334
9,22.333333333333332
10,13.761904761904763
11,6.700934579439252
12,11.666666666666666
13,26.565217391304348
14,11.883720930232558
15,12.804878048780488
16,11.526315789473685
17,24.4
18,11.0
19,17.5
20,14.8125
21,22.840579710144926
22,17.916666666666668
23,13.463414634146341
24,33.06060606060606
25,23.558139534883722
26,11.333333333333334
27,34.16393442622951
28,15.037735849056604
29,13.925925925925926
30,16.973684210526315
31,21.425
32,29.071428571428573
33,14.177777777777777
34,27.16
35,29.6
36,21.851063829787233
37,11.931034482758621
38,41.76315789473684
39,13.515151515151516
40,14.333333333333334
41,12.047619047619047
42,11.408163265306122
43,7.609756097560975
44,21.533333333333335
45,21.358974358974358
46,33.391304347826086
47,43.55769230769231
48,15.866666666666667
49,7.745098039215686
50,14.96875
51,8.0625
52,23.48
53,27.763157894736842
54,13.536585365853659
55,8.425531914893616
56,10.458333333333334
57,8.07843137254902
58,9.672413793103448
59,38.8125
60,52.3013698630137
61,14.588235294117647
62,23.818181818181817
63,33.34090909090909
64,35.10204081632653
65,11.892857142857142
66,13.121212121212121
67,24.594202898550726
68,26.31578947368421
69,26.59375
70,20.186046511627907
71,13.272727272727273
72,27.70967741935484
73,7.75
74,13.096774193548388
75,44.134328358208954
76,27.25
77,15.466666666666667
78,24.619718309859156
79,18.21212121212121
80,40.59649122807018
81,18.384615384615383
82,13.772727272727273
83,34.592592592592595
84,29.952380952380953
85,9.03125
86,8.275
87,28.7
88,15.26923076923077
89,23.37142857142857
90,15.642857142857142
91,16.49019607843137
92,7.222222222222222
93,17.47222222222222
94,15.545454545454545
95,9.147058823529411
96,14.159090909090908
97,25.5609756097561
98,18.59259259259259
99,23.11392405063291
100,21.238095238095237
101,37.17142857142857
102,15.73015873015873
103,17.9
104,39.34090909090909
105,16.650793650793652
106,17.203703703703702
107,26.716216216216218
108,12.5
109,13.972972972972974
110,26.0
111,34.233333333333334
112,18.636363636363637
113,18.891304347826086
114,23.148936170212767
115,48.114285714285714
116,32.836363636363636
117,16.048387096774192
118,46.78125
119,40.58181818181818
120,30.185185185185187
121,44.23913043478261
122,10.80952380952381
123,44.41860465116279
124,37.0
125,58.55555555555556
126,12.047619047619047
127,17.7
128,17.7
129,13.714285714285714
130,56.30952380952381
131,52.470588235294116
132,54.0
133,9.69767441860465
134,29.02857142857143
135,22.15
136,21.25
137,27.313725490196077
138,17.93877551020408
139,17.666666666666668
140,13.27027027027027
141,45.78048780487805
142,15.208333333333334
143,18.666666666666668
144,22.06451612903226
145,8.470588235294118
146,9.466666666666667
147,21.8
148,8.566666666666666
149,35.8125
150,10.75
151,38.806451612903224
152,16.15
153,33.774193548387096
154,10.666666666666666
155,11.137931034482758
156,18.153846153846153
157,7.3
158,38.6551724137931
159,13.272727272727273
160,24.807692307692307
161,7.629032258064516
162,15.515151515151516
163,38.34
164,59.61538461538461
165,14.365079365079366
166,31.54237288135593
167,10.575757575757576
168,11.925
169,49.21153846153846
170,27.815384615384616
171,13.4
172,20.5531914893617
173,14.773584905660377
174,21.142857142857142
175,5.466666666666667
176,48.71739130434783
177,61.76923076923077
178,65.46153846153847
179,26.08823529411765
180,19.132075471698112
181,42.266666666666666
182,25.767441860465116
183,53.776119402985074
184,76.30555555555556
185,35.075
186,30.696428571428573
187,21.603448275862068
188,38.1578947368421
189,18.29032258064516
190,38.075
191,54.22857142857143
192,28.88235294117647
193,19.51127819548872
194,35.21951219512195
195,15.282051282051283
196,38.36585365853659
197,23.61111111111111
198,24.0
199,11.290322580645162
200,33.49152542372882
201,16.75
202,45.72093023255814
203,7.433333333333334
204,41.333333333333336
205,22.435897435897434
206,46.43181818181818
207,12.588235294117647
208,32.60606060606061
209,19.033333333333335
210,12.34375
211,36.23529411764706
212,11.333333333333334
213,17.88095238095238
214,32.53846153846154
215,32.32258064516129
216,8.17142857142857
217,18.333333333333332
218,18.5
219,15.906976744186046
220,26.31111111111111
221,14.970588235294118
222,62.6551724137931
223,38.06060606060606
224,36.15151515151515
225,20.77777777777778
226,17.484848484848484
227,30.130434782608695
228,35.6625
229,31.214285714285715
230,41.95918367346939
231,62.142857142857146
232,10.279069767441861
233,20.424242424242426
234,9.612903225806452
235,8.142857142857142
236,40.93333333333333
237,8.48936170212766
238,31.34
239,31.586206896551722
240,20.5
241,11.542857142857143
242,18.324324324324323
243,25.603174603174605
244,31.39622641509434
245,56.577777777777776
246,36.283018867924525
247,8.59375
248,1.12
