,Mean_CP
0,23.649122807017545
1,33.204081632653065
2,8.657894736842104
3,13.517241379310345
4,25.08695652173913
5,8.763157894736842
6,50.049180327868854
7,30.551724137931036
8,12.045454545454545
9,20.7
10,11.695652173913043
11,21.84375
12,13.352941176470589
13,34.073170731707314
14,20.272727272727273
15,25.232558139534884
16,14.222222222222221
17,15.078947368421053
18,28.59090909090909
19,13.96551724137931
20,15.552631578947368
21,14.487804878048781
22,32.940298507462686
23,35.96296296296296
24,30.11111111111111
25,18.51851851851852
26,9.714285714285714
27,31.821428571428573
28,41.69444444444444
29,37.53968253968254
30,15.121951219512194
31,11.61111111111111
32,58.0
33,73.13461538461539
34,47.725
35,26.93103448275862
36,20.236842105263158
37,15.30232558139535
38,40.06896551724138
39,25.842105263157894
40,9.666666666666666
41,14.166666666666666
42,21.844444444444445
43,17.78125
44,15.119047619047619
45,19.850746268656717
46,4.514285714285714
47,15.5
48,39.275
49,32.68292682926829
50,36.2962962962963
51,9.625
52,11.820512820512821
53,10.830508474576272
54,21.595238095238095
55,22.72222222222222
56,6.730769230769231
57,13.242424242424242
58,7.482758620689655
59,25.594594594594593
60,86.71428571428571
61,52.509803921568626
62,29.943396226415093
63,19.444444444444443
64,30.214285714285715
65,17.23913043478261
66,17.261904761904763
67,7.64
68,18.333333333333332
69,23.19047619047619
70,13.962962962962964
71,8.243243243243244
72,13.174603174603174
73,27.53191489361702
74,22.253968253968253
75,14.448275862068966
76,21.42105263157895
77,11.534883720930232
78,37.02272727272727
79,28.657894736842106
80,19.39622641509434
81,45.46666666666667
82,40.54385964912281
83,31.4
84,49.3
85,60.885714285714286
86,44.65384615384615
87,61.79545454545455
88,13.5
89,23.72972972972973
90,17.073170731707318
91,16.32
92,23.135135135135137
93,8.657142857142857
94,13.402597402597403
95,35.38333333333333
96,4.205882352941177
97,27.609756097560975
98,25.64516129032258
99,8.774193548387096
100,13.5
101,33.15
102,29.9375
103,17.681818181818183
104,21.61764705882353
105,16.363636363636363
106,32.08
107,12.6
108,38.044444444444444
109,69.11940298507463
110,16.75609756097561
111,9.84375
112,16.928571428571427
113,14.0
114,26.733333333333334
115,30.794871794871796
116,42.30769230769231
117,17.085714285714285
118,13.416666666666666
119,40.25806451612903
120,7.615384615384615
121,10.5
122,10.517241379310345
123,9.6
124,22.063492063492063
125,21.238095238095237
126,15.233333333333333
127,33.02325581395349
128,8.724137931034482
129,15.444444444444445
