,Mean_CP
0,
1,11.125
2,28.08823529411765
3,15.842105263157896
4,44.27272727272727
5,25.263157894736842
6,17.52542372881356
7,51.0625
8,57.3235294117647
9,97.70588235294117
10,12.76923076923077
11,63.225
12,24.12121212121212
13,42.714285714285715
14,21.278350515463917
15,24.375
16,9.10204081632653
17,17.140625
18,18.3015873015873
19,49.61538461538461
20,28.470588235294116
21,17.470588235294116
22,31.891304347826086
23,13.282608695652174
24,25.6
25,37.86440677966102
26,11.92134831460674
27,28.529411764705884
28,23.0
29,35.69230769230769
30,34.410714285714285
31,24.0
32,20.21153846153846
33,22.560606060606062
34,8.966666666666667
35,15.466666666666667
36,41.107142857142854
37,29.358974358974358
38,16.205882352941178
39,25.303571428571427
40,16.524271844660195
41,31.983050847457626
42,30.28301886792453
43,12.9
44,30.10810810810811
45,21.24561403508772
46,26.344827586206897
47,31.6734693877551
48,31.89090909090909
49,24.973684210526315
50,32.839285714285715
51,18.7
52,20.29032258064516
53,10.7
54,36.71186440677966
55,10.425925925925926
56,11.636363636363637
57,9.428571428571429
58,34.888888888888886
59,22.76086956521739
60,30.11111111111111
61,30.41304347826087
62,16.492753623188406
63,23.276923076923076
64,31.975
65,30.790697674418606
66,13.533333333333333
67,15.428571428571429
68,26.16216216216216
69,49.97560975609756
70,12.68
71,13.803571428571429
72,22.263736263736263
73,28.0
74,32.25
75,41.9
76,15.0
77,34.666666666666664
78,30.76923076923077
79,8.133333333333333
80,7.595744680851064
81,39.095238095238095
82,34.34146341463415
83,28.0
84,22.05
85,31.680851063829788
86,24.91304347826087
87,22.44
88,24.163265306122447
89,40.666666666666664
90,22.642857142857142
91,59.90243902439025
92,18.318181818181817
93,15.455882352941176
94,23.52542372881356
95,16.108695652173914
96,16.5625
97,20.27777777777778
98,42.833333333333336
99,12.653846153846153
100,15.793103448275861
101,15.066666666666666
102,17.285714285714285
103,14.428571428571429
104,13.380952380952381
105,35.829787234042556
106,27.5
107,49.827586206896555
108,35.03333333333333
109,33.13559322033898
110,11.472222222222221
111,43.03333333333333
112,25.225806451612904
113,6.766666666666667
114,21.84090909090909
115,25.205479452054796
116,36.67796610169491
117,16.035714285714285
118,42.644444444444446
119,32.041666666666664
120,36.833333333333336
121,19.47457627118644
122,21.857142857142858
123,10.897435897435898
124,19.75
125,36.0
126,38.81012658227848
127,21.761904761904763
128,11.324324324324325
129,13.344827586206897
130,27.45945945945946
131,19.424242424242426
132,28.873684210526317
133,29.953488372093023
134,17.484848484848484
135,13.950413223140496
136,12.686274509803921
137,16.272727272727273
138,35.193548387096776
139,28.692307692307693
140,30.83582089552239
141,22.785714285714285
142,16.79591836734694
143,35.0
144,35.059701492537314
145,14.404761904761905
146,22.48780487804878
147,15.95
148,7.662790697674419
149,17.428571428571427
150,25.866666666666667
151,21.653846153846153
152,9.131578947368421
153,17.564102564102566
154,25.78125
155,81.84848484848484
156,22.928571428571427
157,18.736842105263158
158,18.32
159,16.073170731707318
160,20.6
161,26.185714285714287
162,16.365853658536587
163,25.46987951807229
164,16.379310344827587
165,13.673076923076923
166,16.666666666666668
167,12.304347826086957
168,14.785714285714286
169,20.0
170,21.307692307692307
171,37.675
172,29.540983606557376
173,43.54761904761905
174,11.978260869565217
175,25.644444444444446
176,8.79245283018868
177,18.806451612903224
178,50.31666666666667
179,32.05
180,11.19047619047619
181,35.453125
182,47.06666666666667
183,17.40909090909091
184,14.75
185,33.36363636363637
186,24.19047619047619
187,17.891304347826086
188,
189,5.68
190,22.195121951219512
191,36.4
192,23.487179487179485
193,39.295081967213115
194,18.416666666666668
195,21.645833333333332
196,15.35
197,17.0
198,35.6
199,15.481481481481481
200,13.840909090909092
201,39.03508771929825
202,18.115384615384617
203,27.677966101694917
204,21.52777777777778
205,15.545454545454545
206,13.089285714285714
207,16.591836734693878
208,14.448979591836734
209,23.342105263157894
210,9.72
211,14.638297872340425
212,34.65909090909091
213,16.105263157894736
214,16.82608695652174
215,23.86111111111111
216,11.894736842105264
217,16.307692307692307
218,45.583333333333336
219,18.54901960784314
220,16.75
221,33.775
222,30.05263157894737
223,34.97014925373134
224,9.947368421052632
225,22.3265306122449
226,12.23076923076923
227,9.46551724137931
228,21.420289855072465
229,30.28813559322034
230,22.37142857142857
231,13.309090909090909
232,18.756756756756758
233,21.863636363636363
234,11.125
235,27.774193548387096
236,26.75862068965517
237,24.77777777777778
238,38.94285714285714
239,39.5945945945946
240,53.74418604651163
241,33.719298245614034
242,22.653061224489797
243,13.5
244,17.103448275862068
245,38.70175438596491
246,31.102040816326532
247,13.529411764705882
248,27.486486486486488
249,21.711111111111112
250,19.94
251,12.458333333333334
252,21.444444444444443
253,18.3125
254,21.555555555555557
255,6.27710843373494
256,28.870967741935484
257,8.766666666666667
258,18.9375
259,28.130434782608695
260,42.91304347826087
261,22.38
262,17.486486486486488
263,16.615384615384617
264,
265,40.21052631578947
266,20.8125
267,31.341463414634145
268,22.666666666666668
269,31.21818181818182
270,28.424242424242426
271,15.73469387755102
272,28.05263157894737
273,19.5
274,15.533333333333333
275,44.06818181818182
276,8.545454545454545
277,16.685714285714287
278,23.54
279,30.95
