,Mean_CP
0,20.32608695652174
1,10.425925925925926
2,7.9411764705882355
3,19.533333333333335
4,7.238095238095238
5,11.272727272727273
6,35.3448275862069
7,8.698412698412698
8,42.351351351351354
9,18.365853658536587
10,19.897435897435898
11,40.19565217391305
12,14.088235294117647
13,10.975609756097562
14,18.181818181818183
15,10.227272727272727
16,56.125
17,48.628571428571426
18,19.270833333333332
19,25.634146341463413
20,23.76923076923077
21,17.894736842105264
22,81.78787878787878
23,39.87755102040816
24,44.44736842105263
25,33.705882352941174
26,32.36507936507937
27,11.527272727272727
28,26.0
29,8.362068965517242
30,11.176470588235293
31,12.051282051282051
32,70.57142857142857
33,16.11764705882353
34,32.642857142857146
35,26.44047619047619
36,40.12244897959184
37,25.76
38,38.26086956521739
39,19.91304347826087
40,37.06
41,33.1
42,56.84615384615385
43,45.264150943396224
44,9.911111111111111
45,6.433333333333334
46,9.354166666666666
47,16.95
48,16.94736842105263
49,14.384615384615385
50,15.0
51,30.64
52,24.0
53,44.795918367346935
54,6.9
55,16.855072463768117
56,5.333333333333333
57,48.717948717948715
58,9.826086956521738
59,6.375
60,52.57142857142857
61,40.027027027027025
62,23.75609756097561
63,28.680851063829788
64,42.07272727272727
65,53.645833333333336
66,20.0
67,87.51063829787235
68,16.3125
69,17.45098039215686
70,4.315789473684211
71,26.0
72,38.90909090909091
73,23.833333333333332
74,33.94047619047619
75,34.46153846153846
76,62.8
77,22.372549019607842
78,50.44186046511628
79,21.15
80,10.633333333333333
81,15.523809523809524
82,15.366666666666667
83,27.928571428571427
84,22.376470588235293
85,26.016949152542374
86,32.1
87,13.514285714285714
88,35.075471698113205
89,63.72727272727273
90,27.0
91,58.0
92,18.71875
93,20.641509433962263
94,33.666666666666664
95,14.45
96,38.52173913043478
97,40.0
98,20.322580645161292
99,62.0
100,46.88
101,7.625
102,47.6078431372549
103,12.420289855072463
104,28.645569620253166
105,37.75675675675676
106,35.4
107,48.74285714285714
108,32.333333333333336
109,22.50588235294118
110,6.85
111,81.97435897435898
112,26.955555555555556
113,25.346153846153847
114,21.5
115,10.866666666666667
116,26.50943396226415
117,36.69767441860465
118,11.68421052631579
119,6.536585365853658
120,35.648648648648646
121,22.242424242424242
122,24.6875
123,25.925
124,20.93548387096774
125,12.096774193548388
126,11.7
127,12.466666666666667
128,13.583333333333334
129,23.8
130,15.764705882352942
131,16.53125
132,48.52
133,41.6551724137931
134,36.092592592592595
135,74.8
136,45.75757575757576
137,9.75
138,53.28
139,19.625
140,13.205128205128204
141,56.333333333333336
142,17.272727272727273
143,15.67741935483871
144,32.68181818181818
145,14.5
146,31.315068493150687
147,22.23404255319149
148,39.25
149,24.02173913043478
150,25.04
151,19.791666666666668
152,30.4
153,38.410714285714285
154,72.42857142857143
155,42.91111111111111
156,23.58823529411765
157,94.92
158,14.777777777777779
159,74.76315789473684
160,26.576923076923077
161,26.735294117647058
162,41.351351351351354
163,46.578947368421055
164,26.743589743589745
165,42.63235294117647
166,31.612244897959183
167,37.767857142857146
168,26.6
169,19.0
170,19.844444444444445
171,29.20408163265306
172,20.17948717948718
173,27.956521739130434
174,33.375
175,44.23913043478261
176,17.181818181818183
177,13.892857142857142
178,32.93333333333333
179,11.333333333333334
180,53.12903225806452
181,27.257142857142856
182,48.53623188405797
183,53.76923076923077
184,32.932432432432435
185,15.333333333333334
186,17.46875
187,39.81132075471698
188,24.666666666666668
189,23.73076923076923
190,33.82142857142857
191,28.07894736842105
192,19.363636363636363
193,29.15
194,21.896551724137932
195,19.52
196,19.0
197,17.5
198,23.90909090909091
199,24.266666666666666
200,13.714285714285714
201,26.511111111111113
202,22.076923076923077
203,11.344827586206897
204,21.727272727272727
205,22.86842105263158
206,20.333333333333332
207,9.8
208,20.35483870967742
209,7.203703703703703
210,19.103448275862068
211,19.859649122807017
212,13.558823529411764
213,5.863636363636363
214,9.576923076923077
215,14.566666666666666
216,30.080645161290324
217,18.416666666666668
218,22.666666666666668
219,24.333333333333332
220,48.61538461538461
221,15.88
222,47.86206896551724
223,51.45454545454545
224,9.166666666666666
225,52.15
226,15.36
227,23.857142857142858
228,7.379310344827586
229,32.86904761904762
230,13.758064516129032
231,17.161290322580644
232,18.22222222222222
233,12.105263157894736
234,61.806451612903224
235,39.03333333333333
236,9.161290322580646
237,58.03846153846154
238,48.61904761904762
239,24.096774193548388
240,20.743589743589745
241,16.970588235294116
242,18.261904761904763
243,43.08064516129032
244,50.90909090909091
245,29.41025641025641
246,40.303030303030305
247,15.87037037037037
248,16.0
249,19.046511627906977
250,54.26865671641791
251,38.794871794871796
252,27.066666666666666
253,17.60674157303371
254,41.65625
255,26.31578947368421
256,13.985915492957746
257,16.920454545454547
258,11.416666666666666
259,20.23076923076923
260,26.697674418604652
261,22.885714285714286
262,17.59090909090909
263,34.78846153846154
264,11.61111111111111
265,13.3
266,13.076923076923077
267,25.846153846153847
268,6.536842105263158
269,31.607142857142858
270,26.714285714285715
271,5.972222222222222
272,20.193548387096776
273,57.36
274,23.17543859649123
275,37.073170731707314
276,12.25
277,12.461538461538462
278,12.166666666666666
279,24.939393939393938
280,14.362068965517242
281,23.4
282,10.148148148148149
283,39.31372549019608
284,9.903225806451612
285,21.983333333333334
286,21.803571428571427
287,25.61111111111111
288,9.565217391304348
289,45.578947368421055
290,24.428571428571427
291,15.545454545454545
292,10.952380952380953
293,64.35714285714286
294,24.764705882352942
295,10.275
296,11.7
297,16.63888888888889
298,14.2
299,47.74285714285714
300,26.672131147540984
301,14.341463414634147
302,44.56521739130435
303,28.19148936170213
304,47.26865671641791
305,53.325
306,8.030303030303031
307,15.830769230769231
308,83.38461538461539
309,48.75438596491228
310,22.25
311,16.342105263157894
312,19.09722222222222
313,21.82857142857143
314,47.878787878787875
315,10.613636363636363
316,52.7037037037037
317,39.06
318,23.45
319,59.526315789473685
320,38.270833333333336
321,41.45454545454545
322,53.45238095238095
323,30.546875
324,13.701754385964913
325,21.933333333333334
326,23.125
327,10.6
328,14.919354838709678
329,18.41304347826087
330,26.724137931034484
331,7.088235294117647
332,38.13636363636363
333,10.258064516129032
