,Mean_CP
0,42.916666666666664
1,11.291666666666666
2,17.58695652173913
3,19.78787878787879
4,10.472222222222221
5,8.7
6,30.333333333333332
7,10.851063829787234
8,12.711864406779661
9,12.344827586206897
10,11.821428571428571
11,9.117647058823529
12,22.0
13,20.923076923076923
14,12.19047619047619
15,17.05263157894737
16,35.475
17,23.644736842105264
18,12.557692307692308
19,19.22
20,13.108108108108109
21,16.181818181818183
22,51.644444444444446
23,55.90909090909091
24,22.75
25,22.473684210526315
26,21.955555555555556
27,9.071428571428571
28,43.861111111111114
29,14.296296296296296
30,26.38095238095238
31,14.644444444444444
32,16.488372093023255
33,39.94117647058823
34,21.833333333333332
35,33.02127659574468
36,21.9
37,15.958333333333334
38,16.02857142857143
39,61.05714285714286
40,21.29310344827586
41,44.57142857142857
42,24.266666666666666
43,43.35294117647059
44,41.1025641025641
45,50.816326530612244
46,26.46153846153846
47,48.84090909090909
48,42.361111111111114
49,18.102040816326532
50,37.325581395348834
51,31.70967741935484
52,13.162790697674419
53,26.161290322580644
54,11.875
55,20.6875
56,19.666666666666668
57,10.542372881355933
58,9.128205128205128
59,6.068181818181818
60,10.507936507936508
61,11.891304347826088
62,19.605263157894736
63,12.534883720930232
64,28.4
65,10.19047619047619
66,6.833333333333333
67,48.6
68,20.204545454545453
69,16.41176470588235
70,40.33898305084746
71,10.673469387755102
72,10.649122807017545
73,21.580645161290324
74,15.63265306122449
75,14.106382978723405
76,18.31111111111111
77,33.625
78,9.210526315789474
79,8.424242424242424
80,24.571428571428573
81,9.833333333333334
82,9.283333333333333
83,20.367346938775512
84,6.655172413793103
85,17.791666666666668
86,16.193548387096776
87,16.317460317460316
88,19.166666666666668
89,9.03225806451613
90,13.272727272727273
91,19.35593220338983
92,25.586206896551722
93,23.96551724137931
94,44.87179487179487
95,19.38
96,15.75
97,32.07462686567164
98,13.5
99,23.266666666666666
100,9.0
101,7.8979591836734695
102,13.82857142857143
103,9.829268292682928
104,15.294117647058824
105,33.0
106,40.45238095238095
107,28.933333333333334
108,20.983333333333334
109,22.03125
110,63.44186046511628
111,20.0126582278481
112,20.65573770491803
113,38.8
114,30.87323943661972
115,43.888888888888886
116,27.964285714285715
117,33.4054054054054
118,23.363636363636363
119,19.645833333333332
120,22.203703703703702
121,17.574074074074073
122,38.87323943661972
123,24.385964912280702
124,26.0
125,12.464285714285714
126,72.2156862745098
127,48.81818181818182
128,9.061224489795919
129,12.456140350877194
130,21.555555555555557
131,56.61363636363637
132,33.018181818181816
133,49.04081632653061
134,41.65217391304348
135,52.31578947368421
136,6.0
137,15.86111111111111
138,22.357142857142858
139,74.97916666666667
140,13.861538461538462
141,25.3953488372093
142,17.0
143,9.1875
144,8.375
145,16.373333333333335
146,31.46
147,19.257142857142856
148,48.30434782608695
149,21.114285714285714
150,12.970588235294118
151,11.266666666666667
152,25.870967741935484
153,31.016393442622952
154,36.55882352941177
155,16.75438596491228
156,13.038461538461538
157,11.564102564102564
158,18.756756756756758
159,18.5
160,15.32258064516129
161,14.472972972972974
162,8.72549019607843
163,21.11764705882353
164,19.555555555555557
165,17.041666666666668
166,26.589285714285715
167,17.710526315789473
168,27.551724137931036
169,4.865384615384615
170,21.633333333333333
171,39.64705882352941
172,19.310344827586206
173,23.584158415841586
174,6.9605263157894735
175,40.91525423728814
176,8.058823529411764
