,Elo,OppElo
0,2770,2382
1,2770,2504
2,2770,2600
3,2770,2522
4,2770,2574
5,2770,2562
6,2770,2539
7,2764,2719
8,2764,2661
9,2764,2719
10,2764,2686
11,2764,2682
12,2764,2719
13,2764,2661
14,2764,2719
15,2764,2686
16,2764,2682
17,2764,2581
18,2764,2581
19,2764,2581
20,2764,2581
21,2764,2581
22,2764,2581
23,2764,2581
24,2764,2581
25,2764,2581
26,2764,2581
27,2764,2581
28,2764,2581
29,2764,2581
30,2764,2581
31,2764,2581
32,2764,2581
33,2770,1722
34,2770,2140
35,2770,2426
36,2770,2390
37,2770,2515
38,2770,2478
39,2770,2516
40,2770,2603
41,2770,2649
42,2770,2538
43,2770,2503
44,2770,2770
45,2770,2776
46,2770,2627
47,2770,2765
48,2770,2656
49,2770,2781
50,2770,2820
51,2770,2760
52,2782,2749
53,2782,2792
54,2782,2683
55,2782,2753
56,2782,2778
57,2782,2738
58,2782,2653
59,2782,2776
60,2782,2688
61,2782,2749
62,2782,2792
63,2782,2688
64,2782,2778
65,2782,2738
66,2782,2812
67,2782,2683
68,2782,2753
69,2782,2776
70,2782,2749
71,2782,2792
72,2782,2688
73,2782,2778
74,2782,2738
75,2782,2812
76,2782,2683
77,2782,2753
78,2782,2776
79,2782,2554
80,2782,2554
81,2782,2554
82,2782,2554
83,2782,2632
84,2782,2632
85,2782,2632
86,2782,2632
87,2782,2736
88,2782,2714
89,2782,2709
90,2782,2710
91,2782,2709
92,2782,2758
93,2782,2772
94,2782,2806
95,2782,2763
96,2782,2709
97,2782,2772
98,2782,2714
99,2782,2758
100,2782,2806
101,2782,2709
102,2782,2763
103,2782,2736
104,2782,2710
105,2782,2709
106,2782,2772
107,2782,2714
108,2782,2758
109,2782,2806
110,2782,2709
111,2782,2763
112,2782,2736
113,2782,2710
114,2782,2772
115,2782,2714
116,2782,2763
117,2782,2709
118,2782,2758
119,2782,2655
120,2782,2806
121,2782,2710
122,2765,2632
123,2765,2612
124,2765,2651
125,2765,2615
126,2765,2773
127,2765,2664
128,2765,2774
129,2765,2770
130,2767,2697
131,2767,2697
132,2767,2579
133,2767,2579
134,2767,2579
135,2767,2743
136,2767,2743
137,2767,2656
138,2767,2656
139,2767,2656
140,2767,2751
141,2767,2751
142,2767,2751
143,2767,2763
144,2767,2763
145,2767,2792
146,2767,2792
147,2767,2697
148,2767,2579
149,2767,2743
150,2767,2656
151,2767,2751
152,2767,2763
153,2767,2792
154,2767,2697
155,2767,2579
156,2767,2743
157,2767,2656
158,2767,2751
159,2767,2792
160,2767,2502
161,2767,2661
162,2767,2637
163,2767,2663
164,2767,2623
165,2767,2643
166,2767,2489
167,2767,2632
168,2767,2640
169,2767,2642
170,2767,2702
171,2767,2664
172,2767,2620
173,2767,2628
174,2767,2681
175,2767,2376
176,2767,2639
177,2767,2727
178,2767,2642
179,2767,2704
180,2767,2609
181,2767,2856
182,2767,2720
183,2767,2606
184,2767,2621
185,2767,2682
186,2767,2743
187,2767,2604
188,2767,2503
189,2767,2640
190,2767,2573
191,2767,2637
192,2767,2772
193,2767,2702
194,2767,2720
195,2767,2714
196,2767,2772
197,2767,2760
198,2767,2702
199,2767,2672
200,2767,2763
201,2767,2612
202,2767,2865
203,2767,2708
204,2767,2743
205,2767,2727
206,2767,2792
207,2767,2713
208,2767,2761
209,2767,2682
210,2767,2713
211,2767,2682
212,2767,2761
213,2776,2655
214,2776,2711
215,2776,2756
216,2776,2655
217,2776,2756
218,2776,2711
219,2776,2655
220,2776,2655
221,2776,2655
222,2776,2655
223,2776,2750
224,2776,2750
225,2776,2750
226,2776,2750
227,2776,2648
228,2776,2701
229,2771,2709
230,2771,2709
231,2771,2709
232,2771,2709
233,2771,2624
234,2771,2624
235,2771,2624
236,2771,2606
237,2771,2606
238,2771,2606
239,2771,2606
240,2771,2750
241,2771,2750
242,2771,2750
243,2771,2750
244,2771,2750
245,2771,2750
246,2771,2773
247,2771,2773
248,2771,2773
249,2771,2773
250,2771,2773
251,2771,2773
252,2771,2714
253,2771,2714
254,2771,2714
255,2771,2714
256,2771,2714
257,2771,2714
258,2771,2864
259,2771,2864
260,2771,2864
261,2776,2652
262,2776,2509
263,2759,2776
264,2759,2776
265,2759,2750
266,2759,2671
267,2759,2786
268,2759,2804
269,2759,2773
270,2759,2753
271,2759,2765
272,2759,2750
273,2759,2654
274,2759,2776
275,2759,2730
276,2759,2753
277,2759,2761
278,2759,2744
279,2759,2751
280,2759,2864
281,2759,2654
282,2759,2654
283,2759,2750
284,2759,2750
285,2759,2730
286,2759,2730
287,2759,2744
288,2759,2776
289,2759,2776
290,2759,2864
291,2759,2761
292,2759,2751
293,2759,2753
294,2759,2753
295,2776,2533
296,2776,2647
297,2776,2781
298,2776,2642
299,2759,2678
300,2759,2680
301,2759,2766
302,2759,2728
303,2759,2864
304,2759,2793
305,2759,2760
306,2759,2754
307,2759,2773
308,2759,2773
309,2759,2754
310,2759,2760
311,2759,2766
312,2759,2680
313,2759,2793
314,2759,2864
315,2759,2678
316,2759,2728
317,2759,2773
318,2759,2754
319,2759,2760
320,2759,2766
321,2759,2680
322,2759,2793
323,2759,2864
324,2759,2678
325,2759,2728
326,2759,2591
327,2759,2634
328,2759,2568
329,2759,2544
330,2759,2551
331,2759,2684
332,2759,2698
333,2759,2620
