,Elo,OppElo
0,2752,2611
1,2752,2686
2,2752,2720
3,2752,2619
4,2752,2594
5,2752,2698
6,2752,2784
7,2752,2723
8,2752,2674
9,2752,2711
10,2752,2702
11,2757,2530
12,2757,2530
13,2757,2654
14,2757,2654
15,2757,2704
16,2757,2704
17,2757,2704
18,2757,2704
19,2757,2704
20,2757,2704
21,2757,2749
22,2757,2749
23,2757,2749
24,2757,2749
25,2757,2749
26,2757,2749
27,2757,2709
28,2757,2709
29,2757,2709
30,2757,2709
31,2757,2709
32,2757,2709
33,2757,2696
34,2757,2696
35,2757,2738
36,2757,2738
37,2757,2643
38,2757,2643
39,2757,2716
40,2757,2716
41,2757,2617
42,2757,2617
43,2757,2673
44,2757,2673
45,2757,2703
46,2757,2703
47,2757,2654
48,2757,2654
49,2757,2571
50,2757,2571
51,2758,2760
52,2758,2760
53,2758,2754
54,2758,2754
55,2758,2642
56,2758,2642
57,2758,2792
58,2758,2855
59,2758,2792
60,2758,2792
61,2758,2760
62,2758,2754
63,2758,2855
64,2758,2642
65,2758,2642
66,2743,2763
67,2743,2763
68,2743,2697
69,2743,2697
70,2743,2697
71,2743,2767
72,2743,2767
73,2743,2751
74,2743,2751
75,2743,2792
76,2743,2792
77,2743,2792
78,2743,2579
79,2743,2579
80,2743,2656
81,2743,2656
82,2743,2763
83,2743,2697
84,2743,2767
85,2743,2751
86,2743,2792
87,2743,2579
88,2743,2656
89,2743,2763
90,2743,2697
91,2743,2767
92,2743,2751
93,2743,2792
94,2743,2579
95,2743,2656
96,2743,2582
97,2743,2568
98,2743,2609
99,2743,2575
100,2743,2525
101,2743,2459
102,2743,2589
103,2743,2519
104,2743,2509
105,2743,2693
106,2743,2680
107,2743,2704
108,2743,2804
109,2743,2512
110,2743,2639
111,2743,2557
112,2743,2463
113,2743,2632
114,2743,2525
115,2743,2634
116,2743,2669
117,2743,2542
118,2743,2637
119,2743,2792
120,2743,2642
121,2743,2804
122,2743,2767
123,2743,2760
124,2743,2664
125,2743,2568
126,2743,2575
127,2743,2579
128,2743,2596
129,2743,2636
130,2743,2792
131,2743,2720
132,2743,2714
133,2743,2760
134,2743,2702
135,2743,2672
136,2743,2763
137,2743,2612
138,2743,2767
139,2743,2708
140,2743,2727
141,2747,2745
142,2747,2745
143,2747,2659
144,2747,2659
145,2747,2617
146,2747,2617
147,2747,2745
148,2747,2745
149,2747,2745
