,Elo,OppElo
0,2728,2439.0
1,2728,2649.0
2,2728,2678.0
3,2728,2563.0
4,2728,2524.0
5,2728,2654.0
6,2728,2623.0
7,2728,2449.0
8,2728,2433.0
9,2728,2580.0
10,2728,2529.0
11,2728,2558.0
12,2728,2655.0
13,2728,2465.0
14,2728,2676.0
15,2728,2655.0
16,2728,2655.0
17,2728,2655.0
18,2728,2655.0
19,2728,2678.0
20,2728,2678.0
21,2728,2678.0
22,2728,2678.0
23,2728,2676.0
24,2728,2676.0
25,2728,2676.0
26,2728,2676.0
27,2728,2757.0
28,2728,2863.0
29,2728,2863.0
30,2728,2828.0
31,2728,2828.0
32,2728,2767.0
33,2728,2767.0
34,2728,2633.0
35,2728,2633.0
36,2728,2767.0
37,2728,2767.0
38,2728,2828.0
39,2728,2828.0
40,2728,2863.0
41,2728,2757.0
42,2749,2678.0
43,2749,2678.0
44,2749,2678.0
45,2749,2678.0
46,2749,2678.0
47,2749,2678.0
48,2749,2678.0
49,2749,2678.0
50,2749,2678.0
51,2749,2678.0
52,2749,2678.0
53,2749,2862.0
54,2749,2784.0
55,2749,2679.0
56,2749,2625.0
57,2749,2671.0
58,2749,2668.0
59,2749,2743.0
60,2749,2732.0
61,2749,2677.0
62,2749,2663.0
63,2749,2823.0
64,2749,2764.0
65,2749,2705.0
66,2759,2770.0
67,2759,2714.0
68,2759,2765.0
69,2759,2820.0
70,2759,2678.0
71,2759,2763.0
72,2759,2792.0
73,2759,2781.0
74,2759,2760.0
75,2759,2765.0
76,2759,2760.0
77,2759,2714.0
78,2759,2781.0
79,2759,2753.0
80,2759,2763.0
81,2759,2770.0
82,2759,2792.0
83,2759,2820.0
84,2759,2765.0
85,2759,2760.0
86,2759,2714.0
87,2759,2781.0
88,2759,2753.0
89,2759,2763.0
90,2759,2770.0
91,2759,2792.0
92,2759,2820.0
93,2759,2558.0
94,2759,2558.0
95,2759,2558.0
96,2759,2558.0
97,2759,2558.0
98,2759,2558.0
99,2754,2855.0
100,2754,2855.0
101,2754,2792.0
102,2754,2792.0
103,2754,2758.0
104,2754,2758.0
105,2754,2760.0
106,2754,2642.0
107,2754,2855.0
108,2754,2792.0
109,2754,2758.0
110,2754,2642.0
111,2754,2760.0
112,2770,2638.0
113,2770,2647.0
114,2770,2666.0
115,2770,2704.0
116,2770,2763.0
117,2770,2659.0
118,2770,2654.0
119,2770,2640.0
120,2770,2800.0
121,2770,2658.0
122,2770,2654.0
123,2770,2668.0
124,2770,2665.0
125,2770,2615.0
126,2770,2626.0
127,2770,2664.0
128,2770,2619.0
129,2770,2582.0
130,2770,2773.0
131,2770,2765.0
132,2804,2463.0
133,2804,2621.0
134,2804,2471.0
135,2804,2772.0
136,2804,2662.0
137,2804,2573.0
138,2804,2856.0
139,2804,2702.0
140,2804,2655.0
141,2804,2736.0
142,2804,2664.0
143,2804,2720.0
144,2804,2743.0
145,2804,2573.0
146,2804,2512.0
147,2804,2502.0
148,2804,2575.0
149,2804,2577.0
150,2804,2623.0
151,2804,2557.0
152,2804,2486.0
153,2804,2682.0
154,2804,2627.0
155,2804,2633.0
156,2804,2596.0
157,2804,2743.0
158,2804,2575.0
159,2804,2620.0
160,2804,2701.0
161,2804,2503.0
162,2804,2604.0
163,2804,2629.0
164,2804,2720.0
165,2804,2772.0
166,2804,2786.0
167,2804,2773.0
168,2804,2765.0
169,2804,2776.0
170,2804,2671.0
171,2804,2759.0
172,2804,2753.0
173,2804,2776.0
174,2804,2750.0
175,2793,2753.0
176,2793,2764.0
177,2793,2760.0
178,2793,2766.0
179,2793,2750.0
180,2793,2783.0
181,2793,2806.0
182,2793,2753.0
183,2793,2764.0
184,2793,2760.0
185,2793,2766.0
186,2793,2750.0
187,2793,2806.0
188,2793,2783.0
189,2793,2680.0
190,2793,2766.0
191,2793,2728.0
192,2793,2864.0
193,2793,2760.0
194,2793,2759.0
195,2793,2754.0
196,2793,2773.0
197,2793,2678.0
198,2793,2728.0
199,2793,2773.0
200,2793,2754.0
201,2793,2760.0
202,2793,2766.0
203,2793,2759.0
204,2793,2680.0
205,2793,2864.0
206,2793,2678.0
207,2793,2728.0
208,2793,2773.0
209,2793,2754.0
210,2793,2760.0
211,2793,2766.0
212,2793,2759.0
213,2793,2680.0
214,2793,2864.0
215,2793,2678.0
216,2778,2661.0
217,2778,2661.0
218,2778,2661.0
219,2778,2661.0
220,2778,2728.0
221,2778,2728.0
222,2778,2728.0
223,2778,2760.0
224,2778,2760.0
225,2778,2760.0
226,2778,2760.0
227,2778,2760.0
228,2778,2760.0
229,2778,2760.0
230,2778,2740.0
231,2778,2740.0
232,2778,2740.0
233,2778,2740.0
234,2778,2687.0
235,2778,2687.0
236,2778,2864.0
237,2778,2864.0
238,2778,2864.0
239,2778,2864.0
240,2778,2864.0
241,2778,2864.0
242,2778,2775.0
243,2778,2775.0
244,2778,2775.0
245,0,
