,Elo,OppElo
0,2736,2782
1,2736,2714
2,2736,2709
3,2736,2710
4,2736,2709
5,2736,2758
6,2736,2772
7,2736,2806
8,2736,2806
9,2736,2710
10,2736,2709
11,2736,2714
12,2736,2758
13,2736,2782
14,2736,2709
15,2736,2763
16,2736,2806
17,2736,2710
18,2736,2709
19,2736,2714
20,2736,2758
21,2736,2782
22,2736,2709
23,2736,2636
24,2736,2702
25,2736,2527
26,2736,2701
27,2736,2677
28,2736,2682
29,2736,2693
30,2736,2702
31,2736,2704
32,2736,2804
33,2736,2643
34,2736,2782
35,2736,2856
36,2736,2506
37,2736,2502
38,2736,2615
39,2736,2604
40,2736,2550
41,2736,2717
42,2736,2536
43,2736,2572
44,2736,2568
45,2736,2620
46,2736,2609
47,2736,2764
48,2736,2642
49,2736,2714
50,2736,2764
51,2736,2642
52,2736,2764
53,2736,2714
54,2736,2763
55,2736,2763
56,2736,2772
57,2736,2772
58,2736,2772
59,2736,2772
60,2760,2793
61,2760,2764
62,2760,2750
63,2760,2806
