,Elo,OppElo
0,0,
1,0,
2,2575,2442.0
3,2575,2374.0
4,2575,2606.0
5,2575,2394.0
6,2575,2485.0
7,2575,2617.0
8,2575,2458.0
9,2575,2295.0
10,2563,1802.0
11,2563,1889.0
12,2563,2367.0
13,2563,2654.0
14,2563,2152.0
15,2563,2535.0
16,2563,2597.0
17,2563,2443.0
18,2563,2436.0
19,2563,2404.0
20,2563,2474.0
21,2563,2414.0
22,2563,2461.0
23,2563,2609.0
24,2563,2630.0
25,2563,2654.0
26,2563,2625.0
27,2563,2622.0
28,2559,2425.0
29,2559,2149.0
30,2559,2244.0
31,2559,2635.0
32,2559,1979.0
33,2559,2158.0
34,2559,2648.0
35,2559,1923.0
36,2559,2305.0
37,2559,2092.0
38,2567,2289.0
39,2567,2386.0
40,2567,2451.0
41,2567,2441.0
42,2567,2226.0
43,2567,2332.0
44,2567,2344.0
45,2567,2404.0
46,2567,2412.0
47,2567,2643.0
48,2567,2490.0
49,2567,2531.0
50,2567,2413.0
51,2567,2470.0
52,2567,2461.0
53,2567,2643.0
54,2567,2438.0
55,2567,2632.0
56,2567,2474.0
57,2567,2671.0
58,2567,2520.0
59,2567,2163.0
60,2567,2622.0
61,2567,2462.0
62,2567,2521.0
63,2567,2515.0
64,2567,2167.0
65,2567,2682.0
66,2567,2200.0
67,2567,2428.0
68,2567,2363.0
69,2567,2614.0
70,2567,2349.0
71,2567,2393.0
72,2567,2630.0
73,2597,2146.0
74,2597,2373.0
75,2597,2430.0
76,2597,2655.0
77,2597,2516.0
78,2597,2624.0
79,2597,2606.0
80,2597,2533.0
81,2597,2549.0
82,2597,1984.0
83,2597,2246.0
84,2597,2380.0
85,2597,2454.0
86,2597,2334.0
87,2597,2449.0
88,2597,2578.0
89,2597,2490.0
90,2597,2487.0
91,2597,1836.0
92,2597,2251.0
93,2597,2395.0
94,2597,2480.0
95,2597,2578.0
96,2597,2562.0
97,2597,2606.0
98,2626,2404.0
99,2626,2488.0
100,2626,2571.0
101,2626,2612.0
102,2626,2257.0
103,2626,2680.0
104,2626,2672.0
105,2626,2648.0
106,2626,2577.0
107,2626,2588.0
108,2634,2320.0
109,2626,2404.0
110,2626,2568.0
111,2626,2493.0
112,2626,2599.0
113,2626,2635.0
114,2626,2435.0
115,2626,2578.0
116,2634,2432.0
117,2634,2435.0
118,2634,2495.0
119,2634,2392.0
120,2634,2469.0
121,2634,2246.0
122,2634,2402.0
123,2634,2435.0
124,2634,2459.0
125,2634,2647.0
126,2634,2603.0
127,2634,2720.0
128,2634,2714.0
129,2634,2673.0
130,2634,2663.0
131,2634,2602.0
132,2634,2622.0
133,2634,2609.0
134,2634,2582.0
135,2634,2549.0
136,2634,2691.0
137,2634,2691.0
138,2627,2323.0
139,2627,2448.0
140,2627,2502.0
141,2627,2491.0
142,2627,2515.0
143,2627,2510.0
144,2627,2459.0
145,2627,2557.0
146,2627,2501.0
147,2629,2207.0
148,2629,2353.0
149,2629,2355.0
150,2629,2409.0
151,2629,2427.0
152,2629,2530.0
153,2629,2467.0
154,2629,2503.0
155,2629,2604.0
156,2629,2484.0
157,2632,2539.0
158,2632,2607.0
159,2632,2532.0
160,2632,2452.0
161,2632,2519.0
162,2632,2627.0
163,2632,2631.0
164,2632,2586.0
165,2632,2478.0
166,2632,2516.0
167,2632,2622.0
168,2632,2613.0
169,2632,2502.0
170,2633,2029.0
171,2633,2302.0
172,2633,2459.0
173,2633,2469.0
174,2633,2614.0
175,2633,2628.0
176,2633,2585.0
177,2633,2522.0
178,2633,2486.0
179,2633,2516.0
180,2633,2619.0
181,2660,2499.0
182,2660,
183,2660,2419.0
184,2660,2167.0
185,2660,2536.0
186,2660,1848.0
187,2660,2436.0
188,2660,2087.0
189,2660,2584.0
190,2660,2528.0
191,2660,2235.0
192,2660,2127.0
193,2660,2397.0
194,2660,2445.0
195,2660,1452.0
196,2660,2516.0
197,2660,2499.0
198,2660,2442.0
199,2660,2558.0
200,2660,2614.0
201,2660,2485.0
202,2675,2248.0
203,2675,2465.0
204,2675,2578.0
205,2675,2592.0
206,2675,2529.0
207,2675,2539.0
208,2675,2612.0
209,2675,2619.0
210,2675,2648.0
211,2634,2451.0
212,2634,2430.0
213,2634,2469.0
214,2675,2123.0
215,2675,2355.0
216,2675,2558.0
217,2675,2633.0
218,2675,2639.0
219,2675,2415.0
220,2675,2628.0
221,2675,2693.0
222,2675,2690.0
223,2675,2637.0
224,2675,2656.0
225,2675,2714.0
226,2675,2698.0
227,2675,2693.0
228,2675,2595.0
229,2675,2572.0
230,2675,2576.0
231,2675,2616.0
232,2675,2619.0
233,2675,2609.0
234,2675,2624.0
235,2675,2652.0
236,2675,2621.0
237,2681,2520.0
238,2681,2426.0
239,2681,2608.0
240,2681,2602.0
241,2681,2372.0
242,2681,2537.0
243,2681,2705.0
244,2681,2624.0
245,2681,2675.0
246,2681,2635.0
247,2681,2656.0
248,2689,2170.0
249,2689,2478.0
250,2689,2527.0
251,2689,2551.0
252,2689,2576.0
253,2689,2629.0
254,2689,2627.0
255,2689,2625.0
256,2689,2542.0
257,2689,2641.0
258,2689,2754.0
259,2689,2358.0
260,2689,2520.0
261,2689,2613.0
262,2689,2702.0
263,2689,2680.0
264,2689,2259.0
265,2689,2416.0
266,2689,2491.0
267,2689,2622.0
268,2689,2682.0
269,2689,2735.0
270,2689,2668.0
271,2689,2613.0
272,2689,2552.0
273,2689,2615.0
274,2689,2692.0
275,2689,2614.0
276,2689,2557.0
277,2725,2090.0
278,2725,2549.0
279,2725,2292.0
