,Event,Site,Date,Round,White,Black,Result,BlackElo,ECO,WhiteElo
0,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.11,1.5,"Anand,V","Artemiev,V",1/2-1/2,2731,B12,2758
1,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.12,2.7,"So,W","Anand,V",1-0,2758,C53,2765
2,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.13,3.3,"Anand,V","Giri,A",1/2-1/2,2768,C65,2758
3,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.14,4.2,Yu Yangyi,"Anand,V",1/2-1/2,2758,D38,2726
4,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.16,5.3,"Anand,V","Xiong,Jeffery",1-0,2712,C19,2758
5,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.17,6.3,"Van Foreest,Jorden","Anand,V",1/2-1/2,2758,C48,2644
6,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.18,7.1,"Anand,V","Carlsen,M",1/2-1/2,2872,B31,2758
7,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.19,8.6,"Caruana,F","Anand,V",1-0,2758,D38,2822
8,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.21,9.3,"Anand,V","Dubov,Daniil",1/2-1/2,2683,B31,2758
9,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.22,10.2,"Anand,V","Vitiugov,N",1/2-1/2,2747,C53,2758
10,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.24,11.3,"Firouzja,Alireza","Anand,V",0-1,2758,E20,2723
11,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.25,12.7,"Anand,V","Kovalev,Vl",1/2-1/2,2660,C61,2758
12,82nd Tata Steel GpA,Wijk aan Zee NED,2020.01.26,13.3,"Duda,J","Anand,V",1/2-1/2,2758,A18,2758
13,Bundesliga 2019-20,Lingen GER,2020.02.23,8.5,"Fressinet,L","Anand,V",1/2-1/2,2757,D38,2633
14,GCT Rapid Croatia 2021,Zagreb CRO,2021.07.07,1.3,"Anand,V","Van Foreest,Jorden",1-0,2688,B47,2753
15,GCT Rapid Croatia 2021,Zagreb CRO,2021.07.07,2.4,"Vachier Lagrave,M","Anand,V",1-0,2753,B12,2749
16,GCT Rapid Croatia 2021,Zagreb CRO,2021.07.07,3.2,"Anand,V","Nepomniachtchi,I",1/2-1/2,2792,B46,2753
17,GCT Rapid Croatia 2021,Zagreb CRO,2021.07.08,4.5,"Mamedyarov,S","Anand,V",1/2-1/2,2753,D38,2782
18,GCT Rapid Croatia 2021,Zagreb CRO,2021.07.08,5.1,"Anand,V","Korobov,A",1-0,2683,C11,2753
19,GCT Rapid Croatia 2021,Zagreb CRO,2021.07.08,6.5,"Anand,V","Grischuk,A",1/2-1/2,2778,C67,2753
20,GCT Rapid Croatia 2021,Zagreb CRO,2021.07.09,7.2,"Duda,J","Anand,V",1/2-1/2,2753,C65,2738
21,GCT Rapid Croatia 2021,Zagreb CRO,2021.07.09,8.4,"Anand,V","Saric,Iv",1/2-1/2,2653,B40,2753
22,GCT Rapid Croatia 2021,Zagreb CRO,2021.07.09,9.3,"Giri,A","Anand,V",1-0,2753,D02,2776
23,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.10,1.1,"Giri,A","Anand,V",1-0,2753,C53,2776
24,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.10,2.1,"Anand,V","Duda,J",1-0,2738,B12,2753
25,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.10,3.1,"Vachier Lagrave,M","Anand,V",1/2-1/2,2753,C67,2749
26,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.10,4.1,"Anand,V","Kasparov,G",1-0,2812,B96,2753
27,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.10,5.1,"Nepomniachtchi,I","Anand,V",1-0,2753,A33,2792
28,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.10,6.1,"Anand,V","Korobov,A",1-0,2683,C11,2753
29,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.10,7.1,"Van Foreest,Jorden","Anand,V",0-1,2753,C53,2688
30,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.10,8.1,"Anand,V","Mamedyarov,S",1/2-1/2,2782,C50,2753
31,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.10,9.1,"Grischuk,A","Anand,V",1/2-1/2,2753,A35,2778
32,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.11,10.1,"Anand,V","Giri,A",1/2-1/2,2776,C50,2753
33,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.11,11.1,"Duda,J","Anand,V",1/2-1/2,2753,A30,2738
34,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.11,12.1,"Anand,V","Vachier Lagrave,M",1/2-1/2,2749,B90,2753
35,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.11,13.1,"Kasparov,G","Anand,V",0-1,2753,D38,2812
36,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.11,14.1,"Anand,V","Nepomniachtchi,I",1-0,2792,B46,2753
37,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.11,15.1,"Korobov,A","Anand,V",0-1,2753,E53,2683
38,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.11,16.1,"Anand,V","Van Foreest,Jorden",1-0,2688,C53,2753
39,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.11,17.1,"Mamedyarov,S","Anand,V",1/2-1/2,2753,D37,2782
40,GCT Blitz Croatia 2021,Zagreb CRO,2021.07.11,18.1,"Anand,V","Grischuk,A",1/2-1/2,2778,C67,2753
41,Bundesliga 2019-20,Berlin GER,2021.10.14,9.6,"Malakhov,V","Anand,V",1/2-1/2,2757,A06,2665
42,Bundesliga 2019-20,Berlin GER,2021.10.15,11.3,"Anand,V","Nestorovic,N",1-0,2458,C88,2757
43,Bundesliga 2019-20,Berlin GER,2021.10.16,13.3,"Anand,V","Heimann,An",1-0,2617,C65,2757
44,Bundesliga 2019-20,Berlin GER,2021.10.16,14.2,"Anand,V","Ponomariov,R",1/2-1/2,2648,C65,2757
45,7th Gashimov Mem Rapid,Baku AZE,2021.12.18,1.3,"Anand,V","Mamedov,Rau",0-1,2656,B31,2751
46,7th Gashimov Mem Rapid,Baku AZE,2021.12.18,1.1,"Anand,V","Mamedov,Rau",1-0,2656,B76,2751
47,7th Gashimov Mem Rapid,Baku AZE,2021.12.18,1.2,"Mamedov,Rau","Anand,V",1-0,2751,C54,2656
48,7th Gashimov Mem Rapid,Baku AZE,2021.12.19,2.2,"Anand,V","Rapport,R",1/2-1/2,2763,C18,2751
49,7th Gashimov Mem Rapid,Baku AZE,2021.12.19,2.1,"Rapport,R","Anand,V",1-0,2751,C44,2763
50,7th Gashimov Mem Rapid,Baku AZE,2021.12.19,3.2,"Navara,D","Anand,V",1/2-1/2,2751,B47,2697
51,7th Gashimov Mem Rapid,Baku AZE,2021.12.19,3.1,"Anand,V","Navara,D",0-1,2697,B90,2751
52,7th Gashimov Mem Rapid,Baku AZE,2021.12.20,4.2,"Anand,V","Karjakin,Sergey",0-1,2743,C53,2751
53,7th Gashimov Mem Rapid,Baku AZE,2021.12.20,4.1,"Karjakin,Sergey","Anand,V",1/2-1/2,2751,C65,2743
54,7th Gashimov Mem Rapid,Baku AZE,2021.12.20,5.3,"Mamedyarov,S","Anand,V",0-1,2751,D38,2767
55,7th Gashimov Mem Rapid,Baku AZE,2021.12.20,5.2,"Mamedyarov,S","Anand,V",1/2-1/2,2751,A45,2767
56,7th Gashimov Mem Rapid,Baku AZE,2021.12.20,5.1,"Anand,V","Mamedyarov,S",1/2-1/2,2767,C77,2751
57,7th Gashimov Mem Rapid,Baku AZE,2021.12.21,6.1,"Anand,V","Caruana,F",0-1,2792,C93,2751
58,7th Gashimov Mem Rapid,Baku AZE,2021.12.21,6.2,"Caruana,F","Anand,V",1/2-1/2,2751,C67,2792
59,7th Gashimov Mem Rapid,Baku AZE,2021.12.21,7.1,"Asadli,Vugar","Anand,V",1-0,2751,C02,2579
60,7th Gashimov Mem Rapid,Baku AZE,2021.12.21,7.2,"Anand,V","Asadli,Vugar",1/2-1/2,2579,B12,2751
61,7th Gashimov Mem Blitz,Baku AZE,2021.12.22,1.2,"Anand,V","Mamedov,Rau",1/2-1/2,2656,C24,2751
62,7th Gashimov Mem Blitz,Baku AZE,2021.12.22,2.2,"Rapport,R","Anand,V",1-0,2751,C44,2763
63,7th Gashimov Mem Blitz,Baku AZE,2021.12.22,3.4,"Anand,V","Navara,D",1/2-1/2,2697,B51,2751
64,7th Gashimov Mem Blitz,Baku AZE,2021.12.22,4.4,"Karjakin,Sergey","Anand,V",1/2-1/2,2751,C65,2743
65,7th Gashimov Mem Blitz,Baku AZE,2021.12.22,5.3,"Anand,V","Mamedyarov,S",1/2-1/2,2767,C77,2751
66,7th Gashimov Mem Blitz,Baku AZE,2021.12.22,6.2,"Anand,V","Caruana,F",0-1,2792,C72,2751
67,7th Gashimov Mem Blitz,Baku AZE,2021.12.22,7.1,"Asadli,Vugar","Anand,V",1/2-1/2,2751,B48,2579
68,7th Gashimov Mem Blitz,Baku AZE,2021.12.23,8.1,"Mamedov,Rau","Anand,V",1/2-1/2,2751,C53,2656
69,7th Gashimov Mem Blitz,Baku AZE,2021.12.23,9.3,"Anand,V","Rapport,R",1/2-1/2,2763,C10,2751
70,7th Gashimov Mem Blitz,Baku AZE,2021.12.23,10.1,"Navara,D","Anand,V",0-1,2751,A06,2697
71,7th Gashimov Mem Blitz,Baku AZE,2021.12.23,11.1,"Anand,V","Karjakin,Sergey",1/2-1/2,2743,B04,2751
72,7th Gashimov Mem Blitz,Baku AZE,2021.12.23,12.2,"Mamedyarov,S","Anand,V",1/2-1/2,2751,E35,2767
73,7th Gashimov Mem Blitz,Baku AZE,2021.12.23,13.3,"Caruana,F","Anand,V",1-0,2751,C65,2792
74,7th Gashimov Mem Blitz,Baku AZE,2021.12.23,14.4,"Anand,V","Asadli,Vugar",1/2-1/2,2579,B15,2751
75,Kvika Reykjavik Open 2022,Reykjavik ISL,2022.04.06,1.94,"Thorisson,Bjartur","Anand,Vignesh",0-1,1829,B90,1292
76,Kvika Reykjavik Open 2022,Reykjavik ISL,2022.04.07,2.55,"Anand,Vignesh","Kull,F",0-1,2138,A19,1829
77,Kvika Reykjavik Open 2022,Reykjavik ISL,2022.04.07,3.84,"Briem,Gudrun Fanney","Anand,Vignesh",0-1,1829,D80,1364
78,Kvika Reykjavik Open 2022,Reykjavik ISL,2022.04.08,4.49,"Anand,Vignesh","Jaksland,T",1/2-1/2,2203,A19,1829
