,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
40,0.0,0.0,14.0,0.0,25.0,0.0,4.0,42.0,31.0,0.0,32.0,84.0,9.0,27.0,278.0,26.0,0.0,9.0,0.0,109.0,11.0,26.0,0.0,0.0,0.0,75.0,0.0,57.0,26.0,42.0,69.0,84.0,94.0,0.0,59.0,66.0,77.0,0.0,169.0,0.0,14.0,23.0,79.0,49.0,0.0,0.0,0.0,4.0,103.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,21.0,51.0,34.0,0.0,2.0,12.0,15.0,18.0,40.0,42.0,0.0,43.0,56.0,26.0,0.0,80.0,10.0,0.0,37.0,17.0,17.0,0.0,22.0,230.0,0.0,0.0,0.0,40.0,180.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4.0,50.0,34.0,0.0,9.0,17.0,0.0,44.0,1.0,18.0,41.0,55.0,1.0,229.0,141.0,73.0,89.0,98.0,78.0,48.0,127.0,0.0,41.0,41.0,95.0,26.0,360.0,92.0,52.0,249.0,134.0,0.0,7.0,21.0,11.0,16.0,35.0,7.0,0.0,105.0,155.0,138.0,0.0,22.0,188.0,84.0,519.0,85.0,29.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,18.0,29.0,8.0,10.0,22.0,13.0,32.0,3.0,48.0,87.0,59.0,223.0,131.0,37.0,64.0,40.0,28.0,224.0,10.0,13.0,112.0,36.0,10.0,5.0,16.0,30.0,18.0,25.0,16.0,25.0,103.0,0.0,34.0,47.0,87.0,0.0,23.0,67.0,32.0,66.0,23.0,213.0,14.0,0.0,97.0,56.0,43.0,6.0,0.0,55.0,41.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,10.0,0.0,2.0,5.0,13.0,0.0,6.0,9.0,9.0,9.0,59.0,9.0,0.0,0.0,0.0,4.0,51.0,1.0,68.0,8.0,22.0,21.0,66.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,8.0,2.0,9.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,18.0,0.0,14.0,5.0,27.0,2.0,11.0,18.0,0.0,6.0,25.0,0.0,0.0,0.0,6.0,5.0,6.0,2.0,13.0,12.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,16.0,11.0,0.0,25.0,34.0,0.0,0.0,23.0,6.0,20.0,52.0,0.0,42.0,0.0,0.0,12.0,9.0,5.0,0.0,19.0,0.0,50.0,27.0,3.0,3.0,2.0,17.0,33.0,0.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,11.0,0.0,26.0,0.0,26.0,11.0,38.0,0.0,0.0,34.0,30.0,72.0,74.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8.0,18.0,9.0,45.0,40.0,0.0,13.0,2.0,20.0,3.0,19.0,6.0,18.0,26.0,5.0,37.0,11.0,24.0,11.0,0.0,12.0,23.0,26.0,9.0,0.0,0.0,17.0,0.0,22.0,47.0,65.0,15.0,0.0,0.0,66.0,0.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0,25.0,27.0,15.0,24.0,24.0,22.0,0.0,20.0,10.0,5.0,0.0,3.0,24.0,28.0,0.0,0.0,0.0,11.0,0.0,14.0,27.0,36.0,1.0,17.0,20.0,0.0,24.0,0.0,0.0,0.0,28.0,94.0,0.0,21.0,0.0,0.0,41.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,21.0,19.0,0.0,5.0,11.0,0.0,45.0,9.0,115.0,61.0,82.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,25.0,0.0,26.0,0.0,21.0,15.0,16.0,0.0,40.0,0.0,0.0,36.0,0.0,22.0,0.0,0.0,19.0,40.0,0.0,0.0,0.0,21.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,27.0,27.0,10.0,31.0,3.0,22.0,0.0,15.0,10.0,24.0,10.0,0.0,0.0,9.0,51.0,99.0,13.0,23.0,12.0,84.0,5.0,0.0,42.0,2.0,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,26.0,46.0,16.0,29.0,0.0,0.0,0.0,6.0,0.0,4.0,11.0,4.0,68.0,0.0,50.0,10.0,0.0,11.0,62.0,28.0,22.0,18.0,0.0,27.0,0.0,209.0,4.0,0.0,26.0,67.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,14.0,46.0,0.0,5.0,20.0,47.0,15.0,8.0,45.0,47.0,33.0,25.0,18.0,0.0,1.0,0.0,17.0,0.0,0.0,34.0,138.0,0.0,0.0,50.0,35.0,78.0,134.0,0.0,41.0,7.0,39.0,16.0,27.0,21.0,153.0,40.0,33.0,33.0,104.0,98.0,161.0,0.0,18.0,0.0,6.0,345.0,41.0,21.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,13.0,21.0,5.0,14.0,0.0,4.0,18.0,0.0,12.0,0.0,0.0,35.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0,7.0,21.0,3.0,15.0,9.0,26.0,9.0,16.0,9.0,27.0,22.0,0.0,11.0,0.0,68.0,9.0,49.0,10.0,155.0,168.0,33.0,0.0,13.0,25.0,0.0,16.0,21.0,53.0,67.0,104.0,33.0,0.0,0.0,40.0,28.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,39.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,5.0,14.0,0.0,12.0,0.0,0.0,17.0,10.0,35.0,12.0,5.0,0.0,10.0,22.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,14.0,20.0,19.0,14.0,21.0,0.0,12.0,0.0,9.0,7.0,22.0,152.0,2.0,0.0,46.0,0.0,20.0,63.0,0.0,98.0,48.0,9.0,52.0,44.0,16.0,21.0,82.0,28.0,57.0,53.0,0.0,114.0,0.0,181.0,81.0,0.0,372.0,35.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,34.0,28.0,10.0,13.0,3.0,2.0,0.0,12.0,31.0,0.0,25.0,3.0,28.0,0.0,18.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,12.0,0.0,9.0,3.0,14.0,0.0,20.0,21.0,0.0,44.0,8.0,16.0,0.0,4.0,0.0,0.0,12.0,7.0,10.0,10.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,41.0,11.0,0.0,17.0,15.0,38.0,21.0,0.0,0.0,10.0,13.0,18.0,0.0,0.0,13.0,37.0,0.0,54.0,8.0,45.0,159.0,34.0,42.0,0.0,10.0,0.0,35.0,5.0,0.0,74.0,41.0,37.0,18.0,135.0,0.0,12.0,0.0,6.0,635.0,347.0,170.0,43.0,0.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,156.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,11.0,41.0,53.0,28.0,55.0,0.0,17.0,60.0,24.0,7.0,46.0,58.0,0.0,12.0,22.0,0.0,0.0,39.0,36.0,36.0,0.0,112.0,0.0,0.0,35.0,122.0,108.0,22.0,14.0,67.0,40.0,251.0,26.0,0.0,91.0,0.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,14.0,9.0,32.0,24.0,25.0,28.0,0.0,19.0,0.0,31.0,25.0,188.0,33.0,130.0,51.0,1.0,12.0,0.0,0.0,157.0,3.0,7.0,20.0,8.0,28.0,6.0,0.0,0.0,2.0,0.0,40.0,11.0,0.0,2.0,0.0,24.0,0.0,32.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,30.0,6.0,11.0,27.0,66.0,30.0,0.0,9.0,0.0,31.0,105.0,0.0,32.0,0.0,13.0,1.0,8.0,0.0,74.0,19.0,2.0,0.0,4.0,0.0,3.0,10.0,53.0,0.0,0.0,21.0,0.0,5.0,11.0,0.0,9.0,66.0,6.0,303.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,16.0,5.0,34.0,32.0,0.0,35.0,10.0,11.0,32.0,0.0,33.0,34.0,28.0,71.0,69.0,32.0,84.0,1.0,32.0,0.0,69.0,16.0,39.0,42.0,34.0,17.0,18.0,24.0,44.0,29.0,68.0,17.0,83.0,123.0,112.0,89.0,42.0,43.0,66.0,50.0,0.0,28.0,191.0,109.0,230.0,6.0,0.0,84.0,0.0,33.0,1.0,28.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0,24.0,19.0,35.0,13.0,21.0,0.0,48.0,12.0,0.0,95.0,17.0,132.0,105.0,101.0,54.0,0.0,28.0,70.0,106.0,92.0,8.0,6.0,37.0,63.0,5.0,5.0,4.0,0.0,0.0,141.0,14.0,174.0,0.0,106.0,241.0,77.0,0.0,103.0,45.0,31.0,7.0,29.0,33.0,54.0,164.0,0.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,14.0,15.0,12.0,0.0,24.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0,25.0,7.0,39.0,0.0,14.0,5.0,117.0,123.0,0.0,0.0,348.0,0.0,20.0,139.0,209.0,36.0,133.0,185.0,58.0,0.0,28.0,56.0,115.0,4.0,0.0,3.0,29.0,14.0,0.0,77.0,100.0,30.0,9.0,0.0,183.0,51.0,0.0,475.0,313.0,55.0,23.0,379.0,103.0,226.0,382.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,53.0,3.0,18.0,0.0,24.0,37.0,0.0,0.0,7.0,4.0,69.0,1.0,0.0,0.0,0.0,14.0,13.0,9.0,70.0,0.0,0.0,22.0,11.0,6.0,23.0,25.0,3.0,19.0,5.0,7.0,1.0,14.0,0.0,11.0,0.0,0.0,56.0,28.0,57.0,36.0,16.0,0.0,37.0,0.0,0.0,0.0,0.0,13.0,7.0,41.0,35.0,49.0,0.0,86.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,6.0,17.0,3.0,1.0,7.0,4.0,36.0,20.0,44.0,0.0,43.0,0.0,46.0,0.0,26.0,0.0,69.0,50.0,0.0,15.0,0.0,40.0,9.0,41.0,0.0,35.0,126.0,29.0,9.0,42.0,0.0,114.0,42.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2.0,0.0,11.0,1.0,0.0,14.0,3.0,0.0,0.0,25.0,0.0,25.0,4.0,25.0,0.0,0.0,0.0,33.0,1.0,7.0,0.0,7.0,0.0,0.0,5.0,18.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,10.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,3.0,4.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,30.0,28.0,12.0,43.0,14.0,14.0,11.0,0.0,27.0,3.0,21.0,24.0,15.0,0.0,73.0,29.0,44.0,0.0,16.0,8.0,22.0,32.0,20.0,0.0,0.0,19.0,48.0,28.0,100.0,0.0,300.0,0.0,47.0,36.0,0.0,56.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,25.0,3.0,23.0,0.0,25.0,7.0,11.0,35.0,10.0,12.0,116.0,0.0,8.0,0.0,0.0,0.0,70.0,0.0,7.0,37.0,15.0,15.0,19.0,2.0,23.0,370.0,270.0,19.0,23.0,7.0,0.0,86.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,12.0,19.0,16.0,5.0,47.0,1.0,8.0,35.0,20.0,15.0,47.0,4.0,42.0,90.0,62.0,17.0,20.0,102.0,27.0,44.0,95.0,0.0,0.0,8.0,25.0,20.0,26.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,19.0,7.0,20.0,13.0,20.0,34.0,37.0,0.0,12.0,0.0,10.0,15.0,65.0,50.0,136.0,66.0,4.0,151.0,12.0,128.0,29.0,23.0,69.0,44.0,24.0,48.0,17.0,0.0,21.0,8.0,46.0,95.0,27.0,48.0,208.0,118.0,30.0,49.0,15.0,0.0,21.0,0.0,0.0,237.0,58.0,0.0,31.0,0.0,10.0,3.0,37.0,24.0,0.0,0.0,34.0,0.0,2.0,50.0,0.0,168.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,19.0,0.0,0.0,0.0,22.0,17.0,82.0,0.0,39.0,0.0,0.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,19.0,15.0,7.0,41.0,7.0,14.0,23.0,0.0,4.0,10.0,0.0,11.0,49.0,81.0,0.0,10.0,79.0,22.0,11.0,33.0,39.0,34.0,0.0,71.0,316.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,16.0,15.0,9.0,5.0,27.0,23.0,24.0,8.0,20.0,20.0,24.0,4.0,19.0,0.0,40.0,3.0,1.0,111.0,108.0,31.0,50.0,155.0,19.0,142.0,208.0,490.0,309.0,93.0,20.0,31.0,0.0,50.0,66.0,75.0,34.0,19.0,423.0,25.0,106.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1.0,15.0,20.0,29.0,10.0,24.0,0.0,10.0,5.0,3.0,9.0,30.0,21.0,19.0,2.0,13.0,6.0,0.0,12.0,18.0,0.0,26.0,39.0,33.0,329.0,82.0,17.0,0.0,52.0,182.0,28.0,62.0,0.0,0.0,17.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0,12.0,59.0,18.0,10.0,0.0,0.0,0.0,0.0,11.0,17.0,15.0,14.0,26.0,34.0,18.0,57.0,14.0,34.0,0.0,0.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,203.0,66.0,113.0,26.0,0.0,19.0,2.0,0.0,3.0,266.0,87.0,125.0,0.0,24.0,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,7.0,10.0,10.0,36.0,14.0,42.0,3.0,0.0,30.0,0.0,14.0,125.0,21.0,138.0,2.0,17.0,43.0,16.0,6.0,39.0,20.0,120.0,0.0,49.0,5.0,1.0,19.0,4.0,20.0,18.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,18.0,10.0,45.0,7.0,2.0,22.0,18.0,6.0,24.0,38.0,24.0,19.0,13.0,0.0,12.0,0.0,0.0,6.0,24.0,0.0,9.0,0.0,13.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0,17.0,11.0,0.0,9.0,3.0,18.0,37.0,32.0,0.0,20.0,10.0,24.0,6.0,12.0,9.0,26.0,77.0,0.0,0.0,24.0,0.0,0.0,24.0,41.0,3.0,62.0,17.0,0.0,27.0,3.0,0.0,9.0,0.0,0.0,8.0,0.0,95.0,28.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,5.0,21.0,39.0,9.0,6.0,10.0,9.0,27.0,72.0,1.0,12.0,14.0,0.0,39.0,6.0,6.0,5.0,29.0,40.0,11.0,0.0,9.0,0.0,72.0,0.0,0.0,7.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,22.0,12.0,14.0,3.0,0.0,18.0,2.0,16.0,4.0,3.0,3.0,0.0,28.0,20.0,3.0,39.0,17.0,38.0,3.0,4.0,16.0,108.0,102.0,33.0,35.0,73.0,52.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,7.0,31.0,13.0,4.0,5.0,0.0,7.0,3.0,0.0,0.0,25.0,5.0,25.0,8.0,5.0,0.0,10.0,27.0,8.0,3.0,0.0,4.0,31.0,16.0,10.0,11.0,0.0,14.0,52.0,0.0,0.0,20.0,82.0,0.0,0.0,2.0,0.0,65.0,46.0,0.0,1.0,61.0,43.0,44.0,16.0,93.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,33.0,19.0,0.0,44.0,0.0,22.0,28.0,83.0,0.0,75.0,39.0,20.0,0.0,134.0,0.0,4.0,327.0,69.0,0.0,9.0,55.0,29.0,61.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
