,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
41,6.0,2.0,0.0,0.0,18.0,1.0,0.0,5.0,24.0,0.0,17.0,0.0,26.0,22.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0,28.0,18.0,9.0,2.0,26.0,7.0,8.0,0.0,23.0,32.0,9.0,3.0,0.0,24.0,46.0,1.0,55.0,29.0,22.0,46.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,25.0,0.0,10.0,0.0,30.0,91.0,41.0,0.0,0.0,0.0,0.0,33.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,27.0,9.0,15.0,12.0,0.0,23.0,9.0,15.0,19.0,0.0,64.0,19.0,79.0,66.0,25.0,40.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,5.0,35.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,1.0,25.0,0.0,63.0,0.0,75.0,40.0,0.0,121.0,42.0,66.0,0.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,20.0,25.0,17.0,6.0,2.0,0.0,42.0,0.0,9.0,20.0,12.0,35.0,30.0,42.0,10.0,19.0,8.0,26.0,42.0,13.0,37.0,34.0,18.0,66.0,53.0,23.0,55.0,4.0,0.0,77.0,9.0,122.0,28.0,0.0,7.0,13.0,27.0,0.0,3.0,35.0,14.0,15.0,26.0,0.0,0.0,76.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,16.0,44.0,28.0,15.0,0.0,1.0,0.0,15.0,5.0,17.0,13.0,11.0,0.0,0.0,68.0,13.0,0.0,0.0,7.0,0.0,1.0,9.0,0.0,0.0,4.0,9.0,1.0,0.0,12.0,5.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3.0,26.0,11.0,0.0,7.0,37.0,9.0,4.0,28.0,58.0,22.0,109.0,0.0,74.0,35.0,126.0,27.0,0.0,7.0,0.0,10.0,15.0,62.0,10.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14.0,3.0,18.0,22.0,13.0,0.0,21.0,13.0,36.0,9.0,2.0,53.0,31.0,0.0,14.0,45.0,44.0,0.0,0.0,13.0,61.0,28.0,14.0,0.0,0.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,26.0,0.0,14.0,4.0,0.0,24.0,0.0,2.0,17.0,27.0,15.0,22.0,1.0,6.0,0.0,0.0,10.0,40.0,16.0,63.0,5.0,0.0,0.0,11.0,0.0,0.0,8.0,9.0,76.0,24.0,157.0,31.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,17.0,9.0,0.0,2.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,6.0,15.0,24.0,17.0,2.0,10.0,13.0,5.0,13.0,6.0,7.0,6.0,35.0,0.0,3.0,0.0,1.0,4.0,0.0,4.0,0.0,21.0,8.0,1.0,12.0,0.0,22.0,0.0,16.0,28.0,25.0,17.0,76.0,14.0,34.0,16.0,5.0,6.0,9.0,0.0,3.0,8.0,5.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,3.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3.0,1.0,7.0,8.0,10.0,29.0,10.0,14.0,17.0,42.0,58.0,4.0,30.0,11.0,22.0,0.0,31.0,9.0,0.0,12.0,0.0,0.0,4.0,0.0,32.0,3.0,2.0,0.0,9.0,22.0,56.0,33.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,28.0,161.0,0.0,198.0,11.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0,23.0,3.0,0.0,19.0,12.0,5.0,0.0,38.0,0.0,20.0,10.0,30.0,0.0,128.0,0.0,0.0,46.0,100.0,20.0,26.0,26.0,54.0,112.0,46.0,0.0,50.0,36.0,3.0,34.0,5.0,71.0,41.0,0.0,168.0,22.0,17.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,12.0,19.0,0.0,6.0,0.0,0.0,31.0,10.0,16.0,7.0,12.0,28.0,5.0,0.0,4.0,9.0,0.0,43.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,91.0,0.0,10.0,1.0,1.0,0.0,26.0,0.0,39.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,33.0,6.0,0.0,1.0,0.0,8.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,28.0,20.0,13.0,20.0,0.0,13.0,2.0,0.0,39.0,12.0,12.0,1.0,14.0,69.0,0.0,13.0,26.0,19.0,52.0,10.0,9.0,80.0,0.0,67.0,18.0,50.0,25.0,15.0,52.0,18.0,9.0,0.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,32.0,9.0,0.0,4.0,18.0,15.0,9.0,0.0,12.0,16.0,6.0,3.0,42.0,48.0,21.0,0.0,2.0,13.0,29.0,11.0,94.0,56.0,59.0,40.0,45.0,4.0,0.0,60.0,31.0,1.0,0.0,18.0,44.0,27.0,0.0,29.0,0.0,15.0,0.0,26.0,181.0,36.0,127.0,0.0,203.0,0.0,12.0,0.0,0.0,11.0,0.0,6.0,2.0,3.0,6.0,0.0,18.0,2.0,0.0,0.0,215.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,19.0,34.0,0.0,15.0,17.0,34.0,14.0,13.0,61.0,29.0,60.0,69.0,10.0,30.0,23.0,18.0,1.0,6.0,81.0,113.0,4.0,30.0,86.0,0.0,0.0,61.0,0.0,0.0,19.0,43.0,0.0,11.0,0.0,37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,25.0,10.0,7.0,7.0,49.0,0.0,12.0,14.0,22.0,3.0,24.0,1.0,26.0,9.0,16.0,10.0,25.0,39.0,9.0,0.0,93.0,17.0,32.0,0.0,9.0,32.0,18.0,22.0,100.0,96.0,0.0,4.0,15.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,21.0,0.0,0.0,44.0,47.0,10.0,30.0,0.0,3.0,0.0,0.0,81.0,29.0,72.0,17.0,61.0,0.0,36.0,47.0,0.0,0.0,27.0,24.0,0.0,0.0,0.0,128.0,0.0,0.0,24.0,5.0,0.0,41.0,49.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,12.0,0.0,22.0,9.0,40.0,0.0,12.0,28.0,48.0,8.0,11.0,3.0,29.0,94.0,0.0,14.0,48.0,22.0,97.0,0.0,3.0,0.0,0.0,0.0,14.0,21.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,14.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0,23.0,16.0,3.0,27.0,30.0,0.0,21.0,8.0,50.0,66.0,18.0,14.0,58.0,10.0,0.0,12.0,36.0,134.0,18.0,0.0,74.0,23.0,19.0,0.0,15.0,11.0,6.0,19.0,62.0,0.0,82.0,4.0,0.0,261.0,30.0,52.0,14.0,0.0,99.0,0.0,9.0,12.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,231.0,15.0,125.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,9.0,0.0,7.0,0.0,6.0,18.0,24.0,15.0,37.0,8.0,7.0,17.0,54.0,11.0,21.0,14.0,27.0,14.0,56.0,0.0,3.0,81.0,37.0,23.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,2.0,32.0,133.0,40.0,10.0,33.0,3.0,0.0,61.0,37.0,4.0,0.0,25.0,151.0,73.0,36.0,18.0,18.0,0.0,27.0,0.0,0.0,712.0,0.0,989.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,12.0,4.0,19.0,20.0,8.0,0.0,12.0,8.0,7.0,8.0,9.0,0.0,0.0,21.0,12.0,0.0,48.0,8.0,3.0,4.0,4.0,0.0,0.0,9.0,2.0,2.0,0.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,11.0,17.0,12.0,16.0,5.0,6.0,0.0,10.0,11.0,16.0,4.0,22.0,58.0,0.0,35.0,0.0,24.0,49.0,63.0,0.0,61.0,0.0,139.0,9.0,44.0,39.0,14.0,0.0,13.0,10.0,0.0,13.0,85.0,22.0,0.0,339.0,0.0,13.0,18.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9.0,0.0,8.0,8.0,0.0,1.0,17.0,13.0,25.0,9.0,0.0,25.0,56.0,20.0,11.0,50.0,4.0,8.0,11.0,8.0,6.0,8.0,3.0,59.0,7.0,55.0,0.0,54.0,31.0,33.0,33.0,0.0,38.0,38.0,0.0,2.0,0.0,1.0,48.0,4.0,6.0,0.0,5.0,25.0,35.0,97.0,0.0,0.0,497.0,9.0,15.0,18.0,0.0,111.0,0.0,51.0,13.0,26.0,40.0,460.0,144.0,122.0,94.0,0.0,0.0,0.0,0.0,47.0,45.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,18.0,30.0,5.0,0.0,0.0,0.0,11.0,39.0,0.0,42.0,32.0,88.0,13.0,8.0,0.0,0.0,87.0,41.0,93.0,0.0,8.0,8.0,16.0,3.0,31.0,4.0,0.0,0.0,0.0,119.0,0.0,6.0,0.0,111.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,42.0,16.0,0.0,31.0,0.0,14.0,3.0,39.0,117.0,58.0,12.0,8.0,7.0,59.0,29.0,0.0,329.0,20.0,18.0,0.0,98.0,60.0,5.0,30.0,59.0,415.0,28.0,0.0,50.0,160.0,0.0,0.0,0.0,15.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0,13.0,6.0,13.0,12.0,0.0,142.0,11.0,98.0,36.0,51.0,0.0,0.0,0.0,37.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,17.0,19.0,8.0,21.0,0.0,3.0,2.0,0.0,17.0,9.0,35.0,0.0,24.0,107.0,56.0,14.0,0.0,95.0,39.0,449.0,109.0,50.0,4.0,2.0,57.0,97.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,6.0,7.0,9.0,0.0,37.0,37.0,29.0,11.0,2.0,60.0,0.0,38.0,2.0,18.0,51.0,28.0,5.0,0.0,92.0,0.0,0.0,1.0,44.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2.0,21.0,16.0,20.0,6.0,7.0,10.0,12.0,55.0,0.0,0.0,0.0,42.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,5.0,0.0,14.0,21.0,0.0,6.0,24.0,29.0,18.0,46.0,13.0,120.0,275.0,0.0,35.0,0.0,2.0,46.0,36.0,57.0,234.0,0.0,178.0,0.0,0.0,27.0,8.0,32.0,0.0,0.0,378.0,0.0,52.0,2.0,0.0,30.0,25.0,153.0,0.0,0.0,155.0,40.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2.0,4.0,17.0,11.0,20.0,15.0,22.0,22.0,0.0,13.0,9.0,19.0,24.0,19.0,1.0,7.0,0.0,20.0,37.0,46.0,4.0,37.0,6.0,0.0,44.0,0.0,4.0,106.0,6.0,0.0,0.0,16.0,24.0,24.0,2.0,0.0,3.0,10.0,0.0,2.0,0.0,8.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.0,30.0,17.0,7.0,5.0,22.0,28.0,27.0,21.0,22.0,55.0,40.0,48.0,4.0,16.0,123.0,26.0,15.0,46.0,11.0,26.0,21.0,0.0,0.0,0.0,1.0,22.0,35.0,0.0,255.0,4.0,8.0,46.0,192.0,132.0,1.0,12.0,32.0,10.0,50.0,0.0,11.0,40.0,0.0,412.0,10.0,0.0,85.0,95.0,0.0,211.0,28.0,99.0,0.0,0.0,0.0,221.0,995.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,38.0,0.0,43.0,11.0,3.0,1.0,16.0,21.0,0.0,3.0,0.0,21.0,17.0,20.0,12.0,16.0,0.0,25.0,28.0,34.0,76.0,0.0,0.0,129.0,0.0,149.0,2.0,73.0,0.0,95.0,14.0,10.0,12.0,14.0,24.0,41.0,121.0,170.0,34.0,119.0,30.0,111.0,5.0,3.0,0.0,37.0,0.0,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,9.0,40.0,34.0,35.0,23.0,31.0,60.0,8.0,32.0,23.0,59.0,13.0,52.0,156.0,0.0,0.0,0.0,0.0,12.0,0.0,40.0,142.0,507.0,60.0,129.0,324.0,0.0,32.0,352.0,262.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,27.0,45.0,6.0,8.0,9.0,14.0,31.0,0.0,21.0,44.0,16.0,5.0,22.0,99.0,34.0,7.0,29.0,24.0,35.0,28.0,53.0,9.0,6.0,27.0,144.0,3.0,21.0,17.0,42.0,141.0,0.0,0.0,125.0,283.0,2.0,91.0,150.0,386.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0,0.0,0.0,10.0,0.0,40.0,45.0,23.0,69.0,66.0,24.0,34.0,18.0,151.0,80.0,0.0,96.0,69.0,307.0,12.0,7.0,104.0,137.0,0.0,0.0,25.0,250.0,51.0,13.0,11.0,119.0,14.0,61.0,81.0,34.0,0.0,434.0,307.0,36.0,26.0,393.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,10.0,19.0,21.0,4.0,12.0,5.0,0.0,13.0,7.0,40.0,0.0,7.0,33.0,71.0,12.0,0.0,97.0,97.0,8.0,34.0,48.0,39.0,8.0,19.0,0.0,15.0,3.0,11.0,13.0,8.0,93.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,15.0,10.0,18.0,10.0,12.0,44.0,43.0,30.0,31.0,0.0,140.0,1.0,35.0,19.0,13.0,0.0,104.0,8.0,0.0,37.0,52.0,24.0,0.0,37.0,0.0,8.0,33.0,44.0,0.0,0.0,24.0,8.0,30.0,0.0,19.0,13.0,36.0,98.0,6.0,105.0,0.0,95.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,8.0,9.0,28.0,11.0,4.0,0.0,4.0,11.0,3.0,20.0,10.0,0.0,4.0,36.0,13.0,0.0,95.0,12.0,200.0,2.0,0.0,2.0,0.0,33.0,13.0,0.0,4.0,13.0,39.0,31.0,35.0,24.0,45.0,40.0,85.0,55.0,101.0,334.0,0.0,108.0,15.0,88.0,17.0,0.0,167.0,134.0,49.0,0.0,9.0,0.0,35.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,56.0,38.0,345.0,242.0,18.0,8.0,30.0,23.0,14.0,7.0,57.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.0,105.0,0.0,21.0,9.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,29.0,7.0,32.0,24.0,0.0,2.0,0.0,7.0,16.0,0.0,42.0,2.0,0.0,5.0,8.0,10.0,6.0,2.0,59.0,41.0,0.0,1.0,19.0,5.0,21.0,13.0,0.0,6.0,1.0,33.0,13.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,134.0,9.0,0.0,83.0,18.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,11.0,16.0,35.0,57.0,0.0,22.0,67.0,7.0,21.0,13.0,3.0,16.0,4.0,47.0,18.0,0.0,13.0,93.0,56.0,45.0,117.0,109.0,43.0,0.0,6.0,3.0,33.0,29.0,44.0,17.0,27.0,58.0,0.0,0.0,24.0,147.0,14.0,5.0,19.0,0.0,20.0,119.0,19.0,6.0,34.0,13.0,14.0,0.0,7.0,0.0,3.0,42.0,16.0,8.0,28.0,96.0,28.0,0.0,0.0,86.0,0.0,23.0,0.0,89.0,0.0,83.0,45.0,484.0,218.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0,0.0,16.0,20.0,3.0,1.0,17.0,8.0,0.0,1.0,28.0,0.0,3.0,61.0,62.0,50.0,14.0,13.0,0.0,8.0,4.0,32.0,49.0,23.0,0.0,0.0,0.0,2.0,19.0,0.0,98.0,0.0,67.0,59.0,0.0,159.0,22.0,0.0,117.0,135.0,27.0,77.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,16.0,0.0,26.0,22.0,16.0,35.0,51.0,40.0,12.0,8.0,14.0,13.0,229.0,0.0,88.0,52.0,54.0,10.0,15.0,12.0,357.0,338.0,13.0,10.0,407.0,210.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,10.0,13.0,26.0,35.0,7.0,59.0,22.0,33.0,14.0,21.0,69.0,24.0,19.0,5.0,0.0,0.0,17.0,0.0,20.0,16.0,15.0,9.0,9.0,25.0,10.0,0.0,3.0,0.0,0.0,27.0,13.0,0.0,13.0,0.0,4.0,3.0,0.0,4.0,0.0,18.0,4.0,3.0,0.0,12.0,15.0,0.0,146.0,19.0,0.0,193.0,52.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,30.0,163.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,6.0,35.0,1.0,20.0,0.0,10.0,22.0,30.0,0.0,31.0,28.0,5.0,13.0,0.0,0.0,17.0,8.0,0.0,0.0,17.0,18.0,40.0,5.0,8.0,0.0,0.0,9.0,2.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,23.0,33.0,2.0,0.0,18.0,0.0,30.0,0.0,14.0,0.0,0.0,21.0,7.0,0.0,9.0,18.0,55.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,1.0,3.0,0.0,0.0,11.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.0,9.0,6.0,14.0,7.0,10.0,5.0,0.0,20.0,0.0,20.0,8.0,8.0,33.0,12.0,1.0,7.0,0.0,8.0,0.0,11.0,13.0,0.0,22.0,0.0,0.0,3.0,4.0,32.0,13.0,0.0,0.0,33.0,18.0,24.0,0.0,0.0,4.0,37.0,9.0,9.0,0.0,0.0,119.0,24.0,0.0,250.0,0.0,33.0,0.0,15.0,0.0,10.0,1.0,0.0,0.0,67.0,0.0,15.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.0,25.0,1.0,2.0,13.0,0.0,21.0,3.0,22.0,55.0,0.0,22.0,0.0,21.0,5.0,0.0,73.0,39.0,55.0,0.0,74.0,35.0,34.0,3.0,0.0,79.0,0.0,156.0,14.0,241.0,2.0,1.0,5.0,76.0,0.0,0.0,0.0,16.0,0.0,61.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,45.0,58.0,9.0,1.0,18.0,7.0,7.0,2.0,6.0,12.0,25.0,0.0,0.0,17.0,18.0,0.0,33.0,0.0,26.0,2.0,0.0,16.0,17.0,1.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,31.0,11.0,37.0,19.0,21.0,0.0,0.0,0.0,7.0,5.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,12.0,30.0,0.0,38.0,5.0,0.0,20.0,10.0,7.0,4.0,0.0,13.0,28.0,15.0,15.0,49.0,24.0,13.0,32.0,27.0,38.0,38.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6.0,10.0,5.0,3.0,8.0,60.0,0.0,1.0,12.0,9.0,36.0,28.0,33.0,0.0,8.0,0.0,5.0,0.0,0.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
