,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132
41,11.0,17.0,0.0,9.0,10.0,0.0,2.0,0.0,9.0,5.0,25.0,6.0,22.0,0.0,33.0,19.0,33.0,51.0,20.0,0.0,68.0,27.0,77.0,14.0,24.0,9.0,0.0,51.0,0.0,90.0,10.0,13.0,0.0,13.0,28.0,0.0,0.0,4.0,0.0,1.0,21.0,6.0,7.0,23.0,0.0,21.0,2.0,0.0,1.0,2.0,4.0,13.0,2.0,6.0,2.0,4.0,8.0,23.0,22.0,0.0,18.0,17.0,0.0,0.0,14.0,3.0,2.0,0.0,0.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,16.0,18.0,3.0,22.0,0.0,24.0,0.0,0.0,13.0,30.0,0.0,22.0,15.0,27.0,0.0,0.0,4.0,11.0,1.0,14.0,2.0,0.0,14.0,21.0,0.0,3.0,0.0,4.0,12.0,8.0,8.0,10.0,0.0,3.0,12.0,26.0,46.0,21.0,1.0,0.0,3.0,23.0,0.0,0.0,0.0,11.0,0.0,15.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,21.0,0.0,0.0,5.0,70.0,0.0,18.0,0.0,5.0,23.0,29.0,14.0,22.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,63.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,14.0,7.0,12.0,0.0,31.0,20.0,73.0,31.0,33.0,0.0,1.0,9.0,11.0,60.0,45.0,20.0,0.0,5.0,31.0,13.0,67.0,62.0,37.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,14.0,13.0,36.0,20.0,0.0,13.0,0.0,22.0,0.0,31.0,31.0,7.0,16.0,19.0,29.0,3.0,44.0,53.0,0.0,75.0,0.0,53.0,0.0,42.0,27.0,48.0,25.0,0.0,10.0,17.0,18.0,32.0,28.0,18.0,20.0,56.0,5.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,26.0,24.0,23.0,4.0,14.0,48.0,0.0,4.0,35.0,40.0,21.0,16.0,88.0,118.0,0.0,16.0,13.0,0.0,18.0,63.0,89.0,0.0,120.0,29.0,0.0,22.0,0.0,23.0,40.0,9.0,17.0,54.0,10.0,25.0,2.0,137.0,16.0,10.0,11.0,57.0,24.0,1.0,26.0,112.0,12.0,110.0,116.0,75.0,219.0,0.0,0.0,0.0,127.0,62.0,0.0,0.0,0.0,140.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,1.0,11.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,12.0,3.0,20.0,4.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,3.0,64.0,100.0,66.0,0.0,12.0,62.0,48.0,0.0,0.0,42.0,24.0,1.0,15.0,0.0,53.0,1.0,47.0,29.0,2.0,0.0,0.0,14.0,98.0,213.0,86.0,31.0,0.0,124.0,0.0,256.0,361.0,0.0,11.0,57.0,0.0,0.0,27.0,285.0,0.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,4.0,16.0,1.0,3.0,23.0,6.0,9.0,2.0,16.0,19.0,0.0,6.0,35.0,14.0,105.0,1.0,9.0,58.0,11.0,0.0,2.0,25.0,0.0,8.0,41.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,38.0,61.0,28.0,35.0,0.0,282.0,9.0,17.0,0.0,40.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,28.0,44.0,12.0,8.0,16.0,2.0,7.0,0.0,2.0,8.0,0.0,0.0,37.0,0.0,28.0,11.0,0.0,16.0,12.0,0.0,32.0,40.0,3.0,9.0,13.0,11.0,13.0,12.0,0.0,0.0,0.0,13.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,12.0,0.0,8.0,12.0,12.0,5.0,35.0,26.0,3.0,7.0,0.0,1.0,1.0,16.0,120.0,4.0,15.0,17.0,0.0,7.0,44.0,0.0,12.0,10.0,12.0,0.0,0.0,13.0,44.0,8.0,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,8.0,47.0,7.0,8.0,15.0,0.0,5.0,12.0,20.0,50.0,0.0,26.0,0.0,13.0,1.0,0.0,6.0,4.0,2.0,4.0,5.0,5.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,22.0,0.0,1.0,8.0,14.0,2.0,20.0,15.0,19.0,34.0,7.0,15.0,15.0,3.0,25.0,15.0,8.0,14.0,28.0,10.0,14.0,18.0,34.0,28.0,17.0,52.0,263.0,0.0,44.0,34.0,0.0,0.0,52.0,9.0,18.0,0.0,14.0,28.0,18.0,17.0,0.0,0.0,78.0,11.0,67.0,15.0,0.0,0.0,0.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,20.0,45.0,0.0,0.0,45.0,0.0,7.0,39.0,23.0,0.0,13.0,30.0,24.0,13.0,0.0,41.0,1.0,0.0,36.0,7.0,151.0,37.0,35.0,68.0,89.0,40.0,19.0,91.0,0.0,5.0,145.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,34.0,6.0,10.0,12.0,12.0,22.0,0.0,21.0,0.0,36.0,14.0,5.0,8.0,14.0,13.0,14.0,30.0,0.0,23.0,0.0,0.0,34.0,4.0,25.0,24.0,28.0,15.0,14.0,0.0,23.0,0.0,0.0,39.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,13.0,38.0,12.0,51.0,1.0,12.0,42.0,0.0,8.0,21.0,0.0,2.0,7.0,25.0,14.0,46.0,0.0,6.0,4.0,3.0,9.0,11.0,0.0,28.0,28.0,2.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,20.0,0.0,0.0,25.0,3.0,22.0,30.0,0.0,14.0,8.0,6.0,32.0,0.0,37.0,43.0,0.0,0.0,27.0,0.0,2.0,37.0,6.0,22.0,29.0,0.0,24.0,29.0,0.0,0.0,0.0,25.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,23.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,24.0,11.0,8.0,38.0,12.0,0.0,0.0,0.0,27.0,9.0,0.0,2.0,7.0,3.0,0.0,22.0,24.0,7.0,10.0,0.0,0.0,56.0,0.0,8.0,3.0,18.0,30.0,16.0,8.0,2.0,1.0,10.0,0.0,0.0,11.0,34.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0,30.0,4.0,3.0,12.0,9.0,1.0,0.0,12.0,13.0,9.0,35.0,19.0,0.0,2.0,24.0,12.0,102.0,63.0,36.0,15.0,0.0,40.0,27.0,11.0,24.0,0.0,3.0,4.0,0.0,7.0,9.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,30.0,18.0,3.0,16.0,0.0,10.0,1.0,0.0,21.0,14.0,18.0,16.0,0.0,57.0,11.0,15.0,6.0,52.0,18.0,33.0,229.0,2.0,60.0,6.0,59.0,24.0,22.0,0.0,10.0,253.0,23.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,5.0,0.0,3.0,33.0,1.0,3.0,12.0,14.0,7.0,0.0,4.0,0.0,25.0,12.0,86.0,17.0,25.0,7.0,14.0,33.0,22.0,41.0,14.0,0.0,29.0,29.0,14.0,21.0,80.0,47.0,67.0,10.0,9.0,8.0,0.0,0.0,7.0,69.0,22.0,176.0,15.0,0.0,9.0,0.0,0.0,0.0,41.0,0.0,2.0,3.0,5.0,20.0,0.0,0.0,0.0,17.0,17.0,265.0,0.0,12.0,372.0,523.0,103.0,390.0,357.0,199.0,14.0,17.0,32.0,236.0,203.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,10.0,21.0,14.0,14.0,0.0,0.0,15.0,10.0,20.0,1.0,12.0,0.0,71.0,29.0,55.0,2.0,0.0,18.0,15.0,13.0,8.0,10.0,1.0,2.0,15.0,0.0,176.0,66.0,4.0,0.0,1.0,38.0,0.0,99.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,47.0,0.0,59.0,6.0,15.0,3.0,15.0,2.0,9.0,9.0,0.0,0.0,4.0,29.0,21.0,0.0,0.0,14.0,0.0,27.0,5.0,24.0,18.0,0.0,45.0,45.0,39.0,51.0,275.0,81.0,35.0,42.0,6.0,0.0,42.0,12.0,9.0,27.0,20.0,11.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,34.0,14.0,30.0,2.0,9.0,8.0,13.0,0.0,16.0,33.0,58.0,1.0,0.0,14.0,25.0,3.0,0.0,90.0,29.0,72.0,118.0,125.0,0.0,5.0,17.0,66.0,0.0,23.0,7.0,36.0,6.0,66.0,54.0,24.0,187.0,59.0,99.0,55.0,28.0,34.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0,29.0,0.0,20.0,11.0,55.0,0.0,0.0,28.0,2.0,4.0,7.0,13.0,18.0,5.0,0.0,65.0,11.0,0.0,0.0,325.0,0.0,97.0,1.0,141.0,59.0,112.0,134.0,0.0,67.0,14.0,46.0,153.0,54.0,185.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,42.0,18.0,0.0,18.0,0.0,16.0,50.0,44.0,3.0,2.0,23.0,9.0,47.0,107.0,1.0,23.0,42.0,37.0,0.0,28.0,0.0,28.0,6.0,0.0,19.0,12.0,0.0,11.0,10.0,0.0,9.0,7.0,10.0,3.0,1.0,3.0,0.0,2.0,2.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,15.0,3.0,0.0,31.0,20.0,23.0,11.0,9.0,10.0,23.0,20.0,23.0,0.0,9.0,5.0,13.0,24.0,34.0,0.0,45.0,4.0,13.0,10.0,12.0,11.0,17.0,38.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,24.0,6.0,45.0,0.0,21.0,0.0,0.0,1.0,17.0,0.0,20.0,0.0,17.0,35.0,33.0,0.0,30.0,0.0,1.0,39.0,0.0,19.0,19.0,9.0,0.0,28.0,31.0,16.0,13.0,2.0,10.0,2.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,17.0,20.0,0.0,0.0,15.0,83.0,134.0,61.0,36.0,152.0,14.0,69.0,31.0,0.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4.0,21.0,44.0,0.0,29.0,21.0,8.0,10.0,0.0,1.0,2.0,21.0,54.0,3.0,0.0,61.0,47.0,116.0,24.0,22.0,52.0,37.0,13.0,63.0,0.0,4.0,65.0,35.0,24.0,40.0,20.0,62.0,0.0,0.0,97.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,33.0,25.0,7.0,0.0,15.0,0.0,6.0,22.0,30.0,2.0,3.0,2.0,21.0,40.0,44.0,56.0,6.0,15.0,11.0,0.0,90.0,13.0,0.0,0.0,14.0,91.0,41.0,0.0,245.0,6.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0,6.0,20.0,0.0,14.0,2.0,0.0,28.0,25.0,85.0,21.0,5.0,24.0,35.0,0.0,25.0,7.0,0.0,4.0,33.0,0.0,43.0,22.0,21.0,0.0,21.0,19.0,61.0,14.0,0.0,0.0,0.0,11.0,31.0,32.0,34.0,5.0,0.0,15.0,0.0,0.0,205.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4.0,11.0,18.0,12.0,8.0,0.0,55.0,9.0,0.0,0.0,21.0,0.0,6.0,2.0,27.0,16.0,26.0,0.0,39.0,0.0,30.0,12.0,0.0,0.0,23.0,23.0,0.0,21.0,16.0,16.0,45.0,0.0,0.0,22.0,0.0,26.0,15.0,79.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,9.0,6.0,13.0,24.0,24.0,9.0,15.0,0.0,5.0,18.0,17.0,16.0,14.0,23.0,108.0,7.0,38.0,16.0,20.0,33.0,39.0,12.0,1.0,54.0,0.0,0.0,47.0,26.0,0.0,56.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,11.0,27.0,1.0,0.0,4.0,14.0,1.0,5.0,14.0,0.0,51.0,7.0,10.0,14.0,9.0,17.0,8.0,0.0,9.0,0.0,18.0,18.0,38.0,0.0,29.0,27.0,7.0,19.0,9.0,0.0,5.0,4.0,9.0,9.0,1.0,13.0,24.0,9.0,0.0,0.0,34.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,13.0,10.0,9.0,4.0,10.0,13.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,14.0,26.0,23.0,39.0,30.0,19.0,17.0,0.0,5.0,51.0,1.0,7.0,31.0,27.0,0.0,15.0,1.0,0.0,11.0,17.0,33.0,13.0,2.0,6.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,12.0,27.0,42.0,0.0,39.0,0.0,45.0,12.0,38.0,2.0,61.0,43.0,4.0,17.0,4.0,0.0,39.0,14.0,99.0,10.0,18.0,32.0,134.0,32.0,34.0,203.0,22.0,117.0,0.0,56.0,195.0,11.0,23.0,0.0,34.0,178.0,306.0,3.0,0.0,24.0,0.0,7.0,0.0,0.0,12.0,0.0,62.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,135.0,3.0,0.0,11.0,138.0,65.0,41.0,29.0,177.0,65.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0,6.0,0.0,5.0,29.0,0.0,37.0,8.0,6.0,12.0,18.0,21.0,14.0,0.0,20.0,11.0,10.0,0.0,0.0,0.0,6.0,27.0,0.0,0.0,14.0,0.0,26.0,16.0,11.0,17.0,102.0,26.0,89.0,26.0,34.0,200.0,132.0,52.0,115.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,11.0,13.0,8.0,66.0,4.0,0.0,36.0,0.0,18.0,24.0,4.0,0.0,11.0,0.0,1.0,13.0,0.0,2.0,62.0,57.0,0.0,6.0,29.0,0.0,12.0,48.0,10.0,0.0,17.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,7.0,2.0,21.0,0.0,28.0,1.0,12.0,5.0,0.0,0.0,7.0,5.0,0.0,43.0,45.0,35.0,0.0,0.0,65.0,57.0,45.0,37.0,50.0,8.0,0.0,8.0,9.0,0.0,0.0,0.0,7.0,14.0,2.0,6.0,16.0,0.0,29.0,20.0,88.0,2.0,0.0,7.0,17.0,0.0,22.0,0.0,29.0,1.0,0.0,1.0,91.0,0.0,0.0,715.0,33.0,2.0,0.0,0.0,5.0,0.0,12.0,20.0,8.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2.0,26.0,5.0,2.0,18.0,6.0,26.0,38.0,20.0,32.0,3.0,10.0,13.0,29.0,14.0,17.0,4.0,0.0,42.0,27.0,27.0,0.0,84.0,4.0,0.0,71.0,5.0,71.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,9.0,7.0,2.0,0.0,12.0,28.0,27.0,0.0,107.0,0.0,91.0,7.0,17.0,10.0,0.0,32.0,0.0,0.0,26.0,23.0,12.0,11.0,3.0,32.0,2.0,12.0,23.0,0.0,43.0,0.0,6.0,11.0,0.0,56.0,42.0,61.0,3.0,0.0,0.0,171.0,63.0,0.0,0.0,0.0,68.0,9.0,543.0,41.0,76.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,21.0,8.0,14.0,14.0,75.0,0.0,4.0,21.0,18.0,0.0,13.0,0.0,40.0,20.0,1.0,13.0,8.0,4.0,0.0,0.0,0.0,25.0,55.0,22.0,0.0,0.0,23.0,0.0,27.0,54.0,0.0,32.0,0.0,0.0,0.0,172.0,33.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0,2.0,9.0,5.0,46.0,0.0,26.0,0.0,0.0,12.0,13.0,0.0,22.0,34.0,42.0,16.0,11.0,8.0,3.0,50.0,2.0,5.0,10.0,13.0,15.0,30.0,3.0,10.0,20.0,0.0,41.0,0.0,74.0,0.0,0.0,6.0,0.0,5.0,0.0,7.0,0.0,3.0,1.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2.0,0.0,13.0,1.0,8.0,10.0,5.0,9.0,8.0,14.0,34.0,25.0,9.0,0.0,0.0,5.0,4.0,248.0,72.0,0.0,0.0,39.0,0.0,4.0,402.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,20.0,7.0,16.0,25.0,3.0,20.0,50.0,21.0,14.0,11.0,38.0,44.0,69.0,15.0,23.0,68.0,36.0,24.0,0.0,10.0,0.0,3.0,8.0,40.0,0.0,31.0,0.0,270.0,0.0,0.0,36.0,18.0,181.0,31.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,9.0,24.0,6.0,0.0,13.0,17.0,18.0,9.0,0.0,0.0,27.0,41.0,6.0,45.0,11.0,0.0,6.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8.0,46.0,10.0,2.0,49.0,10.0,8.0,0.0,5.0,7.0,0.0,33.0,39.0,29.0,1.0,15.0,0.0,12.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,7.0,15.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,17.0,16.0,42.0,27.0,3.0,34.0,58.0,125.0,54.0,11.0,3.0,33.0,23.0,23.0,88.0,0.0,43.0,8.0,1.0,41.0,45.0,0.0,0.0,34.0,0.0,49.0,33.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,8.0,9.0,3.0,0.0,7.0,13.0,13.0,12.0,20.0,5.0,26.0,0.0,0.0,15.0,122.0,0.0,54.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,10.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,13.0,11.0,9.0,10.0,4.0,13.0,9.0,0.0,22.0,37.0,3.0,16.0,21.0,43.0,124.0,120.0,15.0,0.0,0.0,47.0,49.0,103.0,22.0,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.0,23.0,0.0,14.0,2.0,11.0,11.0,10.0,16.0,32.0,50.0,0.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
