,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
54,5.0,14.0,14.0,16.0,27.0,30.0,44.0,16.0,36.0,0.0,5.0,70.0,19.0,74.0,50.0,47.0,14.0,152.0,287.0,19.0,0.0,0.0,34.0,20.0,22.0,10.0,30.0,0.0,84.0,51.0,57.0,0.0,84.0,164.0,247.0,126.0,3.0,15.0,13.0,28.0,24.0,0.0,2.0,0.0,8.0,9.0,3.0,0.0,5.0,5.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3.0,9.0,29.0,4.0,15.0,54.0,43.0,16.0,21.0,11.0,11.0,26.0,19.0,19.0,73.0,0.0,33.0,0.0,55.0,0.0,23.0,21.0,68.0,22.0,22.0,0.0,39.0,16.0,95.0,137.0,3.0,13.0,11.0,0.0,28.0,740.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,11.0,9.0,32.0,0.0,45.0,24.0,10.0,5.0,29.0,9.0,22.0,23.0,77.0,40.0,68.0,11.0,11.0,77.0,48.0,51.0,12.0,44.0,20.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,11.0,4.0,4.0,33.0,0.0,2.0,18.0,29.0,32.0,26.0,71.0,1.0,112.0,2.0,30.0,1.0,0.0,37.0,59.0,9.0,203.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,17.0,22.0,6.0,3.0,15.0,16.0,15.0,5.0,32.0,30.0,2.0,6.0,27.0,8.0,47.0,29.0,0.0,73.0,37.0,0.0,0.0,66.0,0.0,109.0,0.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,22.0,5.0,28.0,39.0,14.0,18.0,19.0,10.0,4.0,13.0,3.0,49.0,0.0,1.0,26.0,0.0,8.0,17.0,6.0,0.0,0.0,0.0,0.0,15.0,24.0,33.0,0.0,0.0,0.0,64.0,0.0,0.0,2.0,0.0,198.0,21.0,35.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,84.0,14.0,40.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0,9.0,0.0,4.0,25.0,49.0,21.0,9.0,11.0,0.0,47.0,6.0,8.0,18.0,0.0,8.0,186.0,0.0,0.0,0.0,41.0,41.0,66.0,61.0,0.0,0.0,13.0,189.0,0.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,20.0,19.0,18.0,25.0,13.0,26.0,0.0,26.0,0.0,0.0,14.0,26.0,12.0,0.0,31.0,3.0,0.0,79.0,0.0,109.0,6.0,68.0,6.0,82.0,47.0,17.0,0.0,0.0,0.0,0.0,103.0,14.0,0.0,185.0,235.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2.0,4.0,19.0,7.0,14.0,1.0,23.0,26.0,16.0,12.0,30.0,0.0,51.0,0.0,0.0,55.0,30.0,1.0,11.0,0.0,22.0,0.0,26.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,11.0,10.0,0.0,11.0,0.0,122.0,35.0,8.0,88.0,40.0,14.0,39.0,45.0,54.0,63.0,124.0,89.0,0.0,6.0,15.0,0.0,90.0,0.0,57.0,57.0,122.0,43.0,3.0,0.0,57.0,35.0,81.0,53.0,0.0,17.0,528.0,15.0,70.0,153.0,0.0,28.0,141.0,63.0,1.0,0.0,10.0,8.0,9.0,0.0,0.0,4.0,0.0,28.0,14.0,20.0,30.0,8.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,21.0,18.0,12.0,1.0,23.0,19.0,20.0,57.0,8.0,0.0,11.0,15.0,11.0,17.0,13.0,9.0,20.0,0.0,50.0,90.0,68.0,24.0,28.0,0.0,0.0,7.0,65.0,27.0,5.0,33.0,30.0,27.0,110.0,76.0,0.0,4.0,0.0,0.0,282.0,0.0,35.0,0.0,0.0,0.0,0.0,24.0,7.0,8.0,48.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,20.0,9.0,45.0,24.0,12.0,26.0,0.0,12.0,9.0,12.0,39.0,0.0,0.0,28.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,11.0,20.0,19.0,35.0,6.0,46.0,23.0,7.0,26.0,180.0,148.0,18.0,40.0,86.0,53.0,0.0,9.0,26.0,15.0,1.0,14.0,0.0,6.0,22.0,0.0,0.0,66.0,0.0,22.0,38.0,4.0,3.0,26.0,19.0,35.0,16.0,62.0,5.0,152.0,61.0,52.0,0.0,181.0,4.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,10.0,31.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,11.0,3.0,9.0,0.0,0.0,64.0,384.0,48.0,15.0,19.0,0.0,46.0,79.0,139.0,0.0,220.0,,,,,,,,,,,,,,,,,,,
67,21.0,23.0,30.0,15.0,29.0,21.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,19.0,53.0,13.0,2.0,88.0,24.0,24.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,15.0,43.0,0.0,8.0,18.0,6.0,17.0,16.0,1.0,29.0,10.0,17.0,7.0,34.0,14.0,18.0,3.0,22.0,14.0,0.0,41.0,9.0,64.0,0.0,0.0,29.0,0.0,17.0,93.0,28.0,39.0,175.0,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0,8.0,8.0,14.0,64.0,0.0,14.0,61.0,20.0,9.0,1.0,29.0,10.0,61.0,8.0,109.0,16.0,14.0,30.0,43.0,6.0,5.0,3.0,40.0,0.0,16.0,5.0,4.0,5.0,6.0,5.0,18.0,31.0,14.0,13.0,0.0,0.0,12.0,0.0,2.0,4.0,28.0,31.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0,9.0,0.0,0.0,8.0,5.0,22.0,17.0,19.0,0.0,14.0,20.0,17.0,21.0,32.0,0.0,52.0,50.0,0.0,68.0,0.0,35.0,17.0,0.0,51.0,0.0,15.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,24.0,18.0,18.0,0.0,3.0,21.0,9.0,21.0,59.0,12.0,73.0,0.0,0.0,15.0,109.0,37.0,0.0,23.0,11.0,8.0,47.0,10.0,5.0,12.0,16.0,37.0,20.0,0.0,4.0,19.0,32.0,3.0,20.0,3.0,0.0,7.0,0.0,4.0,21.0,4.0,3.0,23.0,16.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.0,40.0,20.0,20.0,0.0,3.0,39.0,7.0,0.0,6.0,5.0,8.0,2.0,27.0,24.0,69.0,0.0,88.0,18.0,92.0,18.0,4.0,9.0,16.0,12.0,44.0,0.0,71.0,23.0,39.0,50.0,84.0,187.0,0.0,94.0,88.0,50.0,23.0,53.0,29.0,125.0,121.0,7.0,96.0,12.0,0.0,180.0,125.0,0.0,41.0,0.0,117.0,51.0,14.0,4.0,78.0,91.0,20.0,285.0,445.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,20.0,1.0,0.0,36.0,10.0,0.0,12.0,25.0,12.0,24.0,87.0,33.0,108.0,15.0,159.0,48.0,188.0,81.0,61.0,70.0,93.0,9.0,8.0,7.0,0.0,62.0,224.0,76.0,144.0,131.0,5.0,132.0,0.0,43.0,9.0,2.0,16.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0,23.0,9.0,0.0,19.0,44.0,27.0,37.0,52.0,0.0,14.0,67.0,24.0,36.0,11.0,39.0,64.0,9.0,138.0,23.0,83.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,9.0,11.0,0.0,25.0,7.0,0.0,23.0,0.0,17.0,17.0,19.0,29.0,10.0,13.0,59.0,7.0,0.0,0.0,62.0,53.0,101.0,0.0,25.0,28.0,62.0,163.0,0.0,0.0,19.0,0.0,18.0,0.0,42.0,0.0,0.0,81.0,34.0,100.0,36.0,67.0,20.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,15.0,1.0,16.0,9.0,15.0,32.0,8.0,0.0,0.0,21.0,88.0,23.0,312.0,264.0,297.0,281.0,3.0,38.0,28.0,80.0,21.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0,0.0,0.0,5.0,17.0,30.0,4.0,0.0,22.0,0.0,23.0,5.0,0.0,13.0,0.0,0.0,13.0,47.0,12.0,26.0,0.0,13.0,14.0,0.0,18.0,25.0,0.0,5.0,14.0,0.0,0.0,8.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,13.0,11.0,3.0,12.0,33.0,1.0,5.0,12.0,3.0,0.0,26.0,21.0,93.0,35.0,23.0,46.0,18.0,10.0,20.0,9.0,10.0,6.0,2.0,54.0,52.0,0.0,62.0,23.0,0.0,0.0,0.0,0.0,0.0,8.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,6.0,10.0,5.0,16.0,76.0,9.0,2.0,32.0,10.0,6.0,0.0,41.0,13.0,26.0,1.0,39.0,47.0,38.0,16.0,49.0,39.0,50.0,26.0,37.0,5.0,52.0,24.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,26.0,13.0,24.0,94.0,0.0,85.0,0.0,171.0,0.0,28.0,286.0,74.0,0.0,132.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,12.0,7.0,12.0,0.0,15.0,9.0,10.0,27.0,67.0,0.0,84.0,13.0,40.0,19.0,1.0,33.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0,0.0,3.0,10.0,17.0,1.0,37.0,69.0,50.0,21.0,29.0,38.0,16.0,27.0,75.0,22.0,48.0,10.0,8.0,46.0,7.0,41.0,125.0,2.0,40.0,0.0,38.0,57.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,24.0,13.0,7.0,0.0,45.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,15.0,5.0,7.0,11.0,5.0,0.0,35.0,5.0,21.0,0.0,12.0,8.0,14.0,15.0,0.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,12.0,12.0,16.0,0.0,16.0,26.0,1.0,0.0,16.0,19.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,6.0,0.0,15.0,11.0,14.0,13.0,42.0,27.0,0.0,8.0,0.0,14.0,0.0,7.0,4.0,0.0,10.0,35.0,3.0,26.0,12.0,2.0,45.0,47.0,0.0,80.0,38.0,0.0,6.0,0.0,0.0,0.0,34.0,0.0,15.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,5.0,40.0,8.0,4.0,41.0,21.0,87.0,0.0,48.0,6.0,16.0,78.0,17.0,25.0,15.0,65.0,19.0,34.0,158.0,0.0,17.0,29.0,0.0,6.0,0.0,24.0,0.0,138.0,22.0,58.0,15.0,0.0,66.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,5.0,5.0,7.0,0.0,11.0,9.0,15.0,45.0,17.0,61.0,6.0,22.0,11.0,25.0,77.0,0.0,18.0,33.0,0.0,67.0,29.0,20.0,25.0,57.0,79.0,31.0,98.0,98.0,47.0,64.0,38.0,13.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.0,12.0,37.0,3.0,22.0,0.0,12.0,27.0,10.0,0.0,27.0,5.0,0.0,16.0,20.0,12.0,0.0,8.0,12.0,27.0,0.0,0.0,10.0,3.0,9.0,14.0,10.0,0.0,17.0,13.0,11.0,14.0,3.0,0.0,0.0,5.0,0.0,0.0,4.0,40.0,6.0,8.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,
89,33.0,15.0,0.0,0.0,39.0,0.0,21.0,1.0,47.0,0.0,7.0,17.0,18.0,50.0,5.0,9.0,24.0,34.0,0.0,79.0,0.0,0.0,30.0,1.0,0.0,6.0,40.0,0.0,1.0,0.0,51.0,0.0,8.0,0.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0,55.0,32.0,21.0,13.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,3.0,20.0,27.0,25.0,2.0,6.0,42.0,69.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,139.0,0.0,345.0,36.0,0.0,141.0,12.0,0.0,0.0,35.0,0.0,47.0,8.0,34.0,0.0,18.0,0.0,14.0,219.0,172.0,36.0,8.0,0.0,34.0,0.0,44.0,0.0,10.0,26.0,21.0,9.0,14.0,21.0,0.0,120.0,32.0,35.0,14.0,4.0,13.0,160.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,14.0,0.0,2.0,22.0,2.0,5.0,16.0,20.0,14.0,0.0,0.0,0.0,9.0,34.0,12.0,39.0,25.0,0.0,0.0,11.0,33.0,39.0,0.0,20.0,10.0,2.0,10.0,0.0,26.0,81.0,601.0,18.0,5.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,57.0,8.0,19.0,16.0,5.0,17.0,0.0,12.0,3.0,56.0,179.0,55.0,11.0,48.0,69.0,110.0,3.0,0.0,0.0,15.0,7.0,146.0,190.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,7.0,15.0,10.0,19.0,26.0,4.0,0.0,36.0,0.0,16.0,0.0,2.0,0.0,41.0,33.0,22.0,0.0,57.0,0.0,43.0,3.0,9.0,8.0,36.0,17.0,31.0,62.0,0.0,37.0,0.0,111.0,0.0,78.0,9.0,48.0,39.0,27.0,11.0,0.0,0.0,99.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,3.0,48.0,0.0,31.0,430.0,296.0,0.0,23.0,55.0,43.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2.0,9.0,14.0,0.0,5.0,17.0,0.0,0.0,0.0,50.0,0.0,27.0,41.0,10.0,19.0,31.0,34.0,36.0,19.0,52.0,51.0,7.0,15.0,50.0,44.0,79.0,32.0,112.0,32.0,0.0,45.0,2.0,0.0,13.0,53.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,28.0,16.0,1.0,5.0,0.0,20.0,0.0,0.0,14.0,13.0,3.0,5.0,8.0,0.0,0.0,83.0,15.0,46.0,81.0,69.0,18.0,122.0,43.0,37.0,31.0,86.0,17.0,25.0,0.0,0.0,90.0,46.0,70.0,37.0,21.0,31.0,0.0,29.0,96.0,214.0,0.0,0.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,18.0,4.0,4.0,24.0,41.0,30.0,22.0,13.0,14.0,0.0,0.0,0.0,16.0,4.0,95.0,20.0,0.0,47.0,9.0,11.0,0.0,18.0,26.0,6.0,85.0,7.0,0.0,0.0,0.0,7.0,99.0,0.0,155.0,44.0,165.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.0,22.0,21.0,11.0,5.0,39.0,2.0,6.0,17.0,8.0,34.0,33.0,0.0,21.0,6.0,26.0,10.0,4.0,8.0,0.0,78.0,0.0,26.0,33.0,283.0,596.0,0.0,33.0,37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.0,15.0,20.0,14.0,0.0,7.0,1.0,23.0,0.0,10.0,43.0,46.0,34.0,7.0,15.0,0.0,16.0,132.0,111.0,0.0,35.0,0.0,16.0,12.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,22.0,3.0,27.0,31.0,26.0,45.0,62.0,17.0,0.0,14.0,0.0,8.0,0.0,62.0,29.0,14.0,4.0,114.0,5.0,14.0,0.0,100.0,28.0,12.0,0.0,37.0,0.0,0.0,276.0,0.0,0.0,88.0,5.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,19.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,6.0,0.0,28.0,14.0,7.0,12.0,21.0,14.0,19.0,0.0,45.0,18.0,8.0,52.0,37.0,79.0,35.0,7.0,11.0,19.0,10.0,22.0,8.0,27.0,0.0,28.0,0.0,0.0,13.0,14.0,60.0,8.0,189.0,0.0,113.0,18.0,16.0,2.0,104.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,13.0,10.0,5.0,9.0,5.0,16.0,31.0,24.0,35.0,5.0,31.0,4.0,50.0,33.0,35.0,0.0,127.0,14.0,4.0,35.0,0.0,0.0,146.0,0.0,34.0,30.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,19.0,21.0,13.0,22.0,27.0,13.0,21.0,29.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,16.0,11.0,32.0,60.0,0.0,0.0,68.0,0.0,21.0,51.0,0.0,0.0,0.0,54.0,1.0,0.0,355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,12.0,5.0,39.0,0.0,25.0,2.0,37.0,7.0,13.0,11.0,63.0,0.0,0.0,71.0,13.0,26.0,0.0,26.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,14.0,20.0,0.0,0.0,34.0,0.0,28.0,55.0,30.0,13.0,34.0,13.0,0.0,38.0,1.0,0.0,4.0,2.0,9.0,60.0,26.0,26.0,14.0,0.0,10.0,0.0,0.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,53.0,28.0,5.0,19.0,0.0,107.0,21.0,24.0,62.0,0.0,29.0,42.0,115.0,72.0,122.0,102.0,0.0,43.0,0.0,17.0,17.0,19.0,7.0,42.0,5.0,26.0,117.0,49.0,8.0,107.0,0.0,78.0,17.0,71.0,104.0,66.0,12.0,67.0,148.0,207.0,40.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,31.0,0.0,11.0,17.0,2.0,49.0,16.0,21.0,11.0,18.0,64.0,27.0,204.0,320.0,323.0,68.0,61.0,59.0,0.0,108.0,138.0,16.0,397.0,56.0,46.0,105.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,38.0,13.0,14.0,11.0,54.0,5.0,5.0,7.0,11.0,42.0,40.0,10.0,125.0,7.0,76.0,44.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1.0,11.0,22.0,14.0,1.0,12.0,0.0,31.0,0.0,6.0,38.0,22.0,28.0,64.0,30.0,16.0,44.0,45.0,0.0,52.0,40.0,197.0,0.0,36.0,7.0,0.0,129.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,10.0,24.0,0.0,19.0,0.0,21.0,12.0,0.0,30.0,16.0,20.0,79.0,0.0,20.0,11.0,5.0,29.0,13.0,12.0,24.0,0.0,0.0,10.0,168.0,2.0,52.0,11.0,17.0,4.0,77.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,24.0,50.0,24.0,142.0,10.0,13.0,0.0,0.0,27.0,59.0,14.0,75.0,7.0,7.0,0.0,66.0,20.0,61.0,35.0,101.0,19.0,20.0,81.0,4.0,425.0,27.0,285.0,18.0,48.0,7.0,31.0,152.0,28.0,211.0,24.0,5.0,141.0,40.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,22.0,14.0,10.0,10.0,0.0,0.0,3.0,15.0,10.0,0.0,0.0,42.0,31.0,76.0,22.0,26.0,7.0,5.0,7.0,18.0,8.0,0.0,0.0,25.0,8.0,12.0,1.0,0.0,24.0,11.0,0.0,0.0,0.0,6.0,292.0,71.0,0.0,0.0,0.0,538.0,172.0,146.0,7.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,28.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,13.0,35.0,22.0,23.0,5.0,0.0,29.0,92.0,0.0,2.0,14.0,16.0,10.0,0.0,17.0,79.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,10.0,0.0,12.0,6.0,10.0,27.0,17.0,0.0,4.0,0.0,11.0,15.0,22.0,85.0,40.0,0.0,15.0,38.0,32.0,0.0,81.0,15.0,39.0,50.0,1.0,1.0,6.0,37.0,43.0,2.0,41.0,11.0,8.0,0.0,1.0,61.0,38.0,0.0,23.0,0.0,11.0,28.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.0,18.0,0.0,22.0,2.0,22.0,14.0,23.0,1.0,9.0,13.0,10.0,0.0,2.0,9.0,0.0,54.0,31.0,31.0,27.0,36.0,54.0,52.0,20.0,44.0,5.0,16.0,28.0,176.0,14.0,0.0,21.0,0.0,38.0,0.0,59.0,0.0,0.0,6.0,3.0,24.0,103.0,128.0,26.0,4.0,84.0,5.0,0.0,178.0,0.0,29.0,0.0,0.0,7.0,7.0,26.0,12.0,0.0,0.0,51.0,1.0,17.0,0.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,18.0,16.0,0.0,2.0,0.0,0.0,3.0,2.0,31.0,0.0,182.0,16.0,28.0,23.0,30.0,11.0,17.0,24.0,40.0,50.0,90.0,52.0,18.0,380.0,0.0,8.0,48.0,0.0,0.0,190.0,0.0,63.0,186.0,68.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
