,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
52,0.0,8.0,12.0,24.0,11.0,9.0,0.0,6.0,41.0,0.0,0.0,3.0,55.0,22.0,0.0,1.0,3.0,3.0,29.0,22.0,22.0,1.0,0.0,0.0,0.0,18.0,30.0,10.0,0.0,0.0,40.0,39.0,66.0,19.0,177.0,0.0,0.0,0.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,22.0,18.0,5.0,6.0,1.0,2.0,19.0,0.0,14.0,26.0,72.0,12.0,0.0,140.0,56.0,18.0,39.0,22.0,0.0,19.0,31.0,0.0,35.0,0.0,0.0,198.0,278.0,0.0,55.0,0.0,125.0,121.0,61.0,262.0,69.0,0.0,95.0,42.0,0.0,8.0,28.0,18.0,0.0,33.0,21.0,13.0,0.0,6.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,14.0,48.0,20.0,9.0,34.0,0.0,13.0,16.0,0.0,7.0,12.0,15.0,23.0,0.0,22.0,2.0,5.0,17.0,0.0,0.0,10.0,41.0,151.0,11.0,40.0,0.0,0.0,0.0,0.0,40.0,66.0,25.0,12.0,21.0,0.0,17.0,0.0,75.0,0.0,52.0,22.0,0.0,0.0,1.0,78.0,0.0,0.0,92.0,0.0,0.0,450.0,21.0,0.0,0.0,4.0,62.0,2.0,0.0,0.0,355.0,13.0,48.0,65.0,17.0,0.0,84.0,49.0,0.0,134.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
55,24.0,0.0,27.0,25.0,22.0,37.0,17.0,17.0,5.0,33.0,15.0,0.0,19.0,38.0,35.0,36.0,47.0,4.0,23.0,4.0,23.0,63.0,0.0,0.0,31.0,1.0,0.0,31.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,14.0,2.0,3.0,16.0,10.0,0.0,22.0,22.0,0.0,6.0,64.0,14.0,3.0,2.0,0.0,63.0,0.0,7.0,38.0,19.0,0.0,19.0,47.0,0.0,0.0,17.0,4.0,0.0,43.0,65.0,28.0,11.0,0.0,10.0,0.0,10.0,13.0,19.0,62.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,37.0,16.0,14.0,6.0,23.0,3.0,11.0,9.0,0.0,12.0,4.0,8.0,0.0,17.0,43.0,13.0,2.0,4.0,16.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,19.0,17.0,6.0,11.0,29.0,46.0,0.0,0.0,28.0,44.0,0.0,46.0,65.0,22.0,0.0,10.0,24.0,8.0,7.0,45.0,18.0,36.0,8.0,14.0,98.0,0.0,2.0,0.0,68.0,51.0,3.0,33.0,37.0,0.0,0.0,0.0,17.0,52.0,0.0,0.0,0.0,0.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,18.0,15.0,5.0,5.0,12.0,10.0,18.0,19.0,0.0,0.0,0.0,44.0,8.0,9.0,9.0,7.0,17.0,22.0,29.0,11.0,4.0,0.0,22.0,26.0,11.0,4.0,48.0,18.0,0.0,0.0,41.0,135.0,36.0,2.0,55.0,6.0,20.0,77.0,0.0,2.0,6.0,0.0,0.0,0.0,15.0,14.0,0.0,121.0,226.0,0.0,3.0,0.0,0.0,405.0,0.0,435.0,0.0,26.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,21.0,9.0,16.0,19.0,0.0,50.0,27.0,11.0,11.0,38.0,0.0,38.0,14.0,45.0,23.0,0.0,0.0,17.0,19.0,160.0,87.0,22.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,5.0,5.0,1.0,18.0,30.0,0.0,0.0,13.0,7.0,0.0,9.0,8.0,3.0,18.0,6.0,42.0,0.0,25.0,0.0,6.0,0.0,0.0,7.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,7.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,26.0,41.0,30.0,43.0,3.0,25.0,4.0,0.0,2.0,15.0,0.0,0.0,3.0,15.0,8.0,17.0,0.0,25.0,8.0,2.0,0.0,0.0,1.0,0.0,43.0,38.0,0.0,45.0,0.0,2.0,0.0,9.0,0.0,4.0,8.0,0.0,0.0,40.0,0.0,1.0,51.0,0.0,7.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0
62,1.0,12.0,12.0,0.0,17.0,42.0,10.0,4.0,13.0,20.0,48.0,15.0,12.0,23.0,54.0,5.0,0.0,15.0,4.0,17.0,160.0,20.0,7.0,0.0,34.0,0.0,13.0,0.0,5.0,129.0,17.0,0.0,23.0,0.0,0.0,126.0,0.0,30.0,51.0,0.0,0.0,0.0,0.0,12.0,0.0,124.0,53.0,0.0,20.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,15.0,0.0,30.0,6.0,25.0,20.0,20.0,53.0,0.0,2.0,17.0,4.0,8.0,5.0,10.0,0.0,10.0,0.0,24.0,52.0,3.0,4.0,67.0,44.0,20.0,0.0,0.0,32.0,12.0,0.0,14.0,0.0,0.0,29.0,149.0,2.0,0.0,99.0,10.0,6.0,91.0,18.0,22.0,43.0,282.0,50.0,252.0,51.0,31.0,145.0,1.0,19.0,68.0,49.0,42.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
