,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
43,9.0,0.0,22.0,2.0,4.0,0.0,15.0,63.0,0.0,16.0,70.0,3.0,5.0,4.0,35.0,8.0,13.0,70.0,17.0,0.0,15.0,13.0,2.0,0.0,0.0,39.0,0.0,0.0,27.0,1.0,35.0,9.0,4.0,0.0,14.0,13.0,0.0,8.0,0.0,0.0,5.0,0.0,4.0,20.0,35.0,42.0,2.0,0.0,3.0,0.0,46.0,15.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0,16.0,14.0,0.0,0.0,32.0,103.0,112.0,22.0,13.0,68.0,0.0,126.0,5.0,0.0,111.0,16.0,13.0,0.0,5.0,0.0,2.0,0.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,13.0,11.0,8.0,0.0,22.0,0.0,35.0,24.0,16.0,18.0,8.0,8.0,30.0,0.0,9.0,30.0,13.0,33.0,57.0,7.0,40.0,11.0,0.0,17.0,7.0,5.0,18.0,7.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,20.0,20.0,17.0,20.0,5.0,0.0,11.0,10.0,52.0,0.0,25.0,58.0,21.0,27.0,18.0,26.0,2.0,21.0,9.0,66.0,10.0,0.0,17.0,0.0,1.0,717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8.0,23.0,2.0,0.0,36.0,35.0,94.0,0.0,52.0,65.0,5.0,0.0,14.0,6.0,0.0,50.0,41.0,80.0,0.0,42.0,206.0,38.0,0.0,2.0,29.0,0.0,1.0,9.0,0.0,19.0,7.0,65.0,20.0,0.0,7.0,0.0,5.0,10.0,4.0,0.0,31.0,43.0,0.0,13.0,37.0,0.0,16.0,32.0,0.0,34.0,16.0,6.0,1.0,0.0,0.0,32.0,32.0,0.0,8.0,4.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,11.0,7.0,2.0,11.0,21.0,34.0,0.0,8.0,0.0,43.0,4.0,13.0,10.0,9.0,13.0,39.0,0.0,33.0,11.0,14.0,0.0,0.0,0.0,35.0,18.0,0.0,49.0,18.0,70.0,0.0,142.0,162.0,31.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,5.0,4.0,17.0,1.0,6.0,19.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,
49,6.0,24.0,0.0,5.0,0.0,95.0,29.0,55.0,26.0,0.0,22.0,20.0,37.0,101.0,55.0,13.0,12.0,3.0,0.0,0.0,39.0,13.0,17.0,0.0,176.0,92.0,194.0,25.0,0.0,95.0,194.0,342.0,82.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,29.0,9.0,16.0,17.0,26.0,19.0,8.0,12.0,13.0,14.0,8.0,22.0,24.0,0.0,25.0,39.0,41.0,0.0,0.0,10.0,38.0,35.0,61.0,67.0,37.0,0.0,0.0,122.0,0.0,33.0,39.0,17.0,22.0,59.0,11.0,12.0,2.0,41.0,0.0,1.0,28.0,24.0,165.0,48.0,50.0,13.0,7.0,56.0,58.0,0.0,257.0,0.0,314.0,297.0,132.0,51.0,222.0,0.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,27.0,3.0,3.0,49.0,6.0,0.0,93.0,32.0,12.0,6.0,22.0,0.0,0.0,78.0,77.0,16.0,45.0,21.0,0.0,0.0,0.0,7.0,26.0,0.0,0.0,45.0,9.0,5.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,42.0,18.0,0.0,0.0,0.0,117.0,0.0,0.0,27.0,106.0,24.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,6.0,22.0,0.0,15.0,0.0,4.0,2.0,23.0,0.0,53.0,96.0,139.0,126.0,48.0,0.0,16.0,21.0,53.0,0.0,0.0,0.0,50.0,0.0,0.0,89.0,1.0,69.0,16.0,42.0,11.0,8.0,29.0,12.0,120.0,0.0,17.0,140.0,225.0,0.0,229.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,24.0,0.0,0.0,24.0,30.0,30.0,36.0,44.0,13.0,38.0,13.0,22.0,97.0,30.0,371.0,26.0,55.0,0.0,0.0,10.0,84.0,51.0,40.0,0.0,3.0,7.0,9.0,0.0,64.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,14.0,10.0,52.0,0.0,48.0,11.0,10.0,0.0,69.0,0.0,21.0,47.0,21.0,46.0,139.0,19.0,0.0,124.0,41.0,0.0,22.0,0.0,4.0,0.0,52.0,74.0,21.0,0.0,0.0,0.0,144.0,61.0,205.0,2.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,10.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,23.0,0.0,27.0,14.0,0.0,63.0,0.0,26.0,7.0,0.0,24.0,0.0,15.0,0.0,5.0,105.0,0.0,6.0,15.0,8.0,106.0,45.0,6.0,10.0,6.0,0.0,47.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,5.0,156.0,233.0,9.0,82.0,56.0,0.0,0.0,46.0,63.0,0.0,0.0,0.0,1.0,30.0,0.0,3.0,34.0,0.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,14.0,51.0,16.0,15.0,42.0,50.0,0.0,2.0,123.0,11.0,40.0,52.0,92.0,54.0,1.0,11.0,16.0,30.0,23.0,2.0,0.0,0.0,50.0,0.0,45.0,47.0,7.0,49.0,9.0,11.0,5.0,90.0,0.0,23.0,25.0,0.0,0.0,69.0,0.0,22.0,0.0,176.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0,21.0,25.0,20.0,12.0,0.0,0.0,19.0,17.0,0.0,3.0,95.0,40.0,24.0,40.0,33.0,22.0,48.0,113.0,80.0,137.0,0.0,0.0,41.0,7.0,0.0,6.0,46.0,0.0,0.0,68.0,18.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,10.0,38.0,5.0,14.0,8.0,0.0,27.0,23.0,53.0,6.0,82.0,17.0,27.0,127.0,27.0,58.0,49.0,178.0,7.0,0.0,94.0,55.0,0.0,192.0,29.0,33.0,33.0,19.0,0.0,26.0,0.0,0.0,6.0,34.0,19.0,128.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,2.0,18.0,25.0,22.0,151.0,0.0,0.0,0.0,74.0,3.0,0.0,5.0,0.0,12.0,11.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0,12.0,30.0,0.0,34.0,18.0,50.0,17.0,8.0,8.0,0.0,9.0,42.0,55.0,73.0,0.0,25.0,152.0,0.0,208.0,24.0,63.0,45.0,49.0,82.0,25.0,126.0,37.0,40.0,111.0,1.0,20.0,6.0,22.0,34.0,41.0,10.0,0.0,0.0,0.0,17.0,106.0,312.0,84.0,0.0,7.0,197.0,26.0,24.0,90.0,116.0,19.0,22.0,0.0,310.0,34.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0,8.0,0.0,24.0,11.0,42.0,18.0,0.0,0.0,4.0,49.0,49.0,32.0,0.0,9.0,11.0,19.0,4.0,0.0,0.0,0.0,0.0,10.0,12.0,3.0,80.0,0.0,42.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,45.0,0.0,8.0,6.0,12.0,13.0,0.0,17.0,0.0,2.0,0.0,34.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,15.0,50.0,48.0,0.0,575.0,107.0,0.0,5.0,118.0,314.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,23.0,5.0,12.0,0.0,0.0,0.0,3.0,15.0,29.0,10.0,7.0,0.0,14.0,29.0,14.0,0.0,22.0,14.0,9.0,18.0,58.0,27.0,2.0,21.0,20.0,73.0,0.0,0.0,26.0,9.0,0.0,12.0,13.0,36.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,38.0,0.0,3.0,0.0,3.0,0.0,1.0,43.0,46.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,11.0,0.0,49.0,74.0,16.0,0.0,6.0,30.0,46.0,11.0,28.0,35.0,17.0,34.0,28.0,17.0,0.0,73.0,145.0,0.0,0.0,0.0,229.0,158.0,73.0,0.0,0.0,0.0,60.0,142.0,0.0,148.0,34.0,0.0,166.0,0.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,21.0,20.0,10.0,35.0,26.0,0.0,6.0,44.0,7.0,33.0,16.0,77.0,11.0,67.0,7.0,108.0,18.0,120.0,46.0,24.0,5.0,58.0,37.0,67.0,0.0,10.0,77.0,0.0,146.0,24.0,20.0,45.0,57.0,43.0,205.0,73.0,0.0,0.0,23.0,0.0,22.0,17.0,2.0,27.0,0.0,0.0,4.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,27.0,13.0,7.0,35.0,25.0,2.0,28.0,71.0,62.0,41.0,57.0,0.0,5.0,64.0,30.0,88.0,36.0,20.0,17.0,111.0,9.0,9.0,14.0,41.0,8.0,8.0,26.0,27.0,2.0,10.0,0.0,4.0,10.0,37.0,66.0,28.0,15.0,0.0,1.0,0.0,0.0,10.0,0.0,93.0,83.0,72.0,0.0,265.0,81.0,63.0,138.0,94.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9.0,13.0,4.0,4.0,10.0,6.0,0.0,16.0,37.0,0.0,8.0,36.0,35.0,0.0,0.0,0.0,19.0,0.0,399.0,164.0,0.0,6.0,690.0,104.0,2.0,35.0,50.0,61.0,180.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,50.0,0.0,54.0,8.0,18.0,0.0,73.0,34.0,39.0,10.0,11.0,4.0,18.0,12.0,11.0,4.0,4.0,4.0,18.0,1.0,11.0,2.0,10.0,4.0,0.0,0.0,3.0,12.0,0.0,0.0,3.0,0.0,8.0,20.0,4.0,31.0,0.0,6.0,27.0,29.0,0.0,42.0,17.0,8.0,53.0,1.0,8.0,0.0,0.0,26.0,24.0,6.0,0.0,51.0,0.0,0.0,49.0,0.0,95.0,16.0,20.0,23.0,114.0,0.0,40.0,0.0,7.0,0.0,0.0,5.0,0.0,43.0,13.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,15.0,0.0,4.0,0.0,15.0,6.0,9.0,4.0,13.0,6.0,9.0,2.0,15.0,8.0,5.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,25.0,38.0,12.0,0.0,21.0,6.0,28.0,15.0,31.0,70.0,6.0,0.0,33.0,27.0,14.0,38.0,60.0,0.0,41.0,57.0,30.0,12.0,55.0,115.0,7.0,98.0,73.0,32.0,35.0,0.0,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,24.0,11.0,0.0,38.0,0.0,131.0,5.0,38.0,1.0,40.0,25.0,18.0,27.0,0.0,42.0,6.0,96.0,9.0,19.0,0.0,0.0,65.0,32.0,8.0,8.0,6.0,19.0,0.0,14.0,17.0,0.0,0.0,12.0,62.0,0.0,36.0,0.0,11.0,23.0,0.0,0.0,0.0,0.0,25.0,7.0,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,12.0,5.0,0.0,11.0,16.0,5.0,0.0,26.0,39.0,22.0,23.0,0.0,47.0,26.0,38.0,20.0,131.0,12.0,0.0,10.0,146.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,41.0,4.0,0.0,76.0,15.0,171.0,4.0,12.0,0.0,0.0,0.0,24.0,31.0,55.0,28.0,220.0,0.0,0.0,0.0,7.0,0.0,4.0,627.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.0,18.0,0.0,24.0,12.0,33.0,26.0,46.0,14.0,0.0,5.0,126.0,0.0,14.0,77.0,13.0,2.0,0.0,158.0,10.0,0.0,0.0,1.0,1.0,2.0,0.0,14.0,17.0,9.0,0.0,19.0,0.0,0.0,3.0,12.0,19.0,0.0,55.0,55.0,37.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.0,16.0,6.0,31.0,10.0,20.0,0.0,0.0,10.0,21.0,16.0,6.0,6.0,0.0,0.0,3.0,12.0,22.0,14.0,18.0,8.0,1.0,19.0,2.0,5.0,0.0,0.0,17.0,61.0,2.0,14.0,0.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2.0,16.0,0.0,0.0,8.0,10.0,25.0,0.0,14.0,33.0,0.0,25.0,49.0,11.0,30.0,18.0,57.0,0.0,37.0,34.0,21.0,177.0,91.0,64.0,24.0,0.0,63.0,3.0,0.0,40.0,71.0,0.0,0.0,29.0,0.0,7.0,73.0,0.0,17.0,0.0,15.0,72.0,38.0,59.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,7.0,19.0,3.0,0.0,0.0,25.0,36.0,16.0,0.0,22.0,46.0,1.0,7.0,19.0,13.0,29.0,86.0,11.0,22.0,33.0,82.0,0.0,38.0,29.0,121.0,0.0,44.0,50.0,0.0,35.0,63.0,73.0,0.0,57.0,8.0,0.0,58.0,91.0,22.0,7.0,21.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.0,6.0,11.0,10.0,13.0,12.0,27.0,4.0,9.0,46.0,10.0,27.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,19.0,44.0,3.0,3.0,73.0,55.0,118.0,4.0,71.0,14.0,106.0,32.0,64.0,57.0,0.0,26.0,61.0,36.0,16.0,29.0,9.0,0.0,70.0,37.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,4.0,4.0,10.0,8.0,20.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,40.0,0.0,20.0,8.0,59.0,0.0,0.0,16.0,4.0,15.0,10.0,45.0,43.0,3.0,23.0,11.0,51.0,6.0,73.0,19.0,20.0,7.0,0.0,33.0,70.0,241.0,49.0,0.0,22.0,16.0,11.0,0.0,0.0,10.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,12.0,11.0,41.0,19.0,25.0,38.0,0.0,33.0,12.0,14.0,0.0,19.0,5.0,0.0,0.0,0.0,25.0,15.0,8.0,147.0,6.0,6.0,21.0,0.0,19.0,7.0,19.0,24.0,1.0,35.0,0.0,0.0,102.0,6.0,66.0,36.0,42.0,73.0,92.0,393.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,13.0,13.0,9.0,30.0,0.0,13.0,14.0,18.0,0.0,22.0,35.0,41.0,31.0,0.0,22.0,59.0,29.0,0.0,45.0,33.0,35.0,29.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,86.0,32.0,89.0,22.0,70.0,0.0,55.0,210.0,14.0,74.0,0.0,0.0,38.0,19.0,216.0,36.0,80.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,200.0,25.0,0.0,0.0,0.0,26.0,36.0,28.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,8.0,20.0,2.0,4.0,11.0,27.0,19.0,16.0,38.0,4.0,0.0,3.0,48.0,22.0,0.0,0.0,34.0,16.0,75.0,9.0,0.0,0.0,20.0,0.0,46.0,34.0,16.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,14.0,33.0,23.0,0.0,62.0,29.0,27.0,46.0,12.0,23.0,7.0,66.0,34.0,0.0,0.0,0.0,75.0,263.0,16.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,13.0,0.0,27.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0,7.0,14.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,20.0,20.0,0.0,0.0,34.0,12.0,0.0,0.0,1.0,17.0,8.0,0.0,16.0,11.0,2.0,0.0,26.0,20.0,10.0,7.0,4.0,49.0,23.0,0.0,0.0,0.0,11.0,3.0,12.0,31.0,0.0,0.0,0.0,56.0,0.0,278.0,304.0,0.0,17.0,5.0,5.0,328.0,0.0,1.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,10.0,2.0,20.0,6.0,36.0,22.0,55.0,0.0,0.0,25.0,14.0,0.0,97.0,1.0,6.0,17.0,0.0,14.0,42.0,43.0,10.0,50.0,4.0,7.0,0.0,71.0,17.0,3.0,246.0,110.0,153.0,0.0,0.0,146.0,0.0,3.0,0.0,118.0,11.0,31.0,0.0,0.0,119.0,235.0,166.0,138.0,0.0,72.0,0.0,66.0,0.0,133.0,89.0,0.0,204.0,0.0,0.0,404.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,18.0,21.0,38.0,3.0,7.0,99.0,76.0,85.0,4.0,0.0,129.0,31.0,86.0,83.0,25.0,283.0,108.0,292.0,18.0,19.0,3.0,4.0,117.0,28.0,0.0,52.0,21.0,0.0,0.0,0.0,38.0,182.0,210.0,34.0,0.0,16.0,47.0,30.0,0.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,18.0,21.0,0.0,0.0,5.0,3.0,28.0,4.0,12.0,27.0,13.0,17.0,15.0,40.0,23.0,0.0,195.0,17.0,81.0,0.0,0.0,10.0,0.0,0.0,78.0,90.0,74.0,33.0,6.0,0.0,30.0,4.0,33.0,9.0,6.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,13.0,31.0,12.0,24.0,0.0,0.0,20.0,0.0,8.0,5.0,0.0,9.0,15.0,8.0,15.0,0.0,0.0,7.0,2.0,2.0,0.0,5.0,0.0,0.0,15.0,44.0,7.0,0.0,3.0,6.0,0.0,0.0,7.0,0.0,91.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,22.0,0.0,12.0,8.0,16.0,12.0,1.0,11.0,9.0,20.0,8.0,0.0,25.0,68.0,4.0,0.0,21.0,9.0,44.0,124.0,40.0,0.0,0.0,14.0,22.0,0.0,31.0,8.0,12.0,12.0,46.0,10.0,61.0,0.0,77.0,0.0,1.0,74.0,139.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,16.0,30.0,0.0,0.0,2.0,29.0,13.0,4.0,0.0,27.0,47.0,45.0,20.0,7.0,18.0,26.0,34.0,44.0,11.0,17.0,86.0,7.0,7.0,28.0,17.0,16.0,22.0,45.0,47.0,46.0,0.0,49.0,21.0,14.0,75.0,17.0,0.0,0.0,0.0,6.0,5.0,0.0,72.0,6.0,0.0,13.0,26.0,1.0,12.0,35.0,16.0,46.0,0.0,41.0,7.0,21.0,0.0,25.0,0.0,0.0,29.0,0.0,31.0,40.0,12.0,7.0,9.0,3.0,0.0,0.0,481.0,14.0,0.0,0.0,63.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
88,16.0,4.0,10.0,0.0,3.0,18.0,56.0,0.0,17.0,0.0,7.0,21.0,0.0,1.0,0.0,23.0,30.0,25.0,25.0,0.0,5.0,8.0,0.0,0.0,7.0,93.0,15.0,67.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,60.0,102.0,33.0,298.0,13.0,0.0,38.0,19.0,6.0,0.0,11.0,0.0,19.0,21.0,4.0,5.0,0.0,0.0,49.0,0.0,27.0,16.0,8.0,11.0,0.0,38.0,0.0,13.0,15.0,13.0,43.0,8.0,7.0,0.0,3.0,0.0,1.0,15.0,1.0,13.0,6.0,14.0,11.0,61.0,0.0,0.0,13.0,0.0,0.0,0.0,21.0,0.0,0.0,10.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
89,24.0,23.0,15.0,32.0,10.0,24.0,6.0,17.0,4.0,32.0,93.0,0.0,54.0,11.0,8.0,84.0,0.0,40.0,11.0,7.0,8.0,32.0,10.0,0.0,69.0,0.0,0.0,15.0,3.0,13.0,0.0,0.0,4.0,10.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,30.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,51.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,10.0,22.0,24.0,13.0,19.0,0.0,35.0,31.0,9.0,4.0,0.0,12.0,18.0,63.0,29.0,31.0,25.0,0.0,23.0,95.0,14.0,0.0,60.0,13.0,70.0,0.0,0.0,20.0,15.0,13.0,0.0,14.0,0.0,0.0,1.0,13.0,4.0,8.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,12.0,9.0,11.0,2.0,56.0,50.0,72.0,17.0,80.0,11.0,3.0,23.0,28.0,53.0,33.0,26.0,0.0,8.0,119.0,18.0,119.0,119.0,0.0,12.0,20.0,20.0,46.0,0.0,55.0,88.0,0.0,11.0,3.0,57.0,5.0,0.0,0.0,24.0,43.0,0.0,96.0,178.0,86.0,8.0,28.0,47.0,1.0,4.0,5.0,0.0,0.0,8.0,3.0,1.0,16.0,0.0,0.0,8.0,0.0,14.0,9.0,0.0,115.0,162.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,27.0,27.0,49.0,0.0,12.0,7.0,18.0,10.0,15.0,9.0,15.0,0.0,3.0,0.0,8.0,21.0,0.0,34.0,27.0,0.0,8.0,11.0,34.0,86.0,0.0,0.0,12.0,0.0,1.0,0.0,20.0,0.0,0.0,150.0,4.0,0.0,23.0,6.0,5.0,16.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,46.0,11.0,23.0,47.0,10.0,27.0,52.0,111.0,0.0,100.0,19.0,54.0,0.0,73.0,50.0,28.0,0.0,18.0,4.0,80.0,10.0,10.0,68.0,108.0,37.0,80.0,0.0,5.0,0.0,140.0,150.0,4.0,0.0,5.0,24.0,16.0,0.0,41.0,8.0,10.0,0.0,0.0,1.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
