,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
86,39.0,15.0,8.0,32.0,13.0,0.0,12.0,31.0,0.0,18.0,19.0,72.0,4.0,0.0,24.0,0.0,0.0,7.0,28.0,22.0,28.0,44.0,93.0,26.0,0.0,0.0,42.0,52.0,0.0,0.0,14.0,10.0,3.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,12.0,14.0,4.0,24.0,0.0,0.0,24.0,25.0,30.0,16.0,5.0,23.0,28.0,0.0,108.0,13.0,0.0,141.0,43.0,24.0,31.0,135.0,34.0,7.0,22.0,23.0,84.0,16.0,25.0,76.0,36.0,11.0,14.0,35.0,30.0,0.0,0.0,16.0,6.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,689.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,39.0,21.0,9.0,28.0,23.0,15.0,22.0,8.0,28.0,75.0,24.0,20.0,0.0,3.0,234.0,47.0,17.0,0.0,139.0,10.0,7.0,10.0,32.0,27.0,0.0,43.0,21.0,214.0,28.0,286.0,30.0,50.0,467.0,55.0,167.0,28.0,0.0,43.0,19.0,0.0,0.0,102.0,16.0,0.0,152.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,3.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2.0,23.0,14.0,0.0,15.0,10.0,64.0,0.0,102.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,391.0,57.0,39.0,22.0,0.0,3.0,25.0,5.0,36.0,0.0,0.0,51.0,87.0,32.0,24.0,18.0,26.0,54.0,199.0,463.0,16.0,554.0,24.0,25.0,23.0,209.0,74.0,450.0,30.0,0.0,79.0,65.0,0.0,63.0,0.0,0.0,381.0,133.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,9.0,132.0,0.0,119.0,28.0,81.0,0.0,5.0,11.0,7.0,0.0,0.0,0.0,8.0,362.0,13.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,11.0,2.0,0.0,30.0,16.0,6.0,12.0,0.0,12.0,6.0,8.0,74.0,19.0,27.0,16.0,33.0,79.0,5.0,0.0,57.0,0.0,0.0,45.0,0.0,0.0,0.0,19.0,726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,40.0,5.0,26.0,0.0,2.0,13.0,10.0,9.0,38.0,0.0,7.0,20.0,27.0,0.0,0.0,12.0,25.0,18.0,8.0,5.0,0.0,0.0,136.0,3.0,38.0,26.0,56.0,4.0,0.0,48.0,51.0,0.0,0.0,44.0,88.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,23.0,4.0,5.0,7.0,68.0,4.0,19.0,15.0,11.0,22.0,3.0,18.0,21.0,54.0,106.0,16.0,0.0,30.0,56.0,1.0,84.0,7.0,6.0,31.0,2.0,13.0,205.0,0.0,32.0,0.0,46.0,0.0,0.0,0.0,90.0,238.0,18.0,21.0,36.0,41.0,50.0,2.0,262.0,0.0,179.0,254.0,0.0,35.0,67.0,44.0,31.0,5.0,49.0,43.0,185.0,2.0,0.0,5.0,161.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.0,8.0,18.0,14.0,15.0,21.0,2.0,2.0,0.0,31.0,0.0,1.0,60.0,4.0,0.0,12.0,18.0,0.0,27.0,33.0,0.0,0.0,59.0,8.0,16.0,1.0,0.0,0.0,13.0,0.0,18.0,1.0,83.0,14.0,0.0,42.0,8.0,1.0,15.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,32.0,26.0,28.0,0.0,6.0,46.0,1.0,17.0,50.0,19.0,0.0,17.0,0.0,14.0,17.0,6.0,37.0,0.0,0.0,0.0,151.0,83.0,80.0,22.0,0.0,71.0,81.0,89.0,59.0,81.0,0.0,0.0,0.0,56.0,15.0,35.0,53.0,7.0,0.0,0.0,34.0,0.0,33.0,24.0,30.0,49.0,0.0,54.0,144.0,117.0,14.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,11.0,1.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,8.0,40.0,32.0,3.0,20.0,26.0,37.0,0.0,17.0,16.0,67.0,18.0,0.0,52.0,58.0,61.0,72.0,0.0,84.0,32.0,0.0,0.0,0.0,115.0,12.0,6.0,106.0,121.0,1.0,129.0,124.0,31.0,188.0,0.0,335.0,57.0,242.0,124.0,317.0,66.0,134.0,248.0,42.0,416.0,342.0,123.0,0.0,0.0,0.0,0.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,12.0,1.0,24.0,11.0,16.0,57.0,26.0,29.0,62.0,17.0,91.0,25.0,69.0,31.0,10.0,0.0,29.0,0.0,136.0,27.0,36.0,44.0,23.0,168.0,23.0,0.0,164.0,10.0,31.0,54.0,0.0,16.0,140.0,0.0,90.0,17.0,13.0,0.0,16.0,47.0,0.0,65.0,0.0,241.0,76.0,0.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.0,0.0,22.0,22.0,19.0,16.0,19.0,39.0,0.0,0.0,0.0,23.0,27.0,0.0,105.0,26.0,0.0,74.0,73.0,56.0,36.0,33.0,0.0,75.0,1.0,8.0,19.0,117.0,40.0,0.0,23.0,23.0,0.0,0.0,0.0,43.0,0.0,30.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,11.0,7.0,21.0,2.0,6.0,33.0,32.0,10.0,0.0,30.0,0.0,40.0,0.0,26.0,0.0,19.0,39.0,28.0,0.0,3.0,5.0,6.0,0.0,4.0,0.0,23.0,0.0,38.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,21.0,5.0,15.0,32.0,89.0,18.0,35.0,0.0,16.0,24.0,0.0,57.0,2.0,35.0,0.0,19.0,200.0,33.0,48.0,29.0,57.0,16.0,11.0,0.0,52.0,50.0,44.0,29.0,0.0,0.0,4.0,34.0,56.0,0.0,0.0,76.0,22.0,214.0,0.0,0.0,14.0,0.0,37.0,0.0,0.0,0.0,0.0,115.0,126.0,574.0,0.0,8.0,15.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,10.0,4.0,22.0,30.0,1.0,0.0,0.0,25.0,73.0,110.0,94.0,27.0,34.0,9.0,0.0,0.0,36.0,3.0,0.0,0.0,0.0,15.0,0.0,22.0,25.0,11.0,0.0,0.0,0.0,11.0,17.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,14.0,21.0,35.0,1.0,14.0,16.0,43.0,0.0,9.0,12.0,17.0,0.0,22.0,18.0,16.0,61.0,21.0,6.0,56.0,17.0,0.0,6.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,24.0,0.0,0.0,25.0,0.0,41.0,0.0,27.0,59.0,324.0,96.0,85.0,397.0,182.0,46.0,4.0,109.0,68.0,27.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,18.0,1.0,0.0,0.0,38.0,3.0,23.0,119.0,0.0,48.0,75.0,33.0,31.0,0.0,0.0,60.0,38.0,96.0,12.0,10.0,82.0,67.0,0.0,45.0,7.0,0.0,43.0,43.0,4.0,140.0,42.0,0.0,34.0,10.0,150.0,65.0,22.0,23.0,463.0,17.0,3.0,0.0,0.0,43.0,0.0,157.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,724.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,14.0,41.0,1.0,0.0,11.0,11.0,33.0,54.0,23.0,17.0,71.0,50.0,29.0,0.0,0.0,52.0,0.0,8.0,29.0,23.0,0.0,0.0,28.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,22.0,10.0,21.0,0.0,3.0,43.0,9.0,12.0,39.0,16.0,9.0,2.0,16.0,72.0,31.0,19.0,5.0,19.0,27.0,16.0,0.0,0.0,30.0,14.0,16.0,23.0,3.0,16.0,0.0,12.0,12.0,40.0,0.0,25.0,13.0,16.0,47.0,68.0,0.0,20.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,58.0,0.0,12.0,290.0,0.0,127.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,29.0,10.0,27.0,0.0,12.0,5.0,19.0,22.0,0.0,5.0,22.0,6.0,6.0,0.0,0.0,41.0,1.0,36.0,50.0,73.0,21.0,23.0,0.0,127.0,4.0,19.0,26.0,0.0,0.0,0.0,53.0,5.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,19.0,9.0,19.0,22.0,9.0,14.0,35.0,43.0,11.0,4.0,24.0,0.0,13.0,16.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,16.0,0.0,119.0,0.0,73.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.0,28.0,12.0,11.0,13.0,10.0,21.0,19.0,8.0,41.0,18.0,0.0,7.0,66.0,54.0,0.0,107.0,15.0,6.0,18.0,3.0,5.0,29.0,0.0,0.0,29.0,0.0,13.0,22.0,45.0,13.0,5.0,0.0,31.0,8.0,0.0,29.0,10.0,21.0,0.0,26.0,27.0,19.0,26.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,152.0,178.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,17.0,1.0,14.0,10.0,9.0,16.0,16.0,0.0,89.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,43.0,22.0,46.0,4.0,0.0,58.0,0.0,41.0,21.0,100.0,121.0,48.0,387.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,7.0,37.0,21.0,6.0,21.0,10.0,14.0,91.0,31.0,94.0,0.0,10.0,34.0,32.0,0.0,5.0,79.0,31.0,41.0,24.0,41.0,0.0,3.0,25.0,0.0,56.0,106.0,27.0,29.0,92.0,57.0,0.0,0.0,1.0,0.0,26.0,0.0,13.0,21.0,0.0,0.0,39.0,0.0,0.0,119.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,3.0,21.0,34.0,9.0,9.0,35.0,36.0,25.0,45.0,20.0,14.0,39.0,0.0,81.0,14.0,34.0,37.0,48.0,26.0,0.0,43.0,0.0,0.0,71.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2.0,53.0,12.0,14.0,22.0,1.0,4.0,0.0,19.0,0.0,12.0,23.0,26.0,0.0,15.0,62.0,21.0,0.0,21.0,33.0,0.0,0.0,0.0,11.0,2.0,188.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,22.0,9.0,8.0,21.0,27.0,4.0,0.0,0.0,58.0,20.0,12.0,2.0,13.0,16.0,0.0,9.0,26.0,0.0,0.0,52.0,8.0,0.0,91.0,134.0,9.0,47.0,108.0,0.0,11.0,11.0,199.0,162.0,16.0,44.0,0.0,2.0,84.0,7.0,22.0,2.0,7.0,37.0,27.0,0.0,4.0,38.0,1.0,36.0,98.0,124.0,53.0,26.0,167.0,26.0,0.0,49.0,0.0,220.0,0.0,0.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,23.0,0.0,13.0,3.0,14.0,10.0,17.0,6.0,19.0,0.0,20.0,0.0,3.0,1.0,8.0,4.0,26.0,0.0,0.0,19.0,45.0,46.0,17.0,0.0,47.0,0.0,18.0,20.0,40.0,84.0,9.0,25.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,17.0,0.0,9.0,14.0,11.0,0.0,7.0,9.0,40.0,8.0,0.0,0.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,9.0,14.0,11.0,7.0,20.0,0.0,0.0,18.0,0.0,18.0,0.0,2.0,0.0,24.0,13.0,4.0,9.0,0.0,8.0,0.0,10.0,25.0,8.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,6.0,3.0,23.0,21.0,25.0,9.0,0.0,21.0,8.0,0.0,0.0,2.0,2.0,0.0,36.0,12.0,2.0,51.0,3.0,6.0,0.0,0.0,44.0,3.0,0.0,4.0,9.0,8.0,16.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,26.0,16.0,7.0,29.0,16.0,7.0,0.0,5.0,0.0,18.0,0.0,18.0,0.0,13.0,0.0,9.0,19.0,0.0,18.0,0.0,50.0,4.0,10.0,28.0,0.0,1.0,1.0,2.0,20.0,0.0,17.0,13.0,0.0,0.0,124.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,30.0,39.0,21.0,2.0,0.0,5.0,14.0,2.0,13.0,29.0,0.0,48.0,23.0,0.0,8.0,0.0,49.0,7.0,0.0,0.0,91.0,55.0,6.0,0.0,18.0,18.0,66.0,0.0,77.0,47.0,0.0,39.0,94.0,15.0,0.0,31.0,33.0,14.0,9.0,11.0,7.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,16.0,34.0,6.0,4.0,14.0,3.0,26.0,33.0,2.0,86.0,1.0,40.0,5.0,0.0,111.0,21.0,59.0,44.0,41.0,4.0,5.0,0.0,5.0,0.0,0.0,139.0,88.0,0.0,24.0,0.0,100.0,0.0,61.0,13.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,6.0,0.0,13.0,0.0,3.0,20.0,19.0,15.0,24.0,0.0,21.0,32.0,4.0,21.0,13.0,18.0,50.0,41.0,41.0,11.0,90.0,0.0,7.0,0.0,60.0,66.0,52.0,0.0,0.0,0.0,0.0,57.0,66.0,0.0,44.0,36.0,41.0,209.0,19.0,19.0,19.0,68.0,62.0,66.0,117.0,33.0,77.0,0.0,0.0,60.0,0.0,0.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,3.0,53.0,18.0,10.0,4.0,21.0,29.0,35.0,17.0,0.0,0.0,11.0,14.0,0.0,12.0,34.0,16.0,29.0,21.0,0.0,9.0,46.0,44.0,42.0,12.0,0.0,79.0,0.0,21.0,44.0,11.0,23.0,0.0,41.0,12.0,0.0,0.0,21.0,0.0,10.0,117.0,154.0,41.0,92.0,0.0,66.0,31.0,53.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,30.0,0.0,6.0,15.0,0.0,32.0,11.0,0.0,12.0,0.0,0.0,6.0,2.0,43.0,0.0,44.0,14.0,27.0,10.0,15.0,1.0,2.0,0.0,1.0,4.0,14.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,8.0,9.0,8.0,14.0,0.0,15.0,20.0,41.0,0.0,30.0,0.0,6.0,40.0,4.0,17.0,29.0,0.0,132.0,49.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,39.0,69.0,40.0,0.0,0.0,85.0,15.0,62.0,9.0,203.0,45.0,42.0,34.0,0.0,0.0,0.0,0.0,106.0,60.0,64.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,13.0,16.0,0.0,7.0,7.0,29.0,9.0,34.0,55.0,65.0,0.0,63.0,7.0,44.0,3.0,42.0,45.0,0.0,24.0,0.0,18.0,10.0,25.0,0.0,22.0,0.0,23.0,0.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,19.0,13.0,0.0,12.0,7.0,13.0,0.0,0.0,12.0,20.0,8.0,53.0,7.0,12.0,24.0,91.0,41.0,1.0,1.0,79.0,42.0,123.0,0.0,0.0,20.0,45.0,36.0,33.0,8.0,52.0,19.0,0.0,20.0,0.0,0.0,185.0,0.0,7.0,0.0,7.0,124.0,0.0,15.0,0.0,44.0,0.0,0.0,97.0,1.0,0.0,25.0,0.0,71.0,120.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,7.0,0.0,2.0,1.0,19.0,1.0,20.0,35.0,8.0,12.0,4.0,17.0,29.0,16.0,3.0,87.0,0.0,38.0,0.0,5.0,0.0,0.0,93.0,0.0,7.0,18.0,4.0,0.0,6.0,0.0,4.0,0.0,30.0,76.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,9.0,13.0,1.0,24.0,3.0,1.0,23.0,10.0,15.0,19.0,0.0,11.0,12.0,57.0,5.0,5.0,18.0,0.0,0.0,22.0,12.0,12.0,0.0,73.0,0.0,62.0,0.0,2.0,0.0,121.0,0.0,45.0,0.0,52.0,0.0,33.0,43.0,33.0,10.0,85.0,0.0,4.0,22.0,27.0,270.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,68.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2.0,5.0,10.0,25.0,17.0,7.0,9.0,3.0,7.0,29.0,39.0,17.0,23.0,0.0,36.0,0.0,0.0,2.0,16.0,6.0,3.0,10.0,0.0,40.0,0.0,0.0,12.0,0.0,5.0,34.0,40.0,0.0,0.0,0.0,16.0,67.0,80.0,30.0,0.0,0.0,48.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,9.0,27.0,26.0,1.0,25.0,1.0,17.0,11.0,11.0,17.0,51.0,22.0,42.0,4.0,18.0,36.0,52.0,0.0,28.0,12.0,76.0,66.0,18.0,0.0,15.0,45.0,39.0,18.0,41.0,0.0,1.0,35.0,0.0,100.0,14.0,0.0,87.0,0.0,55.0,0.0,0.0,0.0,31.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,8.0,10.0,0.0,3.0,5.0,20.0,0.0,17.0,28.0,0.0,19.0,40.0,15.0,82.0,13.0,7.0,99.0,0.0,108.0,0.0,13.0,18.0,15.0,28.0,63.0,77.0,10.0,129.0,42.0,0.0,4.0,24.0,5.0,0.0,0.0,0.0,6.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,15.0,9.0,10.0,18.0,15.0,8.0,28.0,19.0,64.0,0.0,0.0,0.0,8.0,29.0,21.0,0.0,0.0,0.0,3.0,10.0,57.0,90.0,45.0,0.0,16.0,37.0,9.0,16.0,0.0,40.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,25.0,18.0,20.0,22.0,3.0,0.0,53.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,9.0,5.0,7.0,40.0,16.0,14.0,11.0,45.0,33.0,10.0,44.0,9.0,114.0,49.0,8.0,6.0,9.0,83.0,0.0,35.0,0.0,0.0,0.0,6.0,7.0,1.0,98.0,5.0,1.0,50.0,33.0,16.0,8.0,59.0,130.0,48.0,622.0,202.0,129.0,114.0,30.0,44.0,22.0,45.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
