,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
40,43.0,0.0,15.0,9.0,52.0,22.0,27.0,28.0,9.0,12.0,8.0,0.0,0.0,36.0,0.0,0.0,0.0,12.0,9.0,12.0,0.0,19.0,0.0,0.0,1.0,0.0,5.0,0.0,17.0,16.0,21.0,39.0,16.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,3.0,9.0,13.0,7.0,5.0,17.0,0.0,22.0,0.0,0.0,1.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,42.0,38.0,0.0,0.0,0.0,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,29.0,14.0,2.0,7.0,0.0,8.0,7.0,7.0,4.0,34.0,6.0,19.0,1.0,28.0,18.0,0.0,0.0,17.0,9.0,43.0,36.0,70.0,36.0,0.0,0.0,53.0,0.0,32.0,51.0,82.0,0.0,0.0,38.0,33.0,44.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,28.0,9.0,4.0,29.0,10.0,38.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,46.0,21.0,11.0,42.0,15.0,0.0,23.0,0.0,114.0,26.0,21.0,7.0,92.0,21.0,0.0,26.0,0.0,0.0,18.0,204.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,54.0,13.0,67.0,13.0,0.0,17.0,80.0,6.0,11.0,0.0,7.0,0.0,83.0,25.0,13.0,11.0,0.0,0.0,88.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,25.0,36.0,10.0,6.0,25.0,24.0,13.0,25.0,37.0,42.0,96.0,0.0,45.0,0.0,7.0,0.0,30.0,0.0,24.0,57.0,31.0,49.0,73.0,190.0,59.0,9.0,0.0,0.0,93.0,0.0,0.0,3.0,6.0,0.0,15.0,16.0,66.0,27.0,43.0,213.0,244.0,0.0,103.0,41.0,39.0,260.0,170.0,97.0,0.0,0.0,198.0,0.0,3.0,152.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,39.0,6.0,12.0,3.0,24.0,219.0,12.0,10.0,0.0,236.0,17.0,92.0,26.0,268.0,174.0,10.0,49.0,0.0,73.0,19.0,58.0,63.0,0.0,14.0,298.0,122.0,59.0,85.0,0.0,48.0,6.0,109.0,54.0,61.0,173.0,0.0,271.0,60.0,186.0,64.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,52.0,11.0,3.0,24.0,10.0,0.0,0.0,21.0,16.0,9.0,0.0,0.0,58.0,85.0,40.0,59.0,328.0,112.0,47.0,0.0,39.0,48.0,31.0,0.0,386.0,14.0,10.0,5.0,0.0,60.0,66.0,1.0,53.0,39.0,15.0,35.0,10.0,111.0,21.0,14.0,0.0,0.0,205.0,41.0,37.0,3.0,49.0,29.0,0.0,185.0,322.0,0.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,3.0,14.0,15.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,2.0,13.0,8.0,29.0,0.0,0.0,42.0,29.0,9.0,26.0,58.0,0.0,5.0,0.0,21.0,1.0,38.0,0.0,0.0,0.0,15.0,15.0,16.0,40.0,0.0,42.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,25.0,12.0,0.0,0.0,0.0,15.0,0.0,18.0,63.0,1.0,26.0,4.0,0.0,32.0,17.0,19.0,27.0,17.0,93.0,85.0,86.0,124.0,1.0,1.0,75.0,35.0,42.0,62.0,0.0,62.0,73.0,91.0,183.0,193.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,20.0,0.0,24.0,23.0,7.0,0.0,20.0,16.0,15.0,0.0,11.0,17.0,45.0,6.0,18.0,36.0,30.0,20.0,2.0,121.0,10.0,57.0,47.0,37.0,0.0,9.0,9.0,0.0,16.0,23.0,11.0,49.0,55.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,43.0,11.0,8.0,6.0,0.0,2.0,16.0,44.0,9.0,9.0,9.0,0.0,31.0,7.0,0.0,2.0,0.0,43.0,0.0,28.0,3.0,16.0,16.0,190.0,6.0,61.0,18.0,0.0,0.0,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4.0,7.0,3.0,24.0,21.0,0.0,7.0,2.0,24.0,24.0,9.0,47.0,3.0,25.0,101.0,27.0,124.0,14.0,51.0,22.0,0.0,60.0,59.0,10.0,18.0,69.0,0.0,34.0,22.0,17.0,309.0,8.0,299.0,80.0,484.0,31.0,182.0,53.0,41.0,289.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,14.0,21.0,12.0,7.0,5.0,2.0,42.0,4.0,3.0,0.0,3.0,4.0,24.0,49.0,35.0,38.0,28.0,50.0,50.0,39.0,25.0,22.0,57.0,32.0,2.0,2.0,0.0,143.0,11.0,59.0,114.0,10.0,17.0,39.0,20.0,49.0,7.0,0.0,0.0,0.0,228.0,0.0,124.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,12.0,32.0,6.0,13.0,0.0,7.0,18.0,18.0,15.0,9.0,28.0,0.0,7.0,21.0,0.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,0.0,3.0,3.0,11.0,10.0,0.0,81.0,0.0,48.0,0.0,423.0,7.0,606.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,11.0,12.0,36.0,7.0,23.0,28.0,5.0,71.0,20.0,0.0,6.0,10.0,64.0,13.0,1.0,0.0,116.0,32.0,35.0,61.0,31.0,136.0,19.0,67.0,22.0,0.0,0.0,0.0,0.0,31.0,17.0,14.0,11.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,7.0,42.0,0.0,9.0,10.0,6.0,2.0,11.0,26.0,19.0,14.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,3.0,23.0,0.0,5.0,12.0,18.0,5.0,0.0,16.0,17.0,0.0,45.0,0.0,15.0,0.0,0.0,70.0,0.0,24.0,57.0,33.0,24.0,36.0,0.0,96.0,20.0,11.0,69.0,0.0,4.0,42.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,22.0,3.0,18.0,59.0,28.0,15.0,24.0,14.0,29.0,1.0,0.0,58.0,0.0,30.0,66.0,0.0,28.0,171.0,45.0,19.0,33.0,11.0,96.0,23.0,36.0,176.0,134.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,8.0,26.0,4.0,0.0,41.0,20.0,49.0,27.0,3.0,15.0,13.0,3.0,34.0,76.0,0.0,18.0,37.0,41.0,29.0,61.0,13.0,75.0,20.0,4.0,43.0,37.0,20.0,36.0,36.0,14.0,0.0,16.0,6.0,0.0,4.0,11.0,7.0,0.0,15.0,19.0,25.0,21.0,5.0,49.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,19.0,1.0,16.0,7.0,17.0,0.0,8.0,35.0,12.0,20.0,16.0,14.0,26.0,32.0,38.0,18.0,42.0,0.0,0.0,24.0,46.0,18.0,32.0,39.0,72.0,134.0,243.0,142.0,1.0,9.0,24.0,177.0,129.0,32.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,15.0,58.0,0.0,7.0,22.0,8.0,10.0,26.0,25.0,13.0,37.0,50.0,0.0,0.0,0.0,21.0,58.0,0.0,4.0,20.0,0.0,2.0,44.0,0.0,5.0,60.0,5.0,16.0,110.0,0.0,0.0,8.0,18.0,46.0,0.0,64.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,56.0,1.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0,31.0,11.0,33.0,36.0,1.0,0.0,13.0,59.0,28.0,10.0,0.0,81.0,0.0,8.0,16.0,3.0,10.0,25.0,5.0,22.0,28.0,14.0,59.0,34.0,46.0,12.0,0.0,25.0,9.0,26.0,11.0,38.0,0.0,90.0,48.0,0.0,3.0,0.0,0.0,0.0,95.0,32.0,0.0,24.0,16.0,63.0,77.0,8.0,5.0,0.0,52.0,0.0,239.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,6.0,24.0,0.0,0.0,0.0,1.0,0.0,83.0,5.0,0.0,59.0,53.0,5.0,85.0,4.0,16.0,49.0,77.0,130.0,0.0,63.0,8.0,5.0,10.0,48.0,78.0,36.0,32.0,48.0,47.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4.0,21.0,12.0,12.0,21.0,21.0,0.0,36.0,53.0,8.0,65.0,17.0,14.0,38.0,145.0,5.0,31.0,0.0,11.0,0.0,17.0,1.0,0.0,0.0,0.0,10.0,0.0,22.0,0.0,26.0,15.0,0.0,59.0,10.0,73.0,163.0,0.0,0.0,13.0,0.0,22.0,7.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,13.0,36.0,11.0,0.0,1.0,25.0,15.0,22.0,13.0,55.0,0.0,27.0,10.0,40.0,1.0,28.0,74.0,85.0,130.0,39.0,36.0,0.0,23.0,0.0,0.0,18.0,29.0,163.0,0.0,94.0,33.0,28.0,0.0,0.0,78.0,67.0,0.0,93.0,15.0,38.0,0.0,16.0,137.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,13.0,6.0,0.0,6.0,18.0,22.0,5.0,2.0,46.0,0.0,0.0,52.0,9.0,16.0,0.0,0.0,0.0,17.0,0.0,0.0,21.0,0.0,8.0,48.0,18.0,8.0,9.0,60.0,131.0,0.0,168.0,80.0,4.0,117.0,0.0,59.0,18.0,0.0,50.0,98.0,12.0,9.0,115.0,189.0,29.0,0.0,8.0,59.0,28.0,73.0,0.0,3.0,19.0,20.0,111.0,18.0,11.0,33.0,146.0,44.0,0.0,0.0,2.0,16.0,0.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,26.0,1.0,31.0,10.0,21.0,6.0,57.0,14.0,0.0,8.0,0.0,75.0,90.0,35.0,65.0,49.0,0.0,41.0,30.0,0.0,43.0,112.0,55.0,0.0,23.0,11.0,0.0,34.0,19.0,23.0,0.0,11.0,7.0,13.0,55.0,70.0,8.0,0.0,12.0,88.0,121.0,44.0,21.0,35.0,12.0,86.0,3.0,18.0,38.0,7.0,109.0,0.0,0.0,27.0,0.0,12.0,43.0,1.0,98.0,126.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,20.0,35.0,0.0,0.0,48.0,4.0,33.0,26.0,18.0,24.0,29.0,38.0,0.0,37.0,15.0,210.0,17.0,0.0,104.0,0.0,1.0,67.0,0.0,49.0,27.0,50.0,22.0,0.0,2.0,9.0,93.0,46.0,25.0,41.0,25.0,101.0,7.0,47.0,0.0,28.0,0.0,0.0,0.0,403.0,0.0,66.0,169.0,821.0,0.0,0.0,34.0,565.0,46.0,0.0,0.0,72.0,160.0,204.0,11.0,50.0,19.0,40.0,11.0,237.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0,55.0,4.0,14.0,8.0,5.0,23.0,13.0,25.0,57.0,0.0,37.0,31.0,39.0,36.0,14.0,0.0,8.0,0.0,28.0,18.0,0.0,37.0,9.0,40.0,14.0,52.0,2.0,113.0,26.0,0.0,80.0,16.0,30.0,19.0,0.0,92.0,0.0,23.0,0.0,2.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,19.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,10.0,9.0,4.0,34.0,22.0,0.0,17.0,0.0,31.0,1.0,17.0,19.0,107.0,12.0,9.0,21.0,10.0,0.0,3.0,5.0,27.0,10.0,0.0,20.0,22.0,0.0,0.0,0.0,22.0,308.0,35.0,37.0,316.0,90.0,39.0,0.0,0.0,0.0,23.0,73.0,88.0,0.0,30.0,22.0,12.0,0.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0,31.0,0.0,39.0,9.0,14.0,0.0,2.0,16.0,8.0,12.0,0.0,49.0,65.0,13.0,11.0,26.0,8.0,44.0,70.0,102.0,10.0,10.0,24.0,0.0,230.0,85.0,78.0,205.0,51.0,0.0,54.0,0.0,13.0,45.0,319.0,0.0,61.0,0.0,0.0,55.0,11.0,0.0,11.0,12.0,21.0,298.0,7.0,0.0,8.0,48.0,0.0,4.0,35.0,0.0,5.0,72.0,2.0,4.0,28.0,30.0,6.0,0.0,0.0,67.0,6.0,468.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,20.0,7.0,18.0,0.0,0.0,47.0,4.0,55.0,15.0,79.0,23.0,0.0,17.0,43.0,2.0,142.0,0.0,0.0,29.0,4.0,17.0,80.0,0.0,13.0,0.0,0.0,66.0,12.0,3.0,10.0,0.0,23.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,1.0,13.0,3.0,98.0,13.0,1.0,0.0,13.0,10.0,21.0,54.0,28.0,71.0,0.0,15.0,24.0,115.0,21.0,0.0,0.0,114.0,0.0,12.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,131.0,206.0,136.0,108.0,0.0,0.0,30.0,180.0,63.0,57.0,0.0,99.0,4.0,20.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.0,8.0,15.0,11.0,0.0,0.0,25.0,21.0,10.0,0.0,24.0,22.0,23.0,14.0,0.0,28.0,0.0,0.0,20.0,11.0,2.0,20.0,0.0,0.0,6.0,0.0,32.0,35.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2.0,25.0,0.0,63.0,33.0,0.0,17.0,1.0,40.0,0.0,7.0,19.0,60.0,37.0,41.0,37.0,26.0,0.0,158.0,16.0,9.0,16.0,0.0,7.0,64.0,50.0,81.0,0.0,38.0,0.0,7.0,30.0,76.0,599.0,7.0,169.0,0.0,26.0,176.0,104.0,0.0,8.0,239.0,24.0,267.0,92.0,627.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
74,1.0,6.0,29.0,15.0,0.0,11.0,31.0,60.0,10.0,35.0,13.0,127.0,0.0,218.0,58.0,71.0,0.0,15.0,74.0,15.0,41.0,76.0,57.0,289.0,5.0,65.0,3.0,0.0,57.0,0.0,24.0,15.0,22.0,5.0,11.0,7.0,17.0,11.0,0.0,16.0,27.0,24.0,6.0,27.0,27.0,0.0,44.0,35.0,45.0,0.0,1.0,0.0,13.0,13.0,0.0,0.0,37.0,0.0,40.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,454.0,4.0,0.0,28.0,91.0,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,6.0,4.0,32.0,26.0,41.0,30.0,2.0,4.0,13.0,21.0,20.0,104.0,159.0,70.0,5.0,9.0,37.0,12.0,152.0,220.0,51.0,0.0,308.0,0.0,0.0,0.0,27.0,94.0,19.0,0.0,12.0,41.0,0.0,23.0,48.0,27.0,373.0,249.0,43.0,111.0,0.0,236.0,2.0,236.0,40.0,363.0,0.0,17.0,0.0,0.0,8.0,7.0,92.0,0.0,371.0,0.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,25.0,12.0,10.0,0.0,35.0,15.0,4.0,9.0,28.0,0.0,13.0,0.0,10.0,0.0,15.0,36.0,1.0,15.0,0.0,0.0,2.0,0.0,0.0,83.0,0.0,89.0,46.0,1.0,61.0,3.0,402.0,187.0,76.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,11.0,12.0,16.0,11.0,2.0,22.0,39.0,17.0,22.0,9.0,20.0,7.0,17.0,47.0,58.0,6.0,43.0,27.0,42.0,24.0,4.0,49.0,32.0,25.0,79.0,0.0,0.0,85.0,5.0,37.0,81.0,42.0,0.0,6.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,28.0,8.0,1.0,7.0,3.0,41.0,75.0,2.0,5.0,44.0,35.0,36.0,44.0,13.0,68.0,21.0,55.0,15.0,0.0,45.0,2.0,0.0,0.0,494.0,0.0,250.0,72.0,96.0,0.0,1.0,21.0,8.0,32.0,18.0,23.0,0.0,62.0,0.0,0.0,99.0,18.0,0.0,19.0,18.0,39.0,8.0,14.0,20.0,29.0,15.0,8.0,0.0,118.0,90.0,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,20.0,7.0,7.0,23.0,0.0,9.0,2.0,0.0,3.0,8.0,33.0,32.0,36.0,12.0,17.0,26.0,0.0,110.0,0.0,15.0,0.0,41.0,43.0,95.0,0.0,0.0,2.0,0.0,130.0,39.0,53.0,39.0,0.0,6.0,0.0,77.0,18.0,40.0,3.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,30.0,0.0,30.0,17.0,61.0,0.0,9.0,23.0,26.0,62.0,46.0,33.0,0.0,16.0,0.0,96.0,22.0,4.0,0.0,14.0,0.0,11.0,5.0,12.0,157.0,0.0,101.0,41.0,26.0,6.0,22.0,136.0,43.0,41.0,0.0,0.0,47.0,8.0,115.0,6.0,0.0,19.0,48.0,0.0,94.0,185.0,16.0,0.0,217.0,139.0,0.0,293.0,0.0,0.0,30.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,48.0,1.0,0.0,1.0,4.0,15.0,38.0,4.0,13.0,5.0,59.0,18.0,12.0,39.0,7.0,31.0,68.0,5.0,1.0,4.0,84.0,5.0,0.0,28.0,138.0,0.0,275.0,123.0,134.0,64.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,25.0,19.0,19.0,1.0,8.0,14.0,65.0,125.0,9.0,12.0,0.0,8.0,107.0,8.0,19.0,98.0,127.0,52.0,0.0,133.0,78.0,116.0,18.0,12.0,11.0,0.0,23.0,75.0,105.0,32.0,1003.0,8.0,51.0,5.0,212.0,47.0,65.0,3.0,105.0,0.0,67.0,82.0,0.0,119.0,0.0,655.0,176.0,0.0,0.0,10.0,30.0,232.0,0.0,0.0,239.0,0.0,80.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,16.0,55.0,9.0,13.0,14.0,11.0,39.0,14.0,0.0,0.0,16.0,37.0,64.0,72.0,33.0,0.0,0.0,26.0,14.0,19.0,14.0,36.0,534.0,48.0,0.0,59.0,180.0,234.0,0.0,1.0,76.0,21.0,20.0,0.0,53.0,38.0,72.0,52.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,36.0,35.0,20.0,15.0,6.0,31.0,4.0,23.0,0.0,0.0,6.0,56.0,24.0,145.0,5.0,23.0,34.0,69.0,28.0,7.0,72.0,43.0,49.0,15.0,14.0,46.0,1.0,15.0,47.0,0.0,65.0,22.0,18.0,0.0,0.0,48.0,61.0,116.0,57.0,393.0,0.0,21.0,95.0,28.0,0.0,0.0,0.0,109.0,119.0,0.0,35.0,246.0,20.0,0.0,0.0,31.0,0.0,0.0,0.0,115.0,40.0,98.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,127.0,0.0,0.0,0.0,233.0,0.0,77.0,0.0,140.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,7.0,20.0,24.0,6.0,11.0,6.0,0.0,13.0,4.0,19.0,12.0,15.0,22.0,0.0,13.0,4.0,41.0,123.0,196.0,116.0,0.0,63.0,36.0,0.0,68.0,34.0,46.0,33.0,18.0,25.0,58.0,0.0,0.0,0.0,29.0,0.0,6.0,26.0,19.0,0.0,10.0,1.0,12.0,9.0,50.0,0.0,40.0,0.0,85.0,199.0,40.0,2.0,101.0,26.0,1.0,16.0,22.0,16.0,7.0,45.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
