,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
40,15.0,13.0,9.0,2.0,6.0,13.0,0.0,5.0,2.0,36.0,30.0,19.0,4.0,17.0,52.0,75.0,0.0,132.0,23.0,16.0,8.0,9.0,4.0,23.0,31.0,25.0,119.0,24.0,20.0,17.0,56.0,35.0,0.0,0.0,124.0,58.0,0.0,0.0,33.0,18.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,5.0,22.0,1.0,2.0,6.0,1.0,12.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,8.0,0.0,0.0,18.0,16.0,0.0,15.0,10.0,0.0,28.0,11.0,10.0,9.0,8.0,21.0,7.0,13.0,5.0,84.0,0.0,120.0,0.0,53.0,258.0,12.0,33.0,1.0,0.0,0.0,240.0,21.0,15.0,57.0,11.0,1.0,8.0,0.0,20.0,0.0,510.0,0.0,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,29.0,19.0,37.0,3.0,95.0,37.0,6.0,9.0,9.0,1.0,0.0,10.0,15.0,5.0,7.0,0.0,17.0,92.0,30.0,80.0,1.0,0.0,52.0,19.0,9.0,28.0,16.0,152.0,2.0,28.0,15.0,37.0,28.0,43.0,33.0,3.0,0.0,34.0,36.0,16.0,17.0,0.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,39.0,0.0,20.0,0.0,42.0,15.0,17.0,47.0,19.0,0.0,30.0,13.0,51.0,38.0,103.0,0.0,151.0,280.0,119.0,15.0,2.0,0.0,9.0,0.0,25.0,41.0,8.0,45.0,70.0,173.0,0.0,55.0,27.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,25.0,38.0,12.0,21.0,44.0,5.0,47.0,58.0,15.0,12.0,17.0,2.0,21.0,18.0,0.0,25.0,9.0,28.0,0.0,62.0,20.0,39.0,1.0,48.0,80.0,5.0,318.0,150.0,0.0,26.0,18.0,17.0,77.0,158.0,1.0,0.0,15.0,4.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.0,8.0,12.0,0.0,14.0,42.0,17.0,28.0,0.0,26.0,63.0,24.0,50.0,21.0,49.0,0.0,0.0,34.0,159.0,148.0,18.0,12.0,0.0,46.0,167.0,3.0,43.0,256.0,12.0,109.0,0.0,112.0,43.0,209.0,30.0,10.0,43.0,25.0,292.0,47.0,6.0,63.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,32.0,29.0,38.0,24.0,6.0,15.0,32.0,12.0,11.0,15.0,0.0,7.0,9.0,18.0,0.0,21.0,10.0,19.0,10.0,13.0,12.0,0.0,0.0,34.0,4.0,5.0,53.0,9.0,6.0,12.0,2.0,102.0,14.0,15.0,129.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,136.0,7.0,121.0,26.0,0.0,44.0,43.0,0.0,0.0,0.0,70.0,27.0,76.0,0.0,0.0,0.0,0.0,57.0,127.0,57.0,0.0,0.0,0.0,0.0,172.0,167.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,16.0,27.0,30.0,22.0,2.0,28.0,7.0,37.0,47.0,5.0,52.0,68.0,35.0,22.0,0.0,20.0,16.0,27.0,64.0,0.0,51.0,9.0,42.0,0.0,458.0,132.0,129.0,0.0,152.0,75.0,173.0,49.0,96.0,110.0,47.0,49.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.0,78.0,16.0,0.0,13.0,6.0,25.0,31.0,0.0,5.0,12.0,57.0,23.0,27.0,5.0,4.0,15.0,23.0,45.0,40.0,28.0,69.0,18.0,63.0,36.0,38.0,22.0,5.0,99.0,80.0,13.0,77.0,162.0,369.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,16.0,12.0,8.0,8.0,6.0,26.0,0.0,21.0,20.0,11.0,0.0,23.0,0.0,5.0,12.0,14.0,14.0,78.0,37.0,60.0,11.0,59.0,54.0,0.0,28.0,69.0,0.0,0.0,57.0,17.0,20.0,16.0,36.0,0.0,0.0,3.0,51.0,0.0,35.0,0.0,0.0,7.0,0.0,10.0,0.0,2.0,0.0,41.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,13.0,8.0,46.0,15.0,17.0,15.0,3.0,11.0,2.0,33.0,31.0,25.0,38.0,19.0,67.0,89.0,21.0,4.0,0.0,0.0,0.0,43.0,60.0,104.0,54.0,19.0,46.0,10.0,0.0,0.0,0.0,0.0,19.0,55.0,0.0,404.0,175.0,159.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
