,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
40,13.0,11.0,15.0,21.0,0.0,0.0,17.0,55.0,0.0,0.0,83.0,30.0,85.0,37.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,342.0,37.0,0.0,32.0,15.0,37.0,91.0,176.0,28.0,160.0,394.0,0.0,675.0,0.0,89.0,3.0,158.0,538.0,120.0,0.0,0.0,295.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,7.0,0.0,0.0,150.0,0.0,108.0,46.0,113.0,0.0,0.0,0.0,12.0,839.0,25.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
41,5.0,5.0,18.0,14.0,12.0,10.0,1.0,0.0,16.0,6.0,29.0,82.0,44.0,6.0,3.0,85.0,45.0,21.0,76.0,0.0,0.0,58.0,0.0,0.0,122.0,4.0,139.0,6.0,126.0,0.0,12.0,87.0,28.0,0.0,13.0,26.0,0.0,4.0,103.0,41.0,0.0,31.0,152.0,12.0,45.0,12.0,42.0,40.0,9.0,4.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,19.0,13.0,2.0,12.0,37.0,170.0,73.0,0.0,15.0,3.0,34.0,31.0,51.0,0.0,27.0,36.0,27.0,17.0,85.0,11.0,36.0,13.0,15.0,51.0,19.0,2.0,63.0,73.0,0.0,21.0,4.0,30.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,11.0,22.0,21.0,15.0,2.0,59.0,0.0,14.0,30.0,0.0,0.0,35.0,33.0,75.0,106.0,127.0,34.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,49.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,19.0,10.0,13.0,12.0,7.0,52.0,0.0,27.0,0.0,1.0,20.0,0.0,10.0,0.0,11.0,1.0,0.0,0.0,0.0,12.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,24.0,17.0,13.0,11.0,17.0,14.0,19.0,0.0,9.0,10.0,20.0,6.0,62.0,18.0,33.0,34.0,18.0,43.0,33.0,5.0,6.0,17.0,64.0,0.0,97.0,0.0,10.0,8.0,52.0,0.0,8.0,0.0,67.0,147.0,47.0,17.0,14.0,30.0,8.0,17.0,0.0,1.0,97.0,343.0,74.0,39.0,2.0,119.0,33.0,62.0,11.0,56.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,42.0,17.0,0.0,8.0,18.0,9.0,15.0,4.0,15.0,8.0,7.0,26.0,55.0,8.0,10.0,53.0,60.0,43.0,49.0,17.0,10.0,0.0,1.0,8.0,42.0,7.0,6.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,26.0,2.0,4.0,0.0,40.0,2.0,5.0,0.0,9.0,73.0,9.0,15.0,35.0,27.0,29.0,0.0,44.0,12.0,0.0,73.0,0.0,3.0,91.0,0.0,0.0,33.0,0.0,10.0,46.0,37.0,248.0,152.0,6.0,5.0,0.0,3.0,15.0,0.0,6.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1.0,21.0,25.0,9.0,10.0,1.0,5.0,19.0,1.0,0.0,6.0,0.0,0.0,10.0,8.0,15.0,16.0,15.0,0.0,0.0,30.0,0.0,2.0,147.0,81.0,5.0,80.0,405.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4.0,27.0,10.0,35.0,0.0,2.0,15.0,14.0,18.0,116.0,0.0,53.0,18.0,72.0,1.0,56.0,72.0,91.0,65.0,110.0,42.0,84.0,26.0,0.0,47.0,56.0,55.0,32.0,14.0,66.0,114.0,124.0,45.0,0.0,0.0,15.0,0.0,118.0,0.0,87.0,0.0,0.0,79.0,136.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,21.0,0.0,16.0,37.0,5.0,10.0,2.0,30.0,1.0,9.0,20.0,0.0,8.0,20.0,0.0,0.0,118.0,72.0,20.0,1.0,0.0,124.0,11.0,9.0,16.0,0.0,50.0,53.0,54.0,107.0,35.0,0.0,195.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,14.0,43.0,35.0,57.0,28.0,0.0,36.0,0.0,33.0,0.0,0.0,9.0,6.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1.0,42.0,3.0,2.0,4.0,23.0,22.0,3.0,28.0,35.0,43.0,20.0,0.0,0.0,43.0,35.0,25.0,18.0,119.0,0.0,0.0,38.0,17.0,34.0,120.0,11.0,42.0,208.0,44.0,136.0,46.0,58.0,0.0,0.0,8.0,12.0,2.0,29.0,31.0,28.0,18.0,5.0,107.0,61.0,8.0,6.0,30.0,1.0,8.0,93.0,0.0,3.0,236.0,61.0,314.0,6.0,196.0,69.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,11.0,14.0,20.0,10.0,9.0,20.0,0.0,9.0,0.0,6.0,73.0,15.0,164.0,24.0,0.0,0.0,30.0,18.0,136.0,89.0,74.0,0.0,0.0,0.0,31.0,0.0,28.0,28.0,151.0,0.0,67.0,106.0,184.0,32.0,9.0,0.0,131.0,294.0,0.0,43.0,122.0,215.0,60.0,6.0,0.0,0.0,0.0,0.0,19.0,18.0,1.0,0.0,18.0,31.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,30.0,25.0,11.0,1.0,0.0,22.0,0.0,0.0,16.0,54.0,29.0,6.0,0.0,15.0,5.0,4.0,19.0,0.0,0.0,13.0,31.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,19.0,5.0,0.0,0.0,56.0,34.0,4.0,0.0,0.0,0.0,0.0,72.0,29.0,63.0,1.0,78.0,13.0,32.0,68.0,133.0,19.0,18.0,15.0,0.0,600.0,7.0,24.0,102.0,456.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,26.0,21.0,0.0,13.0,19.0,9.0,11.0,18.0,21.0,9.0,7.0,0.0,0.0,0.0,23.0,0.0,31.0,0.0,0.0,22.0,14.0,37.0,15.0,26.0,22.0,10.0,25.0,42.0,62.0,34.0,81.0,11.0,19.0,34.0,81.0,0.0,28.0,0.0,19.0,20.0,35.0,34.0,22.0,9.0,5.0,6.0,0.0,5.0,21.0,14.0,75.0,0.0,0.0,100.0,0.0,4.0,20.0,0.0,0.0,10.0,19.0,12.0,9.0,28.0,10.0,21.0,0.0,12.0,7.0,0.0,10.0,211.0,20.0,0.0,24.0,27.0,59.0,0.0,40.0,54.0,0.0,29.0,0.0,10.0,63.0,0.0,0.0,178.0,10.0,122.0,29.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
57,15.0,1.0,24.0,0.0,40.0,46.0,32.0,107.0,0.0,63.0,39.0,0.0,29.0,42.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,23.0,23.0,4.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,5.0,0.0,66.0,0.0,70.0,0.0,25.0,15.0,41.0,183.0,3.0,39.0,704.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,18.0,37.0,10.0,46.0,24.0,8.0,5.0,51.0,9.0,14.0,0.0,0.0,21.0,0.0,47.0,13.0,40.0,14.0,68.0,11.0,7.0,105.0,0.0,18.0,61.0,12.0,13.0,31.0,15.0,40.0,32.0,0.0,10.0,17.0,1.0,0.0,0.0,195.0,0.0,188.0,44.0,47.0,3.0,8.0,25.0,26.0,3.0,1.0,0.0,65.0,173.0,181.0,77.0,156.0,87.0,34.0,2.0,4.0,24.0,32.0,0.0,28.0,5.0,87.0,99.0,0.0,44.0,109.0,5.0,0.0,5.0,0.0,0.0,45.0,47.0,0.0,14.0,3.0,238.0,238.0,0.0,115.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59,25.0,8.0,77.0,26.0,1.0,13.0,25.0,5.0,13.0,9.0,45.0,39.0,38.0,75.0,21.0,27.0,18.0,21.0,115.0,25.0,45.0,4.0,8.0,17.0,27.0,12.0,0.0,0.0,6.0,11.0,64.0,49.0,44.0,42.0,142.0,23.0,1.0,132.0,0.0,89.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,250.0,3.0,92.0,163.0,76.0,93.0,4.0,96.0,0.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,19.0,25.0,7.0,8.0,16.0,0.0,34.0,0.0,11.0,26.0,15.0,9.0,8.0,15.0,28.0,14.0,60.0,0.0,0.0,45.0,3.0,29.0,61.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,23.0,18.0,26.0,11.0,9.0,3.0,29.0,5.0,5.0,36.0,25.0,0.0,19.0,0.0,107.0,0.0,44.0,0.0,59.0,31.0,49.0,28.0,27.0,33.0,0.0,12.0,0.0,0.0,0.0,3.0,5.0,108.0,143.0,132.0,288.0,48.0,54.0,0.0,0.0,0.0,8.0,31.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,9.0,24.0,19.0,2.0,26.0,17.0,34.0,35.0,29.0,2.0,0.0,30.0,43.0,52.0,51.0,20.0,19.0,0.0,1.0,0.0,14.0,11.0,52.0,0.0,7.0,9.0,36.0,30.0,8.0,41.0,1.0,0.0,2.0,4.0,23.0,18.0,0.0,7.0,26.0,2.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,22.0,10.0,6.0,21.0,4.0,0.0,15.0,4.0,17.0,19.0,24.0,37.0,13.0,33.0,1.0,18.0,4.0,36.0,46.0,150.0,61.0,53.0,0.0,17.0,0.0,0.0,8.0,25.0,24.0,3.0,0.0,15.0,0.0,0.0,12.0,9.0,0.0,0.0,7.0,0.0,10.0,2.0,0.0,14.0,5.0,0.0,0.0,2.0,0.0,10.0,0.0,46.0,20.0,7.0,27.0,0.0,1.0,123.0,96.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,31.0,25.0,24.0,3.0,0.0,11.0,17.0,14.0,6.0,15.0,15.0,20.0,16.0,30.0,29.0,8.0,56.0,27.0,0.0,56.0,36.0,86.0,80.0,6.0,58.0,21.0,32.0,90.0,39.0,63.0,140.0,54.0,23.0,20.0,0.0,37.0,29.0,59.0,277.0,446.0,173.0,161.0,179.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,24.0,32.0,33.0,17.0,15.0,8.0,16.0,29.0,23.0,27.0,2.0,91.0,23.0,48.0,162.0,25.0,0.0,49.0,92.0,58.0,0.0,54.0,64.0,48.0,0.0,6.0,65.0,121.0,22.0,134.0,129.0,163.0,0.0,1011.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,5.0,5.0,14.0,7.0,10.0,0.0,6.0,1.0,8.0,45.0,0.0,9.0,9.0,5.0,51.0,0.0,5.0,0.0,0.0,15.0,0.0,22.0,162.0,12.0,0.0,49.0,0.0,64.0,0.0,58.0,47.0,0.0,66.0,0.0,25.0,12.0,4.0,49.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,37.0,0.0,742.0,5.0,12.0,0.0,262.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,30.0,12.0,28.0,13.0,12.0,2.0,15.0,9.0,13.0,3.0,7.0,7.0,8.0,28.0,16.0,49.0,90.0,0.0,0.0,0.0,7.0,0.0,14.0,6.0,56.0,197.0,24.0,10.0,7.0,127.0,30.0,27.0,0.0,20.0,0.0,5.0,8.0,23.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,8.0,11.0,15.0,54.0,31.0,2.0,16.0,2.0,1.0,0.0,25.0,0.0,0.0,6.0,7.0,17.0,5.0,10.0,20.0,2.0,1.0,4.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4.0,25.0,0.0,8.0,0.0,9.0,12.0,8.0,27.0,9.0,10.0,7.0,7.0,24.0,1.0,49.0,29.0,12.0,40.0,17.0,28.0,17.0,25.0,3.0,46.0,21.0,30.0,15.0,9.0,16.0,18.0,61.0,0.0,54.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0,5.0,1.0,13.0,17.0,6.0,11.0,0.0,42.0,5.0,5.0,53.0,14.0,1.0,12.0,22.0,7.0,21.0,73.0,62.0,7.0,25.0,0.0,0.0,0.0,41.0,9.0,49.0,71.0,0.0,3.0,62.0,0.0,113.0,0.0,18.0,5.0,121.0,291.0,191.0,11.0,0.0,9.0,64.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.0,22.0,13.0,32.0,3.0,3.0,0.0,0.0,38.0,22.0,50.0,23.0,9.0,0.0,33.0,0.0,8.0,46.0,36.0,0.0,0.0,79.0,8.0,12.0,10.0,58.0,31.0,49.0,21.0,0.0,2.0,67.0,0.0,36.0,0.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,34.0,0.0,18.0,2.0,0.0,7.0,19.0,3.0,6.0,7.0,4.0,6.0,2.0,14.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,10.0,0.0,1.0,27.0,10.0,30.0,3.0,4.0,0.0,11.0,28.0,5.0,0.0,17.0,16.0,51.0,24.0,27.0,7.0,13.0,37.0,9.0,6.0,104.0,0.0,3.0,9.0,17.0,20.0,121.0,17.0,0.0,6.0,53.0,0.0,3.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,18.0,17.0,30.0,31.0,0.0,0.0,40.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,13.0,19.0,42.0,0.0,15.0,25.0,24.0,10.0,11.0,17.0,31.0,34.0,3.0,12.0,0.0,25.0,86.0,63.0,32.0,34.0,1.0,1.0,10.0,0.0,0.0,4.0,9.0,119.0,56.0,0.0,20.0,25.0,13.0,1.0,22.0,28.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,19.0,5.0,4.0,29.0,50.0,0.0,23.0,25.0,0.0,0.0,24.0,1.0,2.0,18.0,32.0,34.0,38.0,0.0,0.0,0.0,8.0,24.0,38.0,34.0,0.0,22.0,21.0,56.0,5.0,27.0,0.0,74.0,0.0,16.0,0.0,107.0,17.0,18.0,54.0,28.0,22.0,71.0,53.0,12.0,0.0,3.0,32.0,40.0,19.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0,1.0,26.0,37.0,42.0,13.0,6.0,0.0,24.0,0.0,2.0,15.0,1.0,7.0,0.0,0.0,66.0,36.0,37.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,44.0,190.0,0.0,21.0,43.0,107.0,289.0,0.0,0.0,0.0,25.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,15.0,16.0,0.0,18.0,11.0,3.0,0.0,3.0,39.0,25.0,0.0,0.0,11.0,7.0,4.0,9.0,10.0,35.0,75.0,21.0,68.0,16.0,2.0,14.0,28.0,15.0,0.0,82.0,11.0,18.0,55.0,198.0,74.0,0.0,47.0,0.0,11.0,113.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,63.0,9.0,24.0,17.0,0.0,0.0,10.0,0.0,0.0,7.0,19.0,33.0,0.0,37.0,79.0,0.0,51.0,51.0,0.0,0.0,36.0,148.0,100.0,42.0,0.0,387.0,4.0,16.0,3.0,100.0,0.0,66.0,16.0,0.0,36.0,7.0,5.0,0.0,0.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,11.0,11.0,3.0,15.0,5.0,4.0,21.0,0.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0,12.0,80.0,4.0,26.0,38.0,18.0,46.0,14.0,16.0,0.0,32.0,11.0,10.0,70.0,33.0,77.0,8.0,26.0,40.0,0.0,6.0,0.0,257.0,31.0,0.0,35.0,150.0,0.0,0.0,0.0,1000.0,0.0,12.0,92.0,65.0,0.0,0.0,196.0,196.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,13.0,7.0,9.0,2.0,41.0,18.0,2.0,26.0,16.0,5.0,21.0,0.0,11.0,75.0,36.0,26.0,0.0,0.0,16.0,1.0,17.0,9.0,0.0,24.0,0.0,48.0,19.0,2.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,15.0,43.0,41.0,72.0,16.0,2.0,0.0,20.0,0.0,5.0,0.0,31.0,0.0,40.0,0.0,67.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,72.0,25.0,7.0,8.0,9.0,16.0,93.0,0.0,63.0,48.0,18.0,0.0,62.0,30.0,0.0,164.0,8.0,250.0,65.0,237.0,0.0,0.0,69.0,73.0,88.0,18.0,35.0,0.0,157.0,0.0,21.0,1.0,2.0,5.0,16.0,46.0,21.0,161.0,0.0,12.0,18.0,0.0,129.0,0.0,56.0,114.0,16.0,19.0,0.0,20.0,10.0,0.0,36.0,31.0,10.0,97.0,43.0,69.0,40.0,51.0,41.0,35.0,123.0,71.0,220.0,55.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.0,29.0,39.0,16.0,2.0,14.0,4.0,66.0,10.0,14.0,39.0,5.0,25.0,18.0,46.0,17.0,22.0,0.0,0.0,11.0,14.0,15.0,3.0,62.0,0.0,22.0,8.0,0.0,9.0,2.0,9.0,0.0,0.0,28.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,15.0,8.0,4.0,0.0,0.0,84.0,38.0,12.0,0.0,80.0,0.0,20.0,9.0,9.0,10.0,23.0,35.0,0.0,53.0,34.0,54.0,0.0,15.0,0.0,19.0,0.0,0.0,27.0,57.0,127.0,15.0,4.0,0.0,0.0,6.0,77.0,43.0,7.0,28.0,14.0,0.0,27.0,0.0,81.0,5.0,8.0,0.0,9.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,24.0,7.0,28.0,1.0,15.0,15.0,0.0,10.0,0.0,0.0,11.0,0.0,75.0,53.0,0.0,4.0,0.0,4.0,76.0,0.0,84.0,56.0,85.0,22.0,41.0,3.0,81.0,3.0,12.0,2.0,5.0,0.0,8.0,16.0,32.0,0.0,48.0,18.0,0.0,14.0,62.0,51.0,17.0,0.0,0.0,124.0,242.0,0.0,0.0,26.0,7.0,7.0,0.0,0.0,20.0,0.0,55.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,31.0,21.0,12.0,36.0,9.0,10.0,6.0,0.0,6.0,28.0,16.0,23.0,16.0,4.0,6.0,20.0,4.0,8.0,0.0,18.0,39.0,28.0,47.0,15.0,52.0,23.0,4.0,0.0,8.0,0.0,23.0,16.0,11.0,9.0,2.0,78.0,17.0,33.0,0.0,12.0,2.0,0.0,41.0,22.0,0.0,10.0,23.0,0.0,0.0,14.0,25.0,85.0,0.0,8.0,9.0,24.0,12.0,329.0,79.0,139.0,53.0,0.0,0.0,46.0,151.0,42.0,46.0,250.0,2.0,0.0,19.0,378.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,72.0,6.0,24.0,33.0,21.0,6.0,20.0,22.0,54.0,0.0,28.0,14.0,7.0,6.0,16.0,460.0,82.0,20.0,11.0,40.0,18.0,0.0,19.0,105.0,11.0,30.0,0.0,8.0,0.0,45.0,22.0,152.0,0.0,16.0,0.0,8.0,65.0,40.0,19.0,0.0,0.0,0.0,12.0,158.0,279.0,63.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,21.0,7.0,12.0,0.0,9.0,24.0,0.0,10.0,1.0,0.0,4.0,16.0,23.0,6.0,15.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.0,30.0,34.0,22.0,11.0,0.0,12.0,0.0,32.0,51.0,0.0,33.0,15.0,4.0,0.0,28.0,130.0,36.0,10.0,49.0,195.0,17.0,35.0,133.0,0.0,38.0,0.0,123.0,80.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,41.0,0.0,6.0,26.0,24.0,19.0,11.0,16.0,15.0,17.0,0.0,0.0,50.0,60.0,52.0,28.0,25.0,10.0,2.0,19.0,9.0,34.0,0.0,1.0,34.0,0.0,9.0,48.0,92.0,13.0,0.0,63.0,96.0,19.0,26.0,26.0,16.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,10.0,7.0,1.0,1.0,10.0,5.0,0.0,7.0,8.0,8.0,7.0,19.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,6.0,0.0,4.0,0.0,15.0,9.0,12.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,
92,28.0,12.0,8.0,1.0,4.0,11.0,0.0,6.0,0.0,39.0,28.0,32.0,78.0,0.0,18.0,0.0,26.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
