,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
41,9.0,0.0,1.0,19.0,30.0,18.0,6.0,0.0,26.0,69.0,0.0,16.0,18.0,0.0,0.0,87.0,2.0,9.0,0.0,7.0,88.0,66.0,18.0,32.0,4.0,31.0,0.0,30.0,11.0,17.0,59.0,54.0,0.0,134.0,53.0,62.0,0.0,32.0,0.0,118.0,6.0,69.0,13.0,0.0,0.0,3.0,7.0,5.0,44.0,2.0,17.0,1.0,21.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,34.0,0.0,39.0,64.0,9.0,34.0,0.0,8.0,42.0,60.0,0.0,0.0,16.0,14.0,39.0,4.0,17.0,0.0,22.0,15.0,7.0,1.0,27.0,0.0,6.0,28.0,26.0,13.0,2.0,49.0,16.0,63.0,49.0,114.0,3.0,125.0,149.0,9.0,18.0,14.0,0.0,0.0,85.0,2.0,0.0,18.0,11.0,135.0,63.0,14.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,14.0,10.0,0.0,28.0,7.0,33.0,11.0,20.0,36.0,13.0,14.0,12.0,37.0,4.0,11.0,14.0,11.0,15.0,0.0,11.0,30.0,0.0,35.0,0.0,0.0,22.0,11.0,20.0,49.0,5.0,16.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,5.0,4.0,9.0,10.0,18.0,0.0,11.0,0.0,30.0,15.0,23.0,16.0,0.0,8.0,0.0,14.0,3.0,0.0,1.0,6.0,4.0,6.0,0.0,0.0,6.0,3.0,2.0,5.0,10.0,16.0,0.0,14.0,3.0,25.0,0.0,0.0,0.0,72.0,0.0,31.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.0,69.0,7.0,11.0,0.0,20.0,18.0,0.0,67.0,5.0,17.0,144.0,108.0,8.0,3.0,0.0,24.0,52.0,69.0,0.0,22.0,40.0,21.0,56.0,6.0,34.0,0.0,23.0,38.0,97.0,9.0,42.0,41.0,29.0,0.0,0.0,0.0,0.0,31.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,35.0,46.0,20.0,15.0,5.0,59.0,13.0,18.0,42.0,26.0,8.0,13.0,0.0,13.0,21.0,54.0,8.0,57.0,0.0,39.0,14.0,87.0,29.0,26.0,194.0,45.0,0.0,27.0,95.0,60.0,20.0,118.0,0.0,86.0,205.0,0.0,8.0,0.0,47.0,0.0,38.0,33.0,0.0,91.0,0.0,0.0,232.0,1.0,0.0,0.0,103.0,3.0,0.0,0.0,4.0,0.0,0.0,61.0,0.0,9.0,17.0,69.0,231.0,6.0,84.0,48.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5.0,9.0,0.0,29.0,9.0,12.0,10.0,7.0,33.0,25.0,49.0,0.0,0.0,24.0,30.0,24.0,0.0,0.0,0.0,25.0,19.0,0.0,2.0,21.0,0.0,12.0,43.0,5.0,32.0,0.0,0.0,73.0,0.0,0.0,71.0,8.0,0.0,0.0,138.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,17.0,13.0,7.0,7.0,18.0,14.0,2.0,21.0,0.0,11.0,21.0,0.0,6.0,13.0,36.0,2.0,22.0,0.0,31.0,0.0,18.0,25.0,0.0,0.0,13.0,37.0,27.0,14.0,0.0,33.0,2.0,2.0,1.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3.0,23.0,4.0,16.0,13.0,5.0,0.0,5.0,0.0,42.0,19.0,18.0,0.0,0.0,15.0,31.0,157.0,14.0,23.0,23.0,61.0,36.0,0.0,0.0,0.0,422.0,0.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,15.0,0.0,0.0,7.0,18.0,13.0,24.0,0.0,13.0,17.0,0.0,14.0,40.0,49.0,27.0,8.0,49.0,115.0,3.0,34.0,34.0,41.0,0.0,75.0,72.0,350.0,74.0,35.0,78.0,4.0,0.0,7.0,10.0,0.0,25.0,26.0,0.0,0.0,114.0,115.0,11.0,35.0,10.0,4.0,1.0,52.0,58.0,88.0,11.0,52.0,0.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,12.0,12.0,15.0,35.0,14.0,56.0,0.0,5.0,55.0,15.0,63.0,9.0,9.0,4.0,47.0,89.0,11.0,20.0,0.0,153.0,0.0,41.0,29.0,45.0,23.0,29.0,41.0,3.0,0.0,22.0,125.0,0.0,45.0,7.0,86.0,228.0,70.0,224.0,3.0,0.0,61.0,25.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,32.0,22.0,0.0,0.0,12.0,12.0,0.0,4.0,8.0,14.0,12.0,32.0,4.0,12.0,9.0,0.0,27.0,0.0,22.0,7.0,47.0,5.0,26.0,26.0,9.0,30.0,26.0,28.0,36.0,0.0,27.0,5.0,50.0,41.0,6.0,0.0,0.0,0.0,0.0,6.0,23.0,77.0,0.0,9.0,40.0,0.0,5.0,32.0,0.0,29.0,0.0,0.0,25.0,0.0,7.0,0.0,0.0,317.0,55.0,8.0,50.0,318.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,22.0,9.0,0.0,7.0,34.0,27.0,5.0,16.0,54.0,37.0,28.0,0.0,22.0,0.0,10.0,52.0,60.0,177.0,8.0,0.0,35.0,1.0,0.0,94.0,50.0,10.0,0.0,60.0,38.0,30.0,32.0,0.0,74.0,51.0,5.0,0.0,113.0,9.0,112.0,381.0,0.0,11.0,40.0,204.0,26.0,65.0,38.0,129.0,0.0,4.0,0.0,0.0,0.0,7.0,43.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,8.0,647.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,13.0,6.0,12.0,0.0,1.0,20.0,16.0,26.0,6.0,0.0,40.0,33.0,92.0,38.0,35.0,116.0,54.0,35.0,0.0,1.0,0.0,158.0,0.0,0.0,89.0,335.0,48.0,331.0,14.0,197.0,516.0,190.0,93.0,18.0,36.0,0.0,66.0,11.0,300.0,190.0,105.0,0.0,79.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,13.0,20.0,16.0,0.0,28.0,12.0,6.0,38.0,28.0,57.0,41.0,74.0,57.0,12.0,98.0,0.0,52.0,27.0,21.0,34.0,0.0,10.0,0.0,82.0,145.0,90.0,0.0,36.0,13.0,3.0,25.0,14.0,131.0,10.0,132.0,24.0,372.0,260.0,264.0,59.0,40.0,276.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,10.0,5.0,11.0,6.0,22.0,16.0,27.0,11.0,7.0,174.0,12.0,3.0,41.0,20.0,0.0,96.0,112.0,13.0,5.0,35.0,51.0,40.0,0.0,11.0,1.0,4.0,2.0,16.0,0.0,6.0,0.0,11.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,6.0,0.0,10.0,12.0,9.0,7.0,24.0,14.0,0.0,20.0,4.0,9.0,0.0,0.0,0.0,7.0,78.0,0.0,0.0,4.0,6.0,24.0,34.0,4.0,31.0,53.0,9.0,122.0,79.0,42.0,38.0,91.0,16.0,52.0,0.0,11.0,0.0,0.0,0.0,161.0,69.0,17.0,73.0,7.0,32.0,34.0,73.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,9.0,22.0,9.0,14.0,29.0,2.0,1.0,39.0,6.0,7.0,147.0,19.0,9.0,25.0,1.0,38.0,16.0,29.0,53.0,41.0,7.0,26.0,4.0,14.0,14.0,130.0,0.0,3.0,2.0,0.0,0.0,3.0,9.0,39.0,9.0,15.0,6.0,3.0,0.0,13.0,8.0,8.0,23.0,10.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,34.0,13.0,10.0,29.0,4.0,18.0,14.0,22.0,21.0,13.0,25.0,13.0,36.0,9.0,41.0,3.0,92.0,0.0,13.0,37.0,69.0,31.0,0.0,0.0,45.0,10.0,0.0,208.0,3.0,0.0,73.0,0.0,0.0,12.0,78.0,0.0,0.0,26.0,76.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,5.0,23.0,5.0,1.0,6.0,0.0,23.0,3.0,10.0,26.0,40.0,0.0,62.0,127.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,21.0,0.0,0.0,0.0,8.0,0.0,2.0,7.0,31.0,12.0,27.0,9.0,56.0,123.0,18.0,25.0,7.0,173.0,4.0,16.0,185.0,146.0,108.0,55.0,118.0,132.0,42.0,27.0,4.0,88.0,40.0,92.0,11.0,177.0,13.0,5.0,0.0,552.0,56.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,6.0,12.0,25.0,35.0,17.0,12.0,5.0,4.0,39.0,0.0,4.0,15.0,6.0,8.0,13.0,0.0,0.0,12.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,141.0,189.0,4.0,1.0,24.0,0.0,10.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,11.0,22.0,0.0,2.0,4.0,0.0,28.0,7.0,45.0,24.0,80.0,0.0,53.0,20.0,16.0,0.0,67.0,51.0,13.0,0.0,0.0,64.0,101.0,0.0,56.0,86.0,95.0,192.0,102.0,59.0,59.0,147.0,0.0,4.0,31.0,35.0,0.0,35.0,0.0,59.0,49.0,107.0,115.0,0.0,0.0,0.0,0.0,7.0,0.0,81.0,0.0,0.0,64.0,15.0,57.0,95.0,0.0,0.0,169.0,739.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4.0,36.0,28.0,0.0,11.0,95.0,88.0,41.0,80.0,0.0,18.0,27.0,69.0,55.0,15.0,41.0,23.0,4.0,30.0,110.0,6.0,84.0,46.0,0.0,276.0,327.0,201.0,21.0,17.0,15.0,0.0,0.0,728.0,216.0,0.0,8.0,0.0,103.0,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,36.0,0.0,3.0,24.0,15.0,3.0,21.0,6.0,23.0,22.0,13.0,0.0,43.0,16.0,23.0,60.0,3.0,0.0,11.0,19.0,14.0,14.0,0.0,2.0,0.0,18.0,24.0,1.0,0.0,2.0,23.0,2.0,7.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,2.0,0.0,6.0,49.0,2.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,20.0,6.0,0.0,0.0,12.0,17.0,140.0,202.0,31.0,43.0,32.0,78.0,0.0,21.0,27.0,111.0,50.0,47.0,92.0,73.0,164.0,12.0,8.0,13.0,6.0,0.0,5.0,82.0,41.0,4.0,4.0,0.0,0.0,1.0,2.0,21.0,0.0,0.0,22.0,267.0,7.0,8.0,0.0,27.0,0.0,22.0,0.0,0.0,0.0,98.0,0.0,0.0,399.0,2.0,13.0,28.0,174.0,29.0,60.0,71.0,44.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,13.0,35.0,5.0,25.0,28.0,0.0,39.0,12.0,19.0,7.0,64.0,0.0,16.0,54.0,26.0,24.0,0.0,25.0,0.0,37.0,12.0,121.0,9.0,23.0,18.0,26.0,3.0,25.0,63.0,26.0,19.0,0.0,51.0,12.0,0.0,0.0,0.0,78.0,18.0,0.0,17.0,46.0,0.0,0.0,0.0,45.0,15.0,78.0,206.0,0.0,488.0,0.0,19.0,28.0,5.0,10.0,0.0,0.0,7.0,21.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,46.0,54.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,40.0,0.0,22.0,24.0,16.0,0.0,17.0,0.0,0.0,44.0,1.0,4.0,2.0,30.0,50.0,7.0,9.0,8.0,0.0,73.0,26.0,5.0,12.0,38.0,13.0,149.0,44.0,93.0,0.0,144.0,72.0,0.0,79.0,105.0,29.0,0.0,53.0,2.0,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,5.0,32.0,41.0,44.0,30.0,8.0,48.0,3.0,20.0,67.0,28.0,34.0,23.0,50.0,29.0,11.0,18.0,84.0,0.0,55.0,12.0,0.0,127.0,38.0,54.0,0.0,48.0,0.0,51.0,81.0,38.0,9.0,3.0,39.0,0.0,28.0,0.0,0.0,0.0,144.0,30.0,0.0,7.0,11.0,0.0,0.0,478.0,0.0,17.0,106.0,0.0,9.0,0.0,315.0,0.0,138.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,19.0,5.0,0.0,28.0,59.0,18.0,11.0,51.0,0.0,23.0,15.0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,7.0,0.0,20.0,19.0,11.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,27.0,16.0,10.0,23.0,0.0,0.0,0.0,0.0,17.0,8.0,29.0,8.0,15.0,13.0,0.0,0.0,22.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,16.0,0.0,1.0,11.0,36.0,0.0,28.0,23.0,0.0,7.0,7.0,22.0,14.0,20.0,16.0,17.0,0.0,6.0,6.0,24.0,36.0,12.0,2.0,42.0,95.0,46.0,159.0,6.0,64.0,0.0,26.0,23.0,0.0,44.0,1.0,18.0,58.0,22.0,0.0,399.0,23.0,34.0,1.0,34.0,15.0,13.0,27.0,33.0,0.0,6.0,0.0,0.0,40.0,46.0,396.0,125.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,20.0,69.0,15.0,0.0,0.0,39.0,44.0,17.0,4.0,11.0,0.0,25.0,7.0,0.0,0.0,11.0,15.0,0.0,29.0,36.0,0.0,6.0,0.0,21.0,19.0,12.0,11.0,33.0,0.0,2.0,0.0,21.0,3.0,91.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,24.0,0.0,16.0,24.0,18.0,9.0,11.0,32.0,0.0,13.0,0.0,3.0,9.0,10.0,17.0,7.0,0.0,23.0,30.0,17.0,18.0,14.0,7.0,25.0,61.0,7.0,0.0,46.0,45.0,1.0,14.0,38.0,40.0,15.0,0.0,8.0,10.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,21.0,26.0,19.0,15.0,51.0,28.0,40.0,20.0,4.0,0.0,10.0,144.0,2.0,10.0,0.0,0.0,123.0,0.0,0.0,36.0,2.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,22.0,10.0,20.0,36.0,0.0,23.0,0.0,9.0,0.0,11.0,17.0,10.0,51.0,5.0,24.0,7.0,28.0,4.0,39.0,0.0,0.0,24.0,39.0,13.0,42.0,17.0,32.0,58.0,17.0,12.0,14.0,68.0,25.0,63.0,0.0,18.0,22.0,23.0,24.0,15.0,60.0,19.0,0.0,567.0,29.0,235.0,52.0,376.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,14.0,22.0,0.0,19.0,13.0,24.0,19.0,18.0,6.0,61.0,3.0,49.0,57.0,81.0,11.0,22.0,0.0,2.0,19.0,30.0,41.0,0.0,0.0,0.0,0.0,50.0,24.0,5.0,41.0,10.0,3.0,0.0,24.0,0.0,2.0,11.0,0.0,0.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,37.0,0.0,0.0,0.0,3.0,29.0,35.0,57.0,49.0,8.0,5.0,6.0,0.0,6.0,16.0,27.0,34.0,0.0,0.0,8.0,6.0,85.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,13.0,6.0,0.0,29.0,24.0,16.0,34.0,11.0,0.0,26.0,20.0,6.0,27.0,50.0,27.0,19.0,196.0,75.0,67.0,0.0,0.0,60.0,0.0,0.0,16.0,92.0,224.0,53.0,51.0,94.0,184.0,0.0,0.0,10.0,0.0,21.0,132.0,55.0,37.0,95.0,0.0,112.0,84.0,11.0,94.0,0.0,28.0,111.0,547.0,399.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,10.0,23.0,0.0,3.0,21.0,4.0,14.0,25.0,16.0,25.0,0.0,45.0,15.0,0.0,14.0,22.0,56.0,75.0,47.0,42.0,0.0,22.0,8.0,32.0,9.0,0.0,0.0,0.0,0.0,205.0,59.0,0.0,0.0,50.0,0.0,12.0,0.0,0.0,15.0,56.0,60.0,39.0,2.0,4.0,21.0,0.0,7.0,27.0,0.0,0.0,0.0,31.0,0.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,11.0,5.0,13.0,3.0,27.0,0.0,32.0,21.0,48.0,3.0,3.0,0.0,104.0,33.0,0.0,71.0,0.0,0.0,9.0,0.0,6.0,12.0,20.0,3.0,4.0,94.0,46.0,7.0,78.0,0.0,0.0,0.0,70.0,0.0,6.0,0.0,15.0,48.0,25.0,25.0,9.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,32.0,15.0,15.0,27.0,4.0,20.0,7.0,15.0,3.0,0.0,0.0,9.0,33.0,65.0,31.0,56.0,40.0,7.0,3.0,20.0,2.0,24.0,114.0,228.0,0.0,31.0,227.0,44.0,26.0,0.0,0.0,89.0,106.0,26.0,226.0,0.0,21.0,126.0,55.0,1.0,311.0,22.0,180.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,12.0,12.0,19.0,17.0,6.0,0.0,7.0,9.0,0.0,21.0,0.0,37.0,23.0,9.0,21.0,26.0,13.0,0.0,12.0,4.0,0.0,6.0,6.0,0.0,20.0,0.0,11.0,6.0,1.0,15.0,25.0,0.0,22.0,21.0,0.0,8.0,14.0,0.0,2.0,15.0,6.0,2.0,3.0,0.0,60.0,4.0,0.0,0.0,20.0,24.0,0.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,7.0,43.0,0.0,46.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
