,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
43,6.0,21.0,20.0,0.0,28.0,8.0,12.0,0.0,15.0,2.0,0.0,30.0,26.0,1.0,12.0,0.0,13.0,41.0,45.0,12.0,3.0,12.0,27.0,23.0,23.0,36.0,24.0,23.0,0.0,1.0,6.0,6.0,2.0,0.0,3.0,10.0,14.0,9.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,18.0,8.0,13.0,8.0,7.0,54.0,6.0,4.0,12.0,17.0,0.0,1.0,5.0,82.0,38.0,43.0,41.0,19.0,55.0,33.0,0.0,138.0,84.0,34.0,0.0,1.0,67.0,100.0,11.0,21.0,30.0,0.0,0.0,54.0,110.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,26.0,8.0,23.0,9.0,13.0,81.0,5.0,0.0,31.0,25.0,24.0,26.0,7.0,6.0,15.0,14.0,54.0,47.0,0.0,28.0,2.0,17.0,0.0,6.0,31.0,17.0,0.0,2.0,40.0,1.0,1.0,77.0,73.0,11.0,7.0,5.0,28.0,0.0,10.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,10.0,36.0,0.0,379.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,8.0,0.0,0.0,13.0,26.0,0.0,74.0,39.0,52.0,32.0,83.0,18.0,29.0,0.0,38.0,0.0,0.0,103.0,193.0,0.0,3.0,21.0,0.0,7.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,19.0,12.0,0.0,24.0,28.0,7.0,15.0,26.0,29.0,4.0,23.0,39.0,13.0,8.0,36.0,14.0,13.0,13.0,67.0,52.0,0.0,89.0,0.0,0.0,5.0,0.0,0.0,0.0,77.0,11.0,176.0,0.0,23.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,350.0,20.0,67.0,216.0,28.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,28.0,5.0,14.0,33.0,0.0,11.0,20.0,0.0,22.0,37.0,19.0,9.0,20.0,20.0,7.0,48.0,0.0,19.0,220.0,6.0,68.0,0.0,0.0,9.0,13.0,0.0,46.0,47.0,0.0,0.0,73.0,25.0,71.0,9.0,0.0,0.0,201.0,0.0,368.0,96.0,21.0,3.0,5.0,26.0,87.0,0.0,0.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,6.0,0.0,75.0,17.0,9.0,39.0,14.0,17.0,64.0,23.0,27.0,20.0,9.0,3.0,78.0,10.0,33.0,0.0,0.0,15.0,26.0,0.0,19.0,10.0,5.0,41.0,0.0,82.0,26.0,0.0,12.0,145.0,0.0,0.0,124.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,13.0,20.0,12.0,28.0,22.0,1.0,35.0,13.0,26.0,13.0,0.0,27.0,3.0,70.0,81.0,5.0,94.0,0.0,116.0,38.0,64.0,0.0,47.0,225.0,148.0,175.0,0.0,16.0,51.0,0.0,42.0,0.0,58.0,48.0,22.0,26.0,10.0,45.0,0.0,48.0,0.0,77.0,0.0,0.0,8.0,0.0,17.0,54.0,25.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,13.0,38.0,4.0,30.0,8.0,0.0,1.0,6.0,9.0,2.0,8.0,16.0,78.0,11.0,12.0,8.0,17.0,78.0,28.0,7.0,0.0,43.0,18.0,2.0,98.0,4.0,7.0,63.0,19.0,46.0,10.0,62.0,0.0,0.0,36.0,14.0,10.0,0.0,0.0,76.0,13.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3.0,3.0,0.0,36.0,2.0,62.0,26.0,19.0,0.0,10.0,26.0,25.0,9.0,0.0,7.0,12.0,0.0,125.0,20.0,3.0,31.0,37.0,6.0,9.0,12.0,0.0,18.0,292.0,43.0,45.0,34.0,0.0,41.0,12.0,22.0,8.0,6.0,36.0,26.0,22.0,8.0,2.0,0.0,0.0,6.0,1.0,37.0,11.0,0.0,12.0,9.0,6.0,0.0,21.0,10.0,25.0,2.0,0.0,0.0,9.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,20.0,50.0,5.0,4.0,28.0,0.0,8.0,0.0,9.0,0.0,0.0,45.0,29.0,61.0,13.0,0.0,0.0,19.0,2.0,72.0,22.0,10.0,0.0,0.0,15.0,2.0,14.0,25.0,15.0,9.0,22.0,9.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0,11.0,7.0,17.0,7.0,0.0,11.0,22.0,27.0,17.0,39.0,41.0,0.0,21.0,33.0,0.0,12.0,85.0,0.0,51.0,67.0,0.0,82.0,41.0,30.0,28.0,32.0,0.0,74.0,300.0,71.0,22.0,41.0,61.0,9.0,27.0,10.0,0.0,28.0,8.0,70.0,18.0,0.0,43.0,0.0,2.0,0.0,311.0,0.0,31.0,0.0,296.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,9.0,0.0,23.0,1.0,9.0,12.0,0.0,15.0,2.0,41.0,28.0,0.0,89.0,6.0,31.0,14.0,28.0,40.0,9.0,1.0,6.0,0.0,6.0,14.0,4.0,7.0,9.0,10.0,14.0,15.0,0.0,0.0,0.0,10.0,0.0,4.0,27.0,0.0,19.0,0.0,28.0,22.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,32.0,12.0,0.0,20.0,1.0,3.0,0.0,0.0,26.0,19.0,12.0,0.0,6.0,41.0,11.0,65.0,40.0,0.0,0.0,0.0,2.0,65.0,101.0,17.0,65.0,41.0,11.0,0.0,12.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0,13.0,14.0,20.0,45.0,0.0,15.0,6.0,1.0,31.0,0.0,2.0,34.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,28.0,16.0,18.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,6.0,34.0,52.0,7.0,19.0,0.0,39.0,3.0,33.0,44.0,1.0,0.0,1.0,36.0,53.0,7.0,29.0,16.0,8.0,0.0,30.0,150.0,35.0,16.0,2.0,65.0,25.0,45.0,58.0,0.0,2.0,134.0,19.0,1.0,60.0,93.0,5.0,114.0,9.0,0.0,0.0,57.0,0.0,19.0,41.0,21.0,46.0,0.0,0.0,28.0,184.0,237.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,36.0,11.0,36.0,0.0,9.0,9.0,6.0,16.0,17.0,0.0,63.0,8.0,122.0,38.0,11.0,5.0,17.0,20.0,1.0,17.0,6.0,14.0,22.0,0.0,0.0,2.0,17.0,5.0,32.0,0.0,58.0,115.0,18.0,92.0,21.0,0.0,20.0,14.0,40.0,0.0,20.0,0.0,82.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,46.0,32.0,7.0,21.0,0.0,13.0,23.0,28.0,8.0,5.0,23.0,36.0,25.0,12.0,109.0,177.0,11.0,15.0,21.0,7.0,18.0,0.0,26.0,6.0,0.0,0.0,12.0,8.0,24.0,89.0,9.0,15.0,22.0,236.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,42.0,0.0,9.0,17.0,38.0,0.0,16.0,10.0,16.0,22.0,66.0,0.0,3.0,51.0,85.0,60.0,25.0,32.0,109.0,11.0,39.0,0.0,58.0,0.0,95.0,28.0,68.0,61.0,24.0,49.0,80.0,0.0,10.0,26.0,47.0,33.0,113.0,0.0,7.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4.0,3.0,14.0,0.0,38.0,11.0,3.0,38.0,27.0,43.0,41.0,0.0,20.0,25.0,15.0,11.0,3.0,11.0,0.0,7.0,10.0,0.0,12.0,7.0,31.0,24.0,21.0,35.0,7.0,8.0,5.0,27.0,0.0,27.0,10.0,18.0,9.0,25.0,11.0,26.0,30.0,47.0,55.0,4.0,16.0,7.0,0.0,2.0,69.0,0.0,0.0,2.0,20.0,7.0,36.0,0.0,17.0,0.0,16.0,32.0,0.0,116.0,0.0,0.0,16.0,0.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,16.0,15.0,20.0,28.0,17.0,0.0,29.0,14.0,0.0,4.0,39.0,43.0,32.0,126.0,0.0,29.0,21.0,43.0,14.0,30.0,12.0,5.0,0.0,0.0,12.0,74.0,47.0,14.0,41.0,58.0,0.0,0.0,12.0,20.0,0.0,28.0,19.0,33.0,21.0,50.0,62.0,74.0,0.0,4.0,2.0,0.0,35.0,0.0,5.0,2.0,2.0,0.0,26.0,0.0,179.0,21.0,0.0,130.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8.0,4.0,0.0,24.0,22.0,29.0,29.0,0.0,3.0,25.0,57.0,30.0,53.0,14.0,27.0,187.0,22.0,20.0,11.0,0.0,11.0,81.0,41.0,0.0,0.0,0.0,41.0,0.0,238.0,29.0,23.0,0.0,82.0,0.0,0.0,153.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,25.0,8.0,0.0,0.0,25.0,29.0,0.0,0.0,0.0,25.0,55.0,35.0,16.0,23.0,0.0,26.0,27.0,0.0,15.0,0.0,1.0,18.0,0.0,12.0,265.0,103.0,7.0,0.0,21.0,35.0,55.0,112.0,0.0,41.0,29.0,22.0,15.0,0.0,61.0,13.0,77.0,0.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0,72.0,0.0,5.0,12.0,17.0,0.0,18.0,12.0,34.0,9.0,5.0,30.0,21.0,7.0,11.0,29.0,76.0,6.0,2.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,64.0,17.0,2.0,18.0,73.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,22.0,2.0,6.0,47.0,31.0,6.0,8.0,8.0,10.0,1.0,0.0,13.0,3.0,39.0,0.0,0.0,19.0,0.0,17.0,66.0,0.0,47.0,6.0,11.0,67.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,30.0,3.0,7.0,22.0,24.0,28.0,2.0,0.0,0.0,28.0,14.0,6.0,7.0,4.0,35.0,37.0,37.0,43.0,0.0,190.0,26.0,22.0,0.0,7.0,0.0,57.0,0.0,60.0,49.0,169.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,22.0,1.0,6.0,17.0,4.0,30.0,4.0,10.0,58.0,10.0,15.0,67.0,8.0,0.0,14.0,30.0,113.0,68.0,102.0,134.0,8.0,40.0,19.0,0.0,228.0,0.0,170.0,54.0,93.0,7.0,42.0,49.0,2.0,0.0,344.0,54.0,8.0,0.0,27.0,1.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,6.0,8.0,5.0,24.0,20.0,16.0,13.0,11.0,22.0,14.0,40.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,46.0,0.0,29.0,20.0,0.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,13.0,0.0,19.0,19.0,4.0,7.0,13.0,21.0,14.0,27.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,96.0,38.0,54.0,16.0,11.0,0.0,11.0,36.0,66.0,0.0,18.0,101.0,24.0,0.0,5.0,8.0,11.0,0.0,0.0,29.0,39.0,28.0,5.0,0.0,3.0,0.0,8.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,21.0,21.0,10.0,0.0,16.0,0.0,0.0,0.0,8.0,54.0,0.0,0.0,67.0,26.0,15.0,27.0,5.0,36.0,0.0,14.0,32.0,5.0,39.0,39.0,10.0,2.0,43.0,59.0,20.0,16.0,49.0,130.0,55.0,15.0,18.0,25.0,55.0,34.0,0.0,33.0,0.0,32.0,329.0,0.0,11.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,38.0,0.0,152.0,0.0,0.0,0.0,59.0,0.0,99.0,0.0,167.0,1.0,3.0,14.0,0.0,8.0,0.0,0.0,0.0,16.0,15.0,0.0,1.0,4.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,7.0,42.0,7.0,117.0,109.0,65.0,9.0,18.0,10.0,0.0,18.0,4.0,0.0,12.0,50.0,20.0,65.0,0.0,23.0,3.0,13.0,37.0,21.0,63.0,41.0,53.0,7.0,91.0,7.0,0.0,31.0,5.0,0.0,26.0,54.0,5.0,17.0,21.0,46.0,163.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,93.0,115.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,5.0,41.0,0.0,5.0,7.0,39.0,27.0,88.0,30.0,33.0,70.0,27.0,176.0,13.0,0.0,96.0,0.0,39.0,0.0,32.0,10.0,34.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,15.0,5.0,18.0,29.0,29.0,19.0,13.0,71.0,16.0,17.0,49.0,50.0,41.0,42.0,22.0,47.0,53.0,0.0,64.0,266.0,69.0,142.0,55.0,95.0,127.0,25.0,0.0,0.0,16.0,61.0,0.0,113.0,63.0,12.0,168.0,37.0,2.0,12.0,23.0,62.0,19.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.0,0.0,37.0,1.0,11.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0,0.0,27.0,9.0,0.0,20.0,0.0,21.0,18.0,32.0,21.0,0.0,1.0,14.0,0.0,0.0,238.0,15.0,0.0,14.0,0.0,0.0,152.0,71.0,357.0,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,31.0,3.0,0.0,0.0,9.0,20.0,8.0,37.0,0.0,11.0,61.0,27.0,29.0,261.0,23.0,103.0,19.0,6.0,202.0,29.0,0.0,19.0,6.0,9.0,2.0,56.0,12.0,0.0,5.0,0.0,23.0,8.0,18.0,0.0,58.0,30.0,0.0,0.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,8.0,20.0,0.0,6.0,3.0,1.0,6.0,2.0,5.0,28.0,0.0,8.0,0.0,8.0,1.0,24.0,14.0,39.0,2.0,0.0,18.0,18.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0,13.0,35.0,13.0,13.0,29.0,25.0,14.0,1.0,19.0,9.0,13.0,5.0,14.0,9.0,0.0,5.0,24.0,34.0,11.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,8.0,3.0,0.0,1.0,4.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,10.0,15.0,17.0,22.0,9.0,0.0,13.0,11.0,16.0,11.0,26.0,7.0,5.0,0.0,17.0,29.0,4.0,10.0,50.0,43.0,7.0,8.0,84.0,0.0,81.0,10.0,113.0,64.0,15.0,14.0,132.0,47.0,298.0,38.0,15.0,46.0,20.0,0.0,119.0,161.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,33.0,8.0,13.0,13.0,18.0,29.0,15.0,34.0,29.0,18.0,16.0,0.0,0.0,106.0,22.0,55.0,3.0,157.0,73.0,0.0,9.0,0.0,227.0,7.0,30.0,67.0,83.0,0.0,10.0,32.0,9.0,0.0,123.0,25.0,53.0,7.0,17.0,53.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,22.0,19.0,25.0,21.0,48.0,28.0,34.0,15.0,34.0,69.0,4.0,147.0,65.0,116.0,26.0,22.0,18.0,16.0,3.0,0.0,50.0,45.0,118.0,20.0,0.0,3.0,3.0,5.0,6.0,13.0,4.0,0.0,0.0,8.0,1.0,1.0,0.0,56.0,25.0,48.0,2.0,76.0,19.0,0.0,0.0,0.0,128.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,199.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.0,10.0,47.0,25.0,15.0,29.0,29.0,18.0,13.0,16.0,8.0,36.0,43.0,0.0,18.0,75.0,0.0,0.0,0.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8.0,20.0,13.0,8.0,26.0,13.0,53.0,22.0,18.0,21.0,34.0,72.0,72.0,0.0,18.0,4.0,21.0,0.0,3.0,4.0,3.0,5.0,23.0,9.0,4.0,8.0,8.0,0.0,24.0,33.0,11.0,0.0,182.0,149.0,112.0,0.0,9.0,108.0,42.0,8.0,54.0,12.0,15.0,0.0,5.0,11.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3.0,31.0,50.0,35.0,23.0,3.0,22.0,16.0,25.0,25.0,59.0,30.0,0.0,19.0,21.0,29.0,13.0,95.0,19.0,0.0,14.0,0.0,80.0,53.0,16.0,44.0,132.0,28.0,25.0,0.0,0.0,0.0,0.0,31.0,0.0,18.0,3.0,0.0,8.0,164.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,17.0,31.0,31.0,15.0,5.0,26.0,48.0,1.0,2.0,5.0,20.0,10.0,29.0,9.0,9.0,28.0,9.0,17.0,3.0,0.0,25.0,75.0,88.0,32.0,1.0,8.0,26.0,267.0,0.0,0.0,0.0,0.0,6.0,2.0,9.0,0.0,18.0,80.0,0.0,21.0,0.0,0.0,20.0,0.0,77.0,52.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,13.0,21.0,26.0,3.0,4.0,0.0,0.0,23.0,12.0,12.0,31.0,0.0,21.0,29.0,0.0,11.0,19.0,15.0,10.0,14.0,0.0,67.0,69.0,23.0,104.0,0.0,82.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,50.0,0.0,45.0,130.0,0.0,0.0,60.0,0.0,17.0,107.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,21.0,13.0,16.0,32.0,22.0,7.0,11.0,0.0,45.0,8.0,68.0,0.0,6.0,0.0,17.0,13.0,33.0,16.0,50.0,43.0,53.0,0.0,10.0,163.0,15.0,121.0,28.0,5.0,404.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.0,0.0,52.0,34.0,4.0,12.0,4.0,63.0,37.0,5.0,54.0,0.0,2.0,12.0,22.0,0.0,11.0,4.0,0.0,22.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,10.0,0.0,49.0,23.0,49.0,114.0,0.0,66.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.0,28.0,16.0,40.0,59.0,14.0,12.0,1.0,52.0,18.0,33.0,14.0,112.0,7.0,126.0,41.0,10.0,66.0,93.0,20.0,12.0,283.0,0.0,0.0,80.0,41.0,74.0,134.0,0.0,40.0,65.0,31.0,0.0,37.0,111.0,34.0,0.0,0.0,2.0,661.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,19.0,20.0,23.0,4.0,17.0,17.0,45.0,2.0,5.0,47.0,16.0,0.0,37.0,10.0,32.0,0.0,22.0,9.0,18.0,0.0,0.0,29.0,17.0,0.0,0.0,57.0,107.0,89.0,0.0,0.0,0.0,17.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,16.0,8.0,38.0,12.0,14.0,13.0,6.0,0.0,14.0,5.0,0.0,30.0,0.0,3.0,37.0,3.0,26.0,17.0,18.0,73.0,0.0,30.0,3.0,30.0,14.0,23.0,0.0,11.0,54.0,88.0,0.0,10.0,50.0,118.0,12.0,0.0,32.0,85.0,28.0,84.0,0.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,18.0,19.0,15.0,0.0,0.0,4.0,0.0,0.0,35.0,0.0,19.0,55.0,66.0,5.0,14.0,39.0,0.0,0.0,20.0,12.0,0.0,0.0,5.0,23.0,85.0,37.0,10.0,27.0,0.0,0.0,0.0,16.0,56.0,46.0,0.0,2.0,150.0,0.0,28.0,0.0,13.0,13.0,0.0,49.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,4.0,16.0,26.0,26.0,4.0,25.0,2.0,11.0,1.0,20.0,33.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,10.0,0.0,103.0,0.0,20.0,70.0,23.0,0.0,2.0,0.0,37.0,56.0,0.0,77.0,0.0,9.0,0.0,31.0,20.0,0.0,45.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
