,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
60,2.0,26.0,16.0,39.0,0.0,22.0,0.0,23.0,16.0,3.0,14.0,9.0,0.0,43.0,63.0,4.0,17.0,8.0,26.0,26.0,24.0,0.0,3.0,0.0,0.0,61.0,0.0,13.0,72.0,0.0,67.0,85.0,34.0,8.0,10.0,31.0,97.0,0.0,0.0,1.0,25.0,0.0,21.0,101.0,0.0,0.0,0.0,40.0,42.0,26.0,0.0,0.0,0.0,14.0,9.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,28.0,0.0,0.0,4.0,50.0,0.0,5.0,7.0,49.0,35.0,17.0,11.0,63.0,6.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,141.0,35.0,26.0,8.0,9.0,6.0,10.0,0.0,121.0,211.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,0.0,42.0,0.0,2.0,23.0,35.0,65.0,0.0,15.0,153.0,0.0,0.0,183.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0,28.0,1.0,13.0,18.0,13.0,13.0,9.0,0.0,0.0,7.0,0.0,29.0,69.0,0.0,48.0,69.0,74.0,6.0,36.0,4.0,6.0,43.0,1.0,27.0,11.0,21.0,0.0,36.0,12.0,16.0,96.0,17.0,36.0,40.0,5.0,2.0,18.0,1.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.0,26.0,15.0,8.0,22.0,6.0,0.0,22.0,30.0,17.0,0.0,57.0,0.0,17.0,0.0,64.0,0.0,76.0,47.0,0.0,109.0,13.0,9.0,0.0,19.0,64.0,0.0,28.0,0.0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8.0,0.0,22.0,22.0,12.0,0.0,5.0,2.0,5.0,4.0,4.0,8.0,3.0,69.0,0.0,32.0,22.0,0.0,159.0,4.0,2.0,21.0,13.0,18.0,110.0,0.0,124.0,7.0,0.0,14.0,25.0,15.0,9.0,24.0,22.0,68.0,137.0,23.0,0.0,8.0,0.0,3.0,57.0,39.0,0.0,0.0,5.0,210.0,83.0,0.0,0.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,26.0,28.0,27.0,0.0,6.0,23.0,5.0,0.0,23.0,19.0,2.0,25.0,2.0,0.0,17.0,20.0,13.0,22.0,11.0,13.0,15.0,4.0,52.0,0.0,13.0,2.0,1.0,9.0,0.0,23.0,31.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0,6.0,18.0,7.0,0.0,7.0,30.0,22.0,1.0,106.0,112.0,43.0,0.0,9.0,0.0,2.0,58.0,52.0,35.0,59.0,11.0,72.0,0.0,0.0,137.0,23.0,75.0,56.0,51.0,0.0,0.0,29.0,35.0,3.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,19.0,7.0,3.0,5.0,5.0,8.0,0.0,23.0,17.0,12.0,6.0,5.0,28.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,22.0,4.0,4.0,22.0,31.0,35.0,17.0,43.0,0.0,28.0,12.0,5.0,36.0,0.0,18.0,0.0,2.0,8.0,64.0,25.0,0.0,8.0,25.0,0.0,0.0,0.0,12.0,0.0,0.0,27.0,10.0,17.0,0.0,0.0,4.0,0.0,29.0,0.0,36.0,0.0,8.0,0.0,8.0,0.0,29.0,0.0,124.0,136.0,10.0,138.0,107.0,85.0,0.0,0.0,0.0,458.0,75.0,22.0,9.0,0.0,142.0,135.0,0.0,65.0,0.0,18.0,0.0,0.0,40.0,37.0,0.0,0.0,0.0,17.0,13.0,354.0,11.0,2.0,338.0,0.0,0.0,,,,,
69,6.0,12.0,2.0,0.0,50.0,9.0,16.0,21.0,15.0,46.0,15.0,3.0,51.0,3.0,89.0,26.0,0.0,4.0,102.0,0.0,0.0,276.0,0.0,106.0,1.0,225.0,33.0,453.0,7.0,7.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,22.0,11.0,11.0,22.0,0.0,13.0,5.0,0.0,1.0,0.0,11.0,1.0,18.0,3.0,12.0,23.0,30.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,3.0,0.0,19.0,21.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,28.0,0.0,22.0,0.0,20.0,54.0,20.0,27.0,0.0,0.0,5.0,13.0,0.0,0.0,36.0,28.0,37.0,0.0,9.0,54.0,119.0,22.0,67.0,32.0,87.0,7.0,102.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,154.0,0.0,80.0,45.0,0.0,0.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.0,35.0,12.0,0.0,4.0,20.0,9.0,15.0,14.0,10.0,0.0,5.0,67.0,0.0,41.0,20.0,0.0,19.0,0.0,38.0,6.0,48.0,44.0,29.0,10.0,37.0,2.0,68.0,3.0,0.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1.0,21.0,7.0,6.0,1.0,22.0,12.0,4.0,15.0,16.0,30.0,15.0,0.0,12.0,0.0,6.0,0.0,14.0,14.0,9.0,12.0,12.0,34.0,0.0,12.0,17.0,3.0,16.0,64.0,22.0,0.0,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,18.0,4.0,43.0,0.0,11.0,0.0,21.0,1.0,62.0,17.0,106.0,25.0,81.0,33.0,117.0,38.0,8.0,0.0,66.0,103.0,39.0,35.0,23.0,6.0,78.0,23.0,0.0,154.0,73.0,345.0,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,27.0,35.0,4.0,0.0,14.0,0.0,0.0,21.0,4.0,4.0,3.0,16.0,29.0,23.0,8.0,74.0,43.0,5.0,71.0,5.0,50.0,12.0,0.0,14.0,47.0,69.0,17.0,50.0,21.0,3.0,77.0,8.0,0.0,80.0,0.0,0.0,0.0,11.0,123.0,21.0,228.0,81.0,79.0,46.0,0.0,21.0,16.0,10.0,5.0,0.0,55.0,27.0,0.0,101.0,14.0,40.0,0.0,0.0,0.0,0.0,15.0,471.0,0.0,446.0,49.0,31.0,0.0,65.0,124.0,0.0,164.0,77.0,27.0,0.0,1.0,8.0,3.0,,,,,,,,,
76,26.0,19.0,20.0,6.0,0.0,0.0,18.0,6.0,0.0,50.0,0.0,14.0,190.0,67.0,104.0,87.0,22.0,40.0,0.0,5.0,11.0,6.0,59.0,45.0,0.0,53.0,28.0,300.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0,24.0,5.0,34.0,20.0,0.0,0.0,0.0,26.0,8.0,38.0,46.0,0.0,15.0,34.0,7.0,0.0,0.0,48.0,6.0,10.0,177.0,0.0,5.0,98.0,0.0,0.0,32.0,102.0,223.0,100.0,0.0,41.0,0.0,0.0,0.0,51.0,46.0,216.0,86.0,195.0,34.0,0.0,43.0,359.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0,14.0,7.0,2.0,12.0,21.0,8.0,13.0,19.0,7.0,95.0,58.0,134.0,34.0,65.0,7.0,117.0,1.0,4.0,47.0,109.0,48.0,0.0,281.0,40.0,86.0,7.0,0.0,136.0,0.0,22.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,19.0,3.0,37.0,23.0,58.0,7.0,0.0,27.0,18.0,29.0,2.0,0.0,10.0,98.0,116.0,20.0,55.0,3.0,8.0,1.0,2.0,27.0,4.0,3.0,25.0,0.0,29.0,9.0,0.0,35.0,1.0,42.0,28.0,7.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,30.0,2.0,13.0,0.0,11.0,5.0,17.0,3.0,18.0,0.0,6.0,19.0,0.0,20.0,0.0,19.0,25.0,4.0,50.0,22.0,0.0,9.0,32.0,6.0,0.0,0.0,104.0,68.0,115.0,27.0,26.0,0.0,2.0,58.0,0.0,191.0,223.0,18.0,127.0,70.0,40.0,62.0,0.0,151.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,16.0,9.0,0.0,0.0,16.0,42.0,5.0,30.0,27.0,15.0,6.0,19.0,4.0,0.0,36.0,22.0,41.0,0.0,60.0,0.0,22.0,34.0,4.0,10.0,148.0,0.0,2.0,0.0,17.0,266.0,0.0,40.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,9.0,49.0,4.0,31.0,1.0,3.0,25.0,2.0,9.0,23.0,19.0,9.0,28.0,18.0,21.0,0.0,10.0,15.0,0.0,12.0,8.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,19.0,7.0,36.0,39.0,29.0,0.0,8.0,16.0,3.0,3.0,13.0,15.0,6.0,4.0,20.0,61.0,10.0,12.0,11.0,8.0,50.0,0.0,40.0,7.0,24.0,90.0,12.0,7.0,13.0,18.0,24.0,14.0,7.0,16.0,9.0,20.0,5.0,0.0,0.0,12.0,0.0,39.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,6.0,30.0,0.0,23.0,21.0,8.0,4.0,17.0,7.0,8.0,0.0,11.0,0.0,21.0,5.0,3.0,72.0,6.0,52.0,17.0,0.0,26.0,0.0,39.0,0.0,38.0,65.0,3.0,0.0,156.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,9.0,33.0,25.0,13.0,25.0,18.0,18.0,1.0,50.0,18.0,9.0,6.0,19.0,6.0,28.0,4.0,15.0,52.0,3.0,26.0,2.0,2.0,23.0,0.0,4.0,3.0,0.0,0.0,7.0,3.0,22.0,15.0,0.0,27.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,19.0,36.0,4.0,0.0,0.0,1.0,10.0,47.0,29.0,52.0,0.0,0.0,98.0,10.0,53.0,106.0,8.0,0.0,50.0,13.0,31.0,13.0,69.0,10.0,290.0,0.0,66.0,18.0,0.0,582.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,25.0,31.0,15.0,0.0,18.0,26.0,15.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,17.0,7.0,13.0,44.0,0.0,20.0,9.0,0.0,24.0,89.0,60.0,76.0,20.0,158.0,40.0,0.0,0.0,0.0,28.0,38.0,2.0,4.0,57.0,26.0,16.0,108.0,18.0,7.0,8.0,29.0,10.0,14.0,37.0,16.0,0.0,4.0,1.0,133.0,4.0,20.0,35.0,72.0,16.0,3.0,104.0,25.0,32.0,3.0,11.0,0.0,4.0,6.0,6.0,4.0,0.0,7.0,17.0,9.0,0.0,4.0,16.0,0.0,0.0,5.0,0.0,3.0,0.0,14.0,,,,,,,,,,,,,,,,,,
89,21.0,41.0,9.0,35.0,34.0,4.0,5.0,18.0,16.0,0.0,98.0,0.0,0.0,0.0,8.0,10.0,23.0,0.0,34.0,36.0,10.0,68.0,38.0,28.0,85.0,31.0,10.0,34.0,15.0,0.0,290.0,62.0,27.0,199.0,51.0,253.0,22.0,113.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,25.0,6.0,61.0,38.0,37.0,26.0,9.0,93.0,30.0,20.0,49.0,2.0,38.0,0.0,217.0,55.0,93.0,57.0,76.0,51.0,7.0,46.0,92.0,78.0,42.0,6.0,46.0,89.0,210.0,143.0,71.0,0.0,0.0,124.0,87.0,112.0,22.0,0.0,210.0,195.0,0.0,0.0,908.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,13.0,0.0,17.0,3.0,0.0,5.0,13.0,14.0,66.0,60.0,91.0,0.0,32.0,0.0,84.0,4.0,0.0,80.0,42.0,1.0,0.0,20.0,34.0,20.0,0.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,42.0,0.0,27.0,10.0,0.0,14.0,1.0,6.0,16.0,29.0,4.0,57.0,0.0,7.0,13.0,14.0,44.0,28.0,55.0,33.0,30.0,0.0,63.0,30.0,35.0,8.0,39.0,32.0,0.0,0.0,74.0,0.0,0.0,7.0,15.0,20.0,24.0,32.0,0.0,50.0,6.0,156.0,6.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,10.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.0,27.0,4.0,42.0,36.0,12.0,0.0,65.0,35.0,18.0,129.0,15.0,98.0,33.0,0.0,28.0,21.0,20.0,0.0,11.0,69.0,0.0,0.0,0.0,89.0,28.0,25.0,14.0,0.0,167.0,6.0,80.0,0.0,0.0,29.0,83.0,0.0,311.0,79.0,0.0,0.0,0.0,34.0,0.0,549.0,269.0,18.0,0.0,0.0,15.0,0.0,0.0,6.0,21.0,0.0,0.0,7.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,15.0,58.0,0.0,12.0,23.0,3.0,10.0,18.0,16.0,33.0,3.0,0.0,24.0,17.0,5.0,20.0,66.0,58.0,81.0,0.0,14.0,44.0,47.0,0.0,0.0,0.0,92.0,70.0,54.0,37.0,111.0,0.0,125.0,42.0,360.0,63.0,128.0,1.0,0.0,139.0,31.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,126.0,0.0,0.0,250.0,0.0,0.0,0.0,316.0,305.0,0.0,24.0,58.0,343.0,3.0,67.0,0.0,0.0,77.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
95,31.0,1.0,0.0,5.0,60.0,6.0,32.0,36.0,20.0,26.0,23.0,27.0,0.0,89.0,0.0,105.0,37.0,123.0,9.0,0.0,37.0,0.0,7.0,228.0,0.0,19.0,51.0,0.0,113.0,0.0,121.0,8.0,27.0,43.0,11.0,16.0,28.0,192.0,0.0,93.0,16.0,0.0,24.0,254.0,236.0,60.0,150.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.0,0.0,16.0,6.0,18.0,19.0,16.0,1.0,3.0,0.0,32.0,0.0,58.0,10.0,46.0,61.0,10.0,80.0,4.0,11.0,7.0,10.0,0.0,32.0,16.0,10.0,14.0,14.0,54.0,7.0,46.0,98.0,27.0,38.0,793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,9.0,8.0,20.0,0.0,1.0,6.0,0.0,14.0,0.0,129.0,0.0,26.0,0.0,48.0,18.0,24.0,19.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,23.0,8.0,15.0,10.0,32.0,28.0,46.0,5.0,17.0,70.0,14.0,8.0,0.0,9.0,0.0,41.0,0.0,3.0,14.0,81.0,119.0,12.0,8.0,9.0,0.0,15.0,24.0,0.0,27.0,18.0,7.0,0.0,0.0,109.0,36.0,0.0,41.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,35.0,94.0,31.0,0.0,0.0,216.0,34.0,309.0,74.0,0.0,0.0,0.0,1840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,7.0,26.0,4.0,53.0,0.0,3.0,21.0,7.0,16.0,15.0,9.0,36.0,25.0,52.0,13.0,0.0,53.0,0.0,2.0,283.0,2.0,8.0,0.0,13.0,7.0,0.0,40.0,58.0,1.0,6.0,31.0,23.0,75.0,338.0,284.0,0.0,20.0,0.0,133.0,0.0,1.0,0.0,1.0,0.0,0.0,29.0,9.0,0.0,41.0,8.0,41.0,0.0,414.0,10.0,8.0,0.0,59.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
100,34.0,16.0,24.0,40.0,21.0,3.0,0.0,20.0,9.0,9.0,20.0,18.0,0.0,10.0,35.0,35.0,103.0,38.0,71.0,236.0,3.0,18.0,66.0,154.0,6.0,7.0,7.0,563.0,77.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
