,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
21,8.0,37.0,0.0,3.0,0.0,0.0,4.0,6.0,23.0,49.0,27.0,12.0,0.0,17.0,20.0,7.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,7.0,23.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,30.0,12.0,0.0,16.0,1.0,12.0,0.0,12.0,24.0,4.0,22.0,9.0,14.0,23.0,1.0,25.0,0.0,0.0,18.0,0.0,24.0,15.0,30.0,0.0,10.0,6.0,11.0,0.0,9.0,7.0,7.0,0.0,7.0,25.0,0.0,48.0,0.0,8.0,6.0,12.0,60.0,19.0,27.0,62.0,27.0,43.0,59.0,0.0,30.0,9.0,0.0,0.0,60.0,0.0,0.0,0.0,54.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,31.0,16.0,19.0,5.0,0.0,33.0,9.0,0.0,5.0,36.0,14.0,70.0,67.0,41.0,37.0,3.0,41.0,12.0,10.0,37.0,81.0,0.0,6.0,22.0,16.0,42.0,17.0,28.0,0.0,7.0,8.0,14.0,0.0,1.0,0.0,37.0,0.0,11.0,4.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10.0,5.0,39.0,9.0,6.0,0.0,15.0,26.0,13.0,35.0,37.0,0.0,38.0,86.0,8.0,0.0,20.0,136.0,0.0,0.0,0.0,6.0,0.0,124.0,125.0,0.0,26.0,0.0,7.0,30.0,12.0,33.0,126.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,17.0,0.0,8.0,20.0,0.0,3.0,54.0,4.0,23.0,22.0,0.0,48.0,0.0,33.0,11.0,25.0,56.0,0.0,161.0,2.0,0.0,16.0,17.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,8.0,0.0,21.0,15.0,17.0,0.0,0.0,16.0,5.0,15.0,13.0,28.0,6.0,0.0,0.0,2.0,0.0,1.0,5.0,87.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,26.0,25.0,0.0,0.0,4.0,4.0,15.0,14.0,12.0,11.0,27.0,10.0,14.0,0.0,8.0,2.0,20.0,44.0,16.0,5.0,0.0,39.0,0.0,6.0,26.0,0.0,6.0,21.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,27.0,2.0,0.0,25.0,0.0,6.0,0.0,0.0,5.0,25.0,11.0,4.0,50.0,13.0,83.0,28.0,0.0,28.0,54.0,29.0,0.0,33.0,17.0,12.0,17.0,0.0,76.0,17.0,17.0,0.0,0.0,6.0,0.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8.0,27.0,28.0,2.0,10.0,35.0,49.0,17.0,49.0,8.0,43.0,3.0,9.0,5.0,8.0,13.0,9.0,5.0,4.0,8.0,35.0,25.0,5.0,0.0,35.0,1.0,17.0,4.0,14.0,0.0,1.0,8.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31.0,17.0,1.0,11.0,21.0,7.0,13.0,0.0,0.0,27.0,20.0,0.0,17.0,23.0,0.0,5.0,4.0,0.0,30.0,16.0,10.0,9.0,0.0,0.0,0.0,0.0,22.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
