,Age,Time,Mean_CP,Std_CP,Elo,OppElo,WL,WhiteWL,Name
0,32,26,26.0,47.6158873410202,2712,2462,0,0,Tomashevsky
1,32,26,26.50980392156863,33.97668173852156,2712,2644,0,0,Tomashevsky
2,32,26,29.49230769230769,36.81674342135445,2701,2594,1,-1,Tomashevsky
3,32,26,14.205128205128204,22.755195459012608,2701,2652,0,0,Tomashevsky
4,32,26,24.75862068965517,32.48368290653653,2701,2533,1,1,Tomashevsky
5,32,26,13.435897435897436,20.17397342564616,2701,2672,0,0,Tomashevsky
6,32,26,20.03921568627451,46.52696456220359,2701,2594,1,-1,Tomashevsky
7,32,26,26.728813559322035,54.29416381555348,2701,2533,1,1,Tomashevsky
8,32,26,49.241379310344826,53.6401070444853,2701,2652,-1,1,Tomashevsky
9,32,26,27.045454545454547,52.34632194069432,2701,2672,0,0,Tomashevsky
10,32,26,11.311111111111112,12.805932968429872,2701,2672,0,0,Tomashevsky
11,32,26,50.03225806451613,65.07712545944632,2701,2652,-1,-1,Tomashevsky
12,32,26,24.317073170731707,30.222044127085653,2701,2533,1,-1,Tomashevsky
13,32,26,42.36363636363637,54.77749014488914,2701,2594,1,1,Tomashevsky
14,33,27,26.173076923076923,31.20377123628674,2706,2594,1,1,Tomashevsky
15,33,27,15.953846153846154,28.85385089617088,2706,2594,0,0,Tomashevsky
16,33,27,15.613636363636363,24.289164881802577,2706,2596,0,0,Tomashevsky
17,33,27,21.471698113207548,41.36591116700251,2706,2596,0,0,Tomashevsky
18,33,27,13.75,39.68680578216757,2706,2596,0,0,Tomashevsky
19,33,27,33.15217391304348,50.89333830726739,2706,2596,1,-1,Tomashevsky
20,33,27,13.765625,22.47661372810726,2706,2615,1,-1,Tomashevsky
21,33,27,31.97826086956522,54.55618475192332,2706,2641,0,0,Tomashevsky
22,33,27,42.88333333333333,74.12680195692771,2706,2637,-1,1,Tomashevsky
23,33,27,15.285714285714286,17.951541430229728,2706,2627,0,0,Tomashevsky
24,33,27,23.65671641791045,37.89081292617304,2706,2630,0,0,Tomashevsky
25,33,27,14.0,12.625664632303817,2706,2617,0,0,Tomashevsky
26,33,27,16.428571428571427,18.42707635131365,2706,2603,0,0,Tomashevsky
27,33,27,35.839285714285715,61.41358356872889,2706,2614,1,1,Tomashevsky
28,33,27,57.03278688524591,88.1700945546192,2706,2606,1,-1,Tomashevsky
29,34,28,26.036363636363635,45.77601006687998,2706,2506,1,-1,Tomashevsky
30,34,28,21.8,19.38857051632912,2706,2506,1,1,Tomashevsky
31,34,28,15.53125,38.78641629114086,2706,2614,0,0,Tomashevsky
32,34,28,6.865384615384615,9.849910612023685,2706,2614,0,0,Tomashevsky
33,34,28,36.95652173913044,45.88970183275892,2706,2614,-1,1,Tomashevsky
34,34,28,13.351851851851851,20.76840616463255,2706,2614,0,0,Tomashevsky
35,34,28,22.871794871794872,44.73440892009751,2706,2286,1,1,Tomashevsky
36,34,28,50.85333333333333,99.8696032717546,2706,2315,-1,1,Tomashevsky
37,34,28,34.24,69.91618792049044,2706,2172,1,1,Tomashevsky
38,34,28,9.58,13.985546474989162,2706,2395,0,0,Tomashevsky
39,34,28,22.61764705882353,38.896143538591176,2706,2222,1,1,Tomashevsky
40,34,28,12.727272727272728,17.566304473454927,2706,2485,0,0,Tomashevsky
41,34,28,21.92957746478873,52.86649599122625,2706,2163,1,1,Tomashevsky
42,34,28,14.03921568627451,31.12359926763851,2706,2460,0,0,Tomashevsky
43,34,28,16.82608695652174,19.881095820263347,2706,2525,1,1,Tomashevsky
44,34,28,13.3125,22.55988503291656,2706,2294,1,-1,Tomashevsky
45,34,28,24.428571428571427,19.936327215842518,2706,2640,0,0,Tomashevsky
46,34,28,12.904761904761903,18.806660420991182,2708,2728,0,0,Tomashevsky
47,34,28,12.428571428571429,15.56213012989848,2708,2683,0,0,Tomashevsky
48,34,28,31.328358208955223,51.68945383898708,2708,2660,0,0,Tomashevsky
49,34,28,13.608695652173912,12.059470553864532,2708,2685,0,0,Tomashevsky
50,34,28,17.38888888888889,15.598412019059502,2708,2680,0,0,Tomashevsky
51,34,28,26.97142857142857,47.10968784735928,2708,2693,0,0,Tomashevsky
52,34,28,44.69230769230769,53.87821023810589,2708,2777,-1,-1,Tomashevsky
53,34,28,27.653846153846157,32.505928453366536,2708,2727,0,0,Tomashevsky
54,34,28,21.21276595744681,34.37133295552686,2708,2648,0,0,Tomashevsky
55,34,28,39.07272727272727,58.80629046266903,2708,2659,-1,1,Tomashevsky
56,34,28,7.470588235294118,8.239520974082957,2708,2674,0,0,Tomashevsky
57,34,28,14.192307692307692,14.33323196147814,2708,2696,0,0,Tomashevsky
58,34,28,13.12,12.72242115322394,2708,2700,0,0,Tomashevsky
59,34,28,16.65714285714286,20.05572069941914,2708,2742,0,0,Tomashevsky
60,35,29,8.916666666666666,13.848470740264856,2702,2366,1,1,Tomashevsky
61,35,29,40.65909090909091,75.5583689920298,2702,2552,1,-1,Tomashevsky
62,35,29,6.5,11.35942715834974,2702,2622,0,0,Tomashevsky
63,35,29,19.594594594594597,32.68150977358728,2702,2689,0,0,Tomashevsky
64,35,29,13.689655172413794,23.011027555556087,2702,2585,0,0,Tomashevsky
