,Age,Time,Mean_CP,Std_CP,Elo,OppElo,WL,WhiteWL,Name
0,33,26,13.22222222222222,31.013463538194515,2736,2782,0,0,Nakamura
1,33,26,32.48717948717949,47.756438967829126,2736,2714,1,1,Nakamura
2,33,26,16.8,29.23375181015873,2736,2709,0,0,Nakamura
3,33,26,23.20967741935484,35.675742365602666,2736,2710,0,0,Nakamura
4,33,26,7.916666666666667,11.274180362986169,2736,2709,0,0,Nakamura
5,33,26,26.944444444444443,40.10411054417842,2736,2758,1,1,Nakamura
6,33,26,10.0,10.879206903866791,2736,2772,0,0,Nakamura
7,33,26,9.857142857142858,15.198798778869254,2736,2806,1,1,Nakamura
8,33,26,11.408450704225352,17.159401808412063,2736,2806,0,0,Nakamura
9,33,26,17.741935483870968,22.429099761894864,2736,2710,1,1,Nakamura
10,33,26,31.338461538461537,42.51076221201113,2736,2709,1,-1,Nakamura
11,33,26,20.0,26.25243752855106,2736,2714,0,0,Nakamura
12,33,26,9.224137931034482,16.835679638580732,2736,2758,0,0,Nakamura
13,33,26,11.289855072463768,25.644114936200086,2736,2782,0,0,Nakamura
14,33,26,39.609756097560975,60.67737554013872,2736,2709,1,1,Nakamura
15,33,26,22.72,22.890172563788152,2736,2763,0,0,Nakamura
16,33,26,20.559322033898304,25.800475260552247,2736,2806,1,1,Nakamura
17,33,26,10.358490566037736,13.892574579501982,2736,2710,1,-1,Nakamura
18,33,26,30.5774647887324,59.07420562837679,2736,2709,0,0,Nakamura
19,33,26,23.626506024096383,39.39534169669495,2736,2714,0,0,Nakamura
20,33,26,44.706896551724135,53.127456350457926,2736,2758,0,0,Nakamura
21,33,26,16.177777777777777,21.544129013480564,2736,2782,1,1,Nakamura
22,33,26,14.609375,18.53492386760134,2736,2709,0,0,Nakamura
23,34,27,48.01204819277108,75.22267658481061,2736,2636,1,-1,Nakamura
24,34,27,15.944444444444445,26.659506080866223,2736,2702,0,0,Nakamura
25,34,27,12.3125,15.661923040716722,2736,2527,0,0,Nakamura
26,34,27,25.58490566037736,39.480488833709,2736,2701,1,1,Nakamura
27,34,27,9.71875,16.106969789704443,2736,2677,0,0,Nakamura
28,34,27,43.31746031746032,114.8679221059119,2736,2682,1,1,Nakamura
29,34,27,20.11111111111111,23.70058962806513,2736,2693,0,0,Nakamura
30,34,27,17.295454545454547,18.130764739004853,2736,2702,0,0,Nakamura
31,34,27,55.3921568627451,105.41936794182983,2736,2704,1,1,Nakamura
32,34,27,36.91836734693877,59.80796934588996,2736,2804,0,0,Nakamura
33,34,27,24.945205479452056,51.20923593209392,2736,2643,1,1,Nakamura
34,34,27,15.384615384615383,15.185181710791069,2736,2782,0,0,Nakamura
35,34,27,15.830769230769231,33.93816492477957,2736,2856,0,0,Nakamura
36,34,27,63.945205479452056,93.84426970177758,2736,2506,0,0,Nakamura
37,34,27,25.642857142857142,30.075921248750458,2736,2502,1,-1,Nakamura
38,34,27,19.83870967741936,17.06477224028798,2736,2615,1,1,Nakamura
39,34,27,36.19642857142857,52.770659769113486,2736,2604,0,0,Nakamura
40,34,27,34.241379310344826,60.073145573681735,2736,2550,0,0,Nakamura
41,34,27,26.04,52.4594926333351,2736,2717,0,0,Nakamura
42,34,27,21.615384615384617,35.1304232057541,2736,2536,0,0,Nakamura
43,34,27,40.78260869565217,51.66512386663356,2736,2572,0,0,Nakamura
44,34,27,35.45454545454545,41.16665133112216,2736,2568,1,1,Nakamura
45,34,27,33.7027027027027,49.29100935874212,2736,2620,1,-1,Nakamura
46,34,27,55.175438596491226,111.62694932020828,2736,2609,1,1,Nakamura
47,34,27,26.410526315789475,67.75778117157108,2736,2764,0,0,Nakamura
48,34,27,13.2,12.279503528097203,2736,2642,0,0,Nakamura
49,34,27,11.2,13.383504093404753,2736,2714,1,1,Nakamura
50,34,27,11.870967741935484,12.074054650320443,2736,2764,0,0,Nakamura
51,34,27,19.166666666666668,33.51140839704626,2736,2642,0,0,Nakamura
52,34,27,16.878048780487806,30.537841379140744,2736,2764,1,1,Nakamura
53,34,27,35.21052631578947,60.51762932110458,2736,2714,0,0,Nakamura
54,34,27,33.128571428571426,71.61206307347773,2736,2763,1,1,Nakamura
55,34,27,20.266666666666666,16.45879564315046,2736,2763,0,0,Nakamura
56,34,27,12.566037735849056,18.56641864513027,2736,2772,0,0,Nakamura
57,34,27,10.137931034482758,13.81439243773121,2736,2772,0,0,Nakamura
58,34,27,18.28,22.874136539965384,2736,2772,1,-1,Nakamura
59,34,27,33.85,81.46951701949527,2736,2772,1,1,Nakamura
60,34,27,24.258064516129032,37.387134812156525,2760,2793,1,1,Nakamura
61,34,27,9.347368421052632,14.382146453785715,2760,2764,0,0,Nakamura
62,34,27,22.686274509803923,36.46833705892192,2760,2750,1,1,Nakamura
63,34,27,34.421052631578945,55.60798611980793,2760,2806,-1,1,Nakamura
