,Age,Time,Mean_CP,Std_CP,Elo,OppElo,WL,WhiteWL,Name
0,21,13,31.559322033898304,47.85224067338406,2732,2560,0,0,Wei
1,21,13,26.16216216216216,36.79788151625151,2732,2422,1,-1,Wei
2,21,13,16.58139534883721,21.81222086260419,2732,2408,1,1,Wei
3,21,13,17.157894736842106,14.54595460331282,2732,2618,0,0,Wei
4,21,13,39.274193548387096,92.8570502553568,2732,2573,1,1,Wei
5,21,13,17.0,17.78215758014556,2732,2615,0,0,Wei
6,21,13,24.89655172413793,30.75751339984869,2732,2554,0,0,Wei
7,21,13,30.930232558139537,65.50150683429865,2732,2638,1,1,Wei
8,21,13,45.85365853658536,60.659113484953664,2732,2709,-1,1,Wei
9,21,13,34.457142857142856,61.28925769858612,2732,2594,1,1,Wei
10,21,13,13.872727272727271,15.31527263086021,2732,1658,1,-1,Wei
11,21,13,9.304347826086955,14.52407024909996,2732,2527,0,0,Wei
12,21,13,24.448275862068964,44.27961979358042,2732,2554,0,0,Wei
13,21,13,17.36111111111111,19.91145080138243,2732,2573,0,0,Wei
14,21,13,16.864864864864863,24.242114562773583,2732,2524,0,0,Wei
15,21,13,6.382352941176471,11.630718745560154,2732,2618,0,0,Wei
16,21,13,10.478260869565217,15.2209492045007,2732,2615,0,0,Wei
17,21,13,33.266666666666666,55.81108166088698,2732,2560,1,1,Wei
18,21,13,21.317073170731707,24.792578551242148,2732,2561,1,-1,Wei
19,21,13,23.366666666666667,41.96014803344367,2732,2638,1,1,Wei
20,21,13,39.47916666666666,53.036715337196966,2732,2709,-1,1,Wei
21,21,13,22.324324324324323,28.26271007495178,2732,2506,1,1,Wei
22,22,14,11.63888888888889,16.62382589242282,2729,2799,0,0,Wei
23,22,14,9.475,10.720188239832169,2729,2799,0,0,Wei
24,22,14,9.225,9.683418288166104,2729,2799,0,0,Wei
25,22,14,9.2,10.955710210063812,2729,2799,0,0,Wei
26,22,14,17.0,24.657656011875904,2729,2799,0,0,Wei
27,22,14,27.26829268292683,45.79193400056603,2729,2799,-1,1,Wei
28,22,14,18.602941176470587,29.29680320081925,2729,2640,0,0,Wei
29,22,14,5.466666666666667,7.686680523559199,2729,2708,0,0,Wei
30,22,14,6.586206896551724,12.874441018043996,2729,2799,0,0,Wei
31,22,14,27.98181818181818,81.22772991869286,2729,2645,0,0,Wei
32,22,14,5.806451612903226,7.648177799705887,2729,2564,0,0,Wei
33,22,14,19.10843373493976,37.0065953410525,2729,2640,1,-1,Wei
34,22,14,7.290322580645161,12.13862581016236,2729,2708,0,0,Wei
35,22,14,12.488888888888887,18.17668614439715,2729,2799,0,0,Wei
36,22,14,5.882352941176471,9.037848717887206,2729,2564,0,0,Wei
37,22,14,5.966666666666667,8.72761504466232,2729,2645,0,0,Wei
