,Age,Time,Mean_CP,Std_CP,Elo,OppElo,WL,WhiteWL,Name
0,36,30,19.94202898550725,43.579165305956174,2650,2527,1,-1,Eljanov
1,36,30,20.867924528301888,36.54293456693682,2650,2618,0,0,Eljanov
2,36,30,12.227272727272728,15.568100414904237,2650,2673,0,0,Eljanov
3,36,30,11.328125,12.843446463605169,2650,2659,0,0,Eljanov
4,36,30,21.08108108108108,33.26107031950113,2650,2604,1,1,Eljanov
5,36,30,27.954545454545453,42.63295983237927,2650,2498,1,-1,Eljanov
6,36,30,24.1875,35.87742348788486,2650,2523,0,0,Eljanov
7,36,30,8.52,10.32777116046135,2650,2635,0,0,Eljanov
8,36,30,21.245283018867923,31.20953112578651,2650,2519,0,0,Eljanov
9,36,30,26.4390243902439,36.00906051293744,2650,2694,-1,1,Eljanov
10,36,30,36.87179487179487,69.47341058674735,2650,2585,0,0,Eljanov
11,36,30,22.075,37.26026790164779,2650,2636,1,-1,Eljanov
12,36,30,38.05555555555556,61.46832799020929,2650,2606,0,0,Eljanov
13,36,30,31.615384615384617,46.48261485935249,2650,2546,1,-1,Eljanov
14,36,30,26.444444444444443,38.02514891076083,2650,2644,1,1,Eljanov
15,37,31,23.627906976744185,23.86771405238421,2672,2593,0,0,Eljanov
16,37,31,42.36363636363637,103.959538396814,2672,2600,1,-1,Eljanov
17,37,31,21.794117647058822,34.84318063949743,2672,2675,0,0,Eljanov
18,37,31,13.347826086956522,15.874812182692075,2672,2556,0,0,Eljanov
19,37,31,15.275862068965518,14.567322902706731,2672,2581,0,0,Eljanov
20,37,31,17.91176470588235,20.65351631527628,2672,2593,0,0,Eljanov
21,37,31,11.2,13.807544164769814,2672,2600,0,0,Eljanov
22,37,31,13.545454545454543,13.796919161717891,2672,2675,0,0,Eljanov
23,37,31,10.846153846153848,19.6014128219214,2672,2556,1,1,Eljanov
24,37,31,11.533333333333331,12.918133027629816,2672,2581,0,0,Eljanov
25,37,31,14.578947368421051,15.731482198564212,2672,2585,0,0,Eljanov
26,38,32,12.418604651162791,15.07320637381433,2672,2650,0,0,Eljanov
27,38,32,14.36842105263158,14.682606967715955,2672,2517,0,0,Eljanov
28,38,32,75.06666666666666,140.70682000316225,2672,2517,-1,-1,Eljanov
29,38,32,42.91176470588236,59.99311457818676,2672,2517,-1,1,Eljanov
30,38,32,13.58695652173913,19.655450006953423,2672,2517,0,0,Eljanov
31,38,32,18.217391304347824,19.768564319790663,2671,2599,1,-1,Eljanov
32,38,32,25.404255319148938,34.923307014126834,2671,2591,1,1,Eljanov
33,38,32,10.962962962962964,11.11991104516676,2671,2628,0,0,Eljanov
34,38,32,19.40625,19.63515506727994,2671,2626,1,1,Eljanov
35,38,32,10.0,14.594519519326424,2671,2608,0,0,Eljanov
36,38,32,29.72972972972973,40.31449191368109,2671,2631,0,0,Eljanov
37,38,32,43.78947368421053,50.90911769595276,2671,2607,-1,1,Eljanov
38,38,32,9.688888888888888,13.537527339386852,2671,2658,0,0,Eljanov
39,38,32,42.6031746031746,68.7422816036966,2671,2662,1,1,Eljanov
40,38,32,19.42105263157895,24.01759667854741,2671,2515,1,-1,Eljanov
41,38,32,10.357142857142858,11.716447084126328,2671,2567,0,0,Eljanov
42,38,32,15.923076923076923,11.771869990656672,2671,2474,0,0,Eljanov
43,38,32,14.86,17.601031973455772,2671,2520,1,1,Eljanov
44,38,32,45.12,69.19556432640015,2671,2622,0,0,Eljanov
45,38,32,20.423076923076923,27.285414531464355,2671,2462,0,0,Eljanov
46,38,32,13.0,11.486565042282582,2671,2521,0,0,Eljanov
47,38,32,75.80952380952381,126.83281083679374,2671,2363,1,-1,Eljanov
48,38,32,24.142857142857142,45.65079836875878,2671,2536,1,1,Eljanov
49,38,32,13.875,12.356923095459354,2671,2598,0,0,Eljanov
50,38,32,19.71875,21.87683172054473,2671,2572,0,0,Eljanov
51,38,32,22.92682926829268,50.42488980845791,2671,2484,1,-1,Eljanov
52,38,32,30.142857142857142,45.13592746418254,2671,2608,1,1,Eljanov
53,38,32,14.75,19.211891478809378,2671,2606,0,0,Eljanov
54,38,32,15.2,11.693710153020604,2671,2630,0,0,Eljanov
55,38,32,56.91176470588236,72.34612412271527,2671,2682,-1,1,Eljanov
56,38,32,13.058823529411764,17.34384108349162,2680,2571,0,0,Eljanov
57,38,32,43.785714285714285,79.48280872689944,2680,2573,1,1,Eljanov
58,38,32,12.736842105263158,10.12610545549998,2680,2636,0,0,Eljanov
59,38,32,14.151515151515152,16.733426898205153,2680,2588,1,1,Eljanov
60,38,32,10.482758620689657,17.14355499400612,2680,2626,0,0,Eljanov
